忠記咖啡屋‧私房菜 Chung Kee Cafe,60.0,銅鑼灣渣甸街50號渣甸中心1樓,$50以下,港式,中菜館,(65 食評),1303,
金鳳茶餐廳 Kam Fung Restaurant,257.0,灣仔春園街41號春園大廈地下,$50以下,港式,茶餐廳/冰室,(582 食評),8448,
樂農 Happy Veggies,98.0,灣仔軒尼詩道99號彰顯大廈1樓,$101-200,港式,素食,(134 食評),7429,
來佬餐館 Loyal Dining,25.0,灣仔杜老誌道5號地下至1樓,$101-200,港式,無肉餐單,(38 食評),4604,來佬推介扒類套餐85折優惠
永樂園餐廳 Wing Lok Yuen Restaurant,194.0,中環昭隆街19 號地下,$50以下,港式,茶餐廳/冰室,(351 食評),6339,
嚐囍煲仔小菜,53.0,西環北街25號地下,$51-100,港式,港式,(79 食評),6861,
無肉食 Ahimsa Buffet,38.0,北角堡壘街10-16號華曦大廈地下B舖,$51-100,港式,素食,(65 食評),5997,
火鍋本色 Hotpot Instinct,65.0,西環堅尼地城卑路乍街144-148號金豪閣1樓,$201-400,港式,火鍋,(83 食評),1792,
新景園咖喱小廚 Sun King Yuen Curry Restaurant,144.0,灣仔春園街20號,$51-100,港式,咖喱,(244 食評),5023,
丹麥餅店 Danish Bakery,182.0,銅鑼灣禮頓道106號禮信大廈地下,$50以下,港式,麵包店,(313 食評),4899,
滾得棧 Hot in A Pot,80.0,天后電氣道80-86號成功樓地下C舖連閣樓,$201-400,港式,火鍋,(108 食評),4314,
榮式燒雞扒 Wing's Catering,89.0,灣仔蘭杜街2號麗都大廈7號地舖,$50以下,港式,茶餐廳/冰室,(155 食評),4113,
華姐清湯腩 Sister Wah,317.0,天后電氣道13號A地舖,$50以下,港式,粉麵/米線,(558 食評),8967,
東方素 Oriental Vegetarian,46.0,灣仔軒尼詩道239號3樓,$101-200,港式,素食,(65 食評),2146,
味口福,40.0,筲箕灣南康街17號天悦筲箕灣廣場地下低層1樓2號舖,$51-100,港式,漢堡包,(50 食評),823,
我杯茶 My Cup Of Tea,37.0,灣仔春園街6號永興樓地下,$50以下,港式,小食店,(66 食評),4497,
水記 Shui Kee,93.0,中環吉士笠街2號牌檔,$50以下,港式,粉麵/米線,(131 食評),6492,
喜棧 Xi Zhan,54.0,銅鑼灣利園山道67號寶榮大廈地下F舖,$50以下,港式,粉麵/米線,(88 食評),824,
南記粉麵 Nam Kee Spring Roll Noodle Co. Ltd,170.0,銅鑼灣怡和街56-58號新基商業中心1-3樓,$50以下,港式,粉麵/米線,(276 食評),4443,
波記燒臘粉麵店 Po Kee,65.0,西環皇后大道西425號P舖地舖,$50以下,港式,粉麵/米線,(106 食評),7416,
東湖小廚聯威餐廳 Luen Wai Restaurant,43.0,銅鑼灣渣甸街54-58號富盛商業大廈1樓,$51-100,港式,茶餐廳/冰室,(43 食評),1193,
車仔麵之家 Car Noodle's Family,39.0,北角錦屏街後街21號東發大廈地下A號地舖,$50以下,車仔麵,港式,(48 食評),738,
聰嫂星級甜品 Cong Sao Star Dessert,46.0,灣仔大王東街21-23號地舖,$50以下,港式,甜品/糖水,(81 食評),2876,
南龍冰室 Nam Loong Cafe,71.0,銅鑼灣敬誠街1-3號地舖及1樓,$50以下,港式,茶餐廳/冰室,(148 食評),5123,
金記客棧 Kam Kee Dining Room,94.0,薄扶林數碼港道100號數碼港商場地下110號舖,$51-100,港式,茶餐廳/冰室,(109 食評),496,
生記鮮魚湯米線 Vermicelli and fish soup specialist,101.0,上環禧利街10號地下,$50以下,港式,粉麵/米線,(141 食評),3925,
媽咪雞蛋仔 Mammy Pancake,49.0,銅鑼灣希雲街1-5號禮信大廈地下17號舖,$50以下,港式,小食店,(76 食評),3340,
十字冰室 Cross Cafe,49.0,西環西營盤高街48-78號恆陞大樓地下12號舖,$50以下,港式,茶餐廳/冰室,(104 食評),4854,
車仔麵之家 Car Noodle's Family,33.0,灣仔春園街32-38號榮利大廈地下6號舖,$50以下,車仔麵,港式,(60 食評),1811,
蘭桂坊車仔麵 Lan Kwai Fong Cart Noodles,50.0,中環蘭桂坊6號地下,$50以下,車仔麵,港式,(60 食評),544,
倫哥火鍋私房菜,24.0,西環山道54-66號地下,$201-400,港式,火鍋,(37 食評),2815,
波士頓餐廳 Boston Restaurant,123.0,灣仔盧押道3號地下,$101-200,港式,扒房,(298 食評),4126,
強記美食 Keung Kee,123.0,灣仔駱克道382號莊士企業大廈地下,$50以下,港式,小食店,(185 食評),7789,
榮記粉麵 Wing Kee Noodle,97.0,銅鑼灣渣甸街43號地下,$50以下,港式,粉麵/米線,(159 食評),2006,
星記海鮮飯店 Sing Kee Seafood Restaurant,25.0,中環擺花街1-7號1號廣場2樓,$201-400,港式,海鮮,(35 食評),3118,
聚點坊點心專門店 Dim Sum Square,36.0,上環禧利街27號富輝商業中心地下,$51-100,港式,點心,(70 食評),4006,
漁川米線 Shunde Cuisine,35.0,灣仔太原街7號地下,$50以下,港式,粉麵/米線,(61 食評),2256,
上品火鍋料理 Top Grade Hot Pot,89.0,天后清風街5-11號地下,$201-400,港式,火鍋,(116 食評),4469,送 25里數 / 30積分
蘭芳園 Lan Fong Yuen,230.0,中環結志街2號,$50以下,港式,粉麵/米線,(687 食評),13813,
澳門台山水佬榮火鍋專家 Soi Lou Weng Hot Pot Restaurant,36.0,銅鑼灣駱克道463-483號銅鑼灣廣場二期5樓,$201-400,港式,火鍋,(49 食評),2613,
科記咖啡餐室 For Kee Restaurant,81.0,上環荷李活道200號J-K舖,$50以下,港式,茶餐廳/冰室,(142 食評),6867,
江仔記粉麵專家,69.0,銅鑼灣堅拿道東2號地舖,$50以下,港式,中菜館,(107 食評),1805,
車仔麵之家 Car Noodle's Family,100.0,灣仔晏頓街1號A,$50以下,車仔麵,港式,(148 食評),6275,
好燒味 Good BBQ,50.0,中環皇后大道中39號地下2號舖,$50以下,港式,燒臘,(58 食評),2716,
麥記美食,67.0,北角堡壘街21-23號美嘉洋樓地下,$50以下,港式,小食店,(95 食評),4824,
華星冰室 Capital Café,27.0,上環干諾道中168-200號信德中心3樓澳門廣場3018號舖,$50以下,港式,茶餐廳/冰室,(47 食評),1644,
民聲冰室,163.0,大坑浣紗街16號地下,$51-100,港式,茶餐廳/冰室,(275 食評),7010,
大紅袍火鍋料理 Da Hong Pao hotpot,40.0,北角明園西街19-23號地舖,$101-200,港式,火鍋,(67 食評),3778,
上品火鍋料理 Top Grade Hot Pot,42.0,銅鑼灣告士打道229-230號宇宙商業大廈2/F,$201-400,港式,火鍋,(65 食評),3050,送 25里數 / 30積分
薔紅 Rose Kitchen,51.0,灣仔莊士敦道194-204號灣仔商業中心1樓,$101-200,港式,港式,(103 食評),2179,指定套餐5折
貴德宮皇廷素宴 Veggie Palace,46.0,灣仔克街6號廣生行大廈B座閣樓,$201-400,港式,素食,(66 食評),5157,
紅磡冰室 Hunghom Cafe,38.0,北角炮台山英皇道165-171號公主大廈地舖,$51-100,港式,茶餐廳/冰室,(80 食評),980,
新記車仔麵,97.0,銅鑼灣登龍街49號地下B舖,$50以下,車仔麵,港式,(214 食評),4542,
樂心冰室 Glee Cafe,53.0,銅鑼灣渣甸街54-58號地下,$50以下,港式,甜品/糖水,(136 食評),1313,
棋哥燒鵝餐室 Ki’s Roasted Goose Restaurant,35.0,灣仔軒尼詩道423-425號嘉年華商業大廈地舖,$51-100,港式,燒臘,(61 食評),857,
泗益,119.0,赤柱市場道2號,$50以下,港式,茶餐廳/冰室,(191 食評),3999,
燒烤堂 Will's Skewer Kitchen,46.0,筲箕灣筲箕灣廟東街11號地舖,$101-200,港式,燒烤,(52 食評),1121,
有錢佬靚粥 Rolling in Congee,42.0,筲箕灣筲箕灣東大街54-60號東強大廈地下1號舖,$50以下,港式,粥品,(48 食評),287,
祥香茶餐廳 Cheung Heung Tea Restaurant,119.0,西環堅尼地城卑路乍街107號,$50以下,港式,茶餐廳/冰室,(194 食評),4647,
潮丸 Chiu Ball,44.0,筲箕灣筲箕灣東大街59-99號東威大廈地下11號舖,$51-100,港式,粉麵/米線,(62 食評),176,
三多麵食 Sam Tor,77.0,中環砵典乍街30號地下(石板街),$50以下,港式,粉麵/米線,(110 食評),1909,
Ice Puff,31.0,天后電氣道78號地舖,$50以下,港式,甜品/糖水,(44 食評),1542,
聰嫂‧原素 Veggie Express,20.0,北角英皇道406-408號康威大廈地下03號舖,$51-100,港式,素食,(57 食評),2372,
金記冰室 Kam Kee Cafe,41.0,薄扶林置富南區廣場3樓318號舖,$51-100,港式,茶餐廳/冰室,(44 食評),70,
老巴剎廚房 Old Bazaar Kitchen,18.0,灣仔交加里32-38號地舖,$401-800,港式,新加坡菜,(21 食評),3439,
港澳義順牛奶公司 Yee Shun Dairy Company,79.0,銅鑼灣駱克道506號地下,$50以下,港式,甜品/糖水,(192 食評),6910,
麵尊 Noodle Supreme,39.0,上環蘇杭街22-24號1號舖,$50以下,車仔麵,港式,(60 食評),2558,
串燒食堂,28.0,北角和富道84-94號銀輝大廈地下1號舖,$101-200,港式,串燒,(28 食評),730,
半島冰室 Angus Cafe,28.0,北角炮台山宏安道14-28號威德閣地下2號舖,$50以下,港式,茶餐廳/冰室,(41 食評),1949,
滿記甜品 De Avenue Honeymoon Dessert De Avenue,27.0,銅鑼灣軒尼詩道500號希慎廣場3樓317-319號舖,$51-100,港式,甜品/糖水,(46 食評),875,
榮式燒雞扒 Wing's Catering,78.0,銅鑼灣加路連山道13號禮加大樓地下,$50以下,港式,茶餐廳/冰室,(149 食評),2956,
BB雞蛋仔,33.0,柴灣柴灣道350號樂軒臺地下413號舖,$50以下,港式,麵包店,(45 食評),1085,
雞功房 Hakka Shop,17.0,上環永樂街1-3號世瑛大廈2樓201室,$51-100,港式,海鮮,(29 食評),1775,
華星冰室 Capital Café,62.0,筲箕灣筲箕灣東大街185-187號順景樓地下,$50以下,港式,茶餐廳/冰室,(88 食評),1653,
美味廚 Megan's Kitchen,76.0,灣仔灣仔道165至171號樂基中心5樓,$201-400,港式,火鍋,(128 食評),6082,送 25里數 / 30積分
龍鳳冰室 Lung Fung Cafe,31.0,灣仔春園街16號地舖,$51-100,港式,茶餐廳/冰室,(88 食評),1222,
玉葉甜品 Leaf Dessert,214.0,中環蘇豪伊利近街2號,$50以下,港式,甜品/糖水,(366 食評),4695,
翠苑甜品專家 Tsui Yuen Dessert,80.0,北角北角道13號地下,$50以下,港式,甜品/糖水,(122 食評),1440,
高街麵霸 High Street Cart Noodle,28.0,西環西營盤高街39號地舖,$50以下,車仔麵,港式,(60 食評),2409,
找餐時間 Time To Eat,17.0,西環西營盤第三街83號地舖,$50以下,港式,日本菜,(43 食評),2860,
新森林焗之專門店 New Forest Restaurant,24.0,灣仔灣仔道203號地舖,$51-100,港式,港式,(35 食評),406,
紹華小廚,48.0,筲箕灣愛秩序灣道15號愛秩序灣街市熟食中心CF3店,$51-100,港式,中菜館,(68 食評),4399,
宏發燒臘飯店,37.0,銅鑼灣駱克道504號地舖,$50以下,港式,燒臘,(56 食評),609,
瑞士咖啡室 Swiss Cafe,54.0,灣仔灣仔道128-150號明豐大廈1樓B舖,$50以下,港式,茶餐廳/冰室,(128 食評),1650,
信得過 Trusty Gourmet,84.0,灣仔謝斐道307-311號快添大廈地下A號舖,$50以下,港式,粉麵/米線,(125 食評),3916,送 25里數 / 30積分
瑞士咖啡室 Swiss Cafe,69.0,中環利源西街12號地下,$50以下,港式,茶餐廳/冰室,(167 食評),3084,
腸粉皇,77.0,灣仔灣仔道177-179號保和大廈地下D舖,$50以下,港式,小食店,(103 食評),1944,
優點心 YO Dim,37.0,中環蘭桂坊和安里6號地舖,$51-100,港式,點心,(56 食評),417,
順興茶檔,45.0,大坑安庶庇街24號地下,$50以下,港式,大牌檔,(67 食評),3273,
呂仔記,62.0,筲箕灣筲箕灣東大街121號A地舖,$50以下,港式,甜品/糖水,(189 食評),3133,
明記咖啡糖水小食,127.0,西灣河西灣河街114號,$50以下,港式,甜品/糖水,(231 食評),1253,
茶狼 Cha Long,22.0,中環皇后大道中100號地下A號舖,$50以下,港式,港式,(54 食評),812,
胡爐 Wulu,37.0,銅鑼灣耀華街3號百樂中心3樓,$101-200,港式,火鍋,(38 食評),441,送 25里數 / 30積分
齒來香蛋卷,37.0,西環西營盤第三街66號福滿大廈地下,$50以下,港式,外賣店,(52 食評),2692,
橋底辣蟹 Under Bridge Spicy Crab,56.0,灣仔駱克道421-425號雅閣大廈地下至3樓,$201-400,港式,海鮮,(104 食評),7315,
可可店,48.0,西環卑路乍街136-142號聯威新樓地下E及F舖,$50以下,港式,甜品/糖水,(99 食評),2724,
南記粉麵 Nam Kee Spring Roll Noodle Co. Ltd,77.0,中環士丹利街66-72號地下,$50以下,港式,粉麵/米線,(135 食評),1593,
營然 Still and Always,22.0,北角宏安道18號威德閣地下10號舖,$50以下,港式,湯品,(23 食評),602,
頹飯 Le Hea Rice,24.0,中環利源東街20號地舖,$50以下,港式,港式,(26 食評),182,
靠得住 Trusty Congee King,112.0,灣仔克街7號地下,$51-100,港式,粉麵/米線,(219 食評),4111,
紅磡冰室 Hunghom Cafe,25.0,北角英皇道449-455號地舖,$51-100,港式,茶餐廳/冰室,(41 食評),634,
蘭芳園 Lan Fong Yuen,50.0,上環干諾道中168-200號信德中心3樓304D號舖,$50以下,港式,茶餐廳/冰室,(150 食評),3079,
球哥燉湯 Souper Authentic,26.0,上環蘇杭街88號地下,$50以下,港式,湯品,(54 食評),2809,
茶咖里 Congteakafe,14.0,西環西營盤爹核里4號地舖,$51-100,港式,All Day Breakfast,(20 食評),2189,
綠林甜品 Luk Lam Dessert,21.0,銅鑼灣堅拿道西23A號地下,$50以下,港式,甜品/糖水,(41 食評),693,
百利冰室,73.0,西灣河筲箕灣道216號地下,$50以下,港式,茶餐廳/冰室,(131 食評),3730,
101肉燥飯專門店 101 Taiwanese,27.0,天后留仙街1-5號地下B號舖,$50以下,港式,茶餐廳/冰室,(50 食評),833,
昌記 Cheong Kee,147.0,跑馬地毓秀街2號黃泥涌市政大廈2樓熟食中心1及5號,$50以下,港式,茶餐廳/冰室,(171 食評),3264,
駒記海鮮大排檔,40.0,灣仔寶靈頓道16號地下B舖,$101-200,港式,海鮮,(70 食評),1450,
明記甜品 Ming Kee Dessert,33.0,銅鑼灣耀華街12號地舖,$50以下,港式,甜品/糖水,(65 食評),693,
棋哥燒鵝餐室 Ki's Roasted Goose Restaurant,27.0,天后電氣道79-81號發昌樓地舖,$51-100,港式,燒臘,(72 食評),1231,
一品雞煲火鍋 The Great Restaurant,8.0,銅鑼灣謝斐道483-499號新城大廈1樓全層,$101-200,港式,火鍋,(16 食評),2572,
松記糖水店 Chung Kee Dessert,76.0,銅鑼灣堅拿道西15號永德大廈地下G13號地舖,$50以下,港式,甜品/糖水,(188 食評),2131,
上海香港麵家 Shanghai Hong Kong Noodle Shop,72.0,銅鑼灣渣甸街29號地下,$50以下,港式,粉麵/米線,(164 食評),1806,
南記粉麵 Nam Kee Spring Roll Noodle Co. Ltd,27.0,灣仔春園街1-11號地下,$50以下,港式,粉麵/米線,(53 食評),662,
小肥牛火鍋活魚專門店 Calf Bone King,23.0,銅鑼灣軒尼詩道418-430號友光大廈4樓全層,$101-200,港式,火鍋,(44 食評),3575,送 25里數 / 30積分
九記牛什粉麵,38.0,灣仔寶靈頓道21號鵝頸街市1樓鵝頸熟食中心8號舖,$50以下,車仔麵,港式,(57 食評),2701,
樂景快餐店 Lucky Snack House,62.0,灣仔巴路士街17號地舖,$50以下,港式,漢堡包,(94 食評),2735,
英記麵家 Ying Kee Noodles,43.0,西環西營盤高街32號地下,$50以下,港式,粉麵/米線,(66 食評),2424,
雞煲,28.0,西環堅尼地城士美非路12K號士美非路市政大廈2樓熟食中心,$101-200,港式,火鍋,(36 食評),2378,
Kinson Burger & Bar,17.0,鰂魚涌英皇道738號樂基中心地下4號舖,$51-100,港式,漢堡包,(32 食評),760,
新桂香燒臘,43.0,柴灣柴灣道345號金源洋樓地下17號,$50以下,港式,燒臘,(82 食評),2995,
食記餐店 Sik Kee Restaurant,27.0,鴨脷洲鴨脷洲大街42號舖,$50以下,港式,小食店,(44 食評),575,
翠苑甜品專家 Tsui Yuen Dessert,19.0,銅鑼灣景隆街26號地舖,$50以下,港式,甜品/糖水,(36 食評),499,
永合成馳名煲仔飯 Wing Hop Sing,13.0,西環德輔道西360號地舖,$51-100,港式,港式,(22 食評),3131,
酥妃皇后 Queen Sophie,12.0,上環蘇杭街2-24號啟豐大廈地庫5號舖,$50以下,港式,麵包店,(24 食評),1162,
陪著你走甜品 Stand By You Desserts,14.0,天后興發街62-64號美城花園大廈地下KL3號舖,$50以下,港式,甜品/糖水,(35 食評),1146,
泰昌餅家 Tai Cheong Bakery,269.0,中環擺花街35號地下,$50以下,港式,麵包店,(461 食評),6780,
明記甜品,21.0,筲箕灣筲箕灣東大街42-52號金來大廈地下E號舖,$50以下,港式,甜品/糖水,(25 食評),63,
榮記(東成)飯店,68.0,灣仔寶靈頓道21號鵝頸街市1樓鵝頸熟食中心CF4號舖,$51-100,港式,粉麵/米線,(107 食評),1524,
快樂餅店 Happy Cake Shop,112.0,灣仔皇后大道東106號地下,$50以下,港式,麵包店,(164 食評),2209,
大自然素食 Gaia Veggie Shop,70.0,銅鑼灣軒尼詩道502號黃金廣場8樓,$101-200,港式,素食,(123 食評),2589,
明記甜品,52.0,西灣河西灣河街138號,$50以下,港式,甜品/糖水,(84 食評),638,
花園餐廳 Sweetheart Garden Restaurant,29.0,銅鑼灣記利佐治街1號金百利廣場4樓R2舖,$51-100,港式,扒房,(100 食評),703,
澤記快餐飯店,17.0,柴灣吉勝街10號熟食市場,$50以下,港式,港式,(21 食評),880,
王林記潮州魚蛋粉麵 Wong Lam Kee Chiu Chow Fish Ball Noodles,59.0,筲箕灣筲箕灣東大街10號東寶大廈地下A號舖,$50以下,港式,粉麵/米線,(102 食評),1881,
糙米家 Papa Deli,13.0,北角七姊妹道14-16號地舖,$50以下,港式,粉麵/米線,(49 食評),758,
九龍粉麵 Kowloon Noodle,14.0,灣仔謝斐道146號地下2號舖,$50以下,港式,粉麵/米線,(25 食評),769,
四寶食堂 Soul Kitchen,17.0,天后炮台山京華道9-27號富利來商場地下45-48號舖,$50以下,港式,茶餐廳/冰室,(23 食評),593,
翠華餐廳 Tsui Wah Restaurant,160.0,中環威靈頓街15-19號地下至2樓,$51-100,港式,無肉餐單,(340 食評),5348,
CheckCheckCin,13.0,銅鑼灣告士打道311號皇室堡地下G14號鋪,$50以下,港式,涼茶/龜苓膏,(19 食評),613,
茶狼 Cha Long,13.0,灣仔皇后大道東200號利東街地下G39號舖,$50以下,港式,港式,(31 食評),380,
養心麵,18.0,銅鑼灣軒尼詩道365號地舖,$50以下,車仔麵,港式,(36 食評),1228,
美心西餅 Maxim's Cake Shop,50.0,中環德輔道中20號德成大廈地下3號舖,$50以下,港式,麵包店,(91 食評),396,
意樂餐廳 Cafe de Itamomo,16.0,筲箕灣筲箕灣道388-414號逢源大廈地下F號舖,$50以下,港式,快餐店,(38 食評),416,
BBQ美食店,100.0,西環西營盤第三街129-133號地下B號舖,$101-200,港式,串燒,(154 食評),3412,
叁去壹點心粉麵飯 Saam Hui Yaat,35.0,西環薄扶林道11號,$50以下,港式,點心,(43 食評),4235,
Deli-O,29.0,上環干諾道中168-200號信德中心2樓268A號舖,$50以下,港式,快餐店,(65 食評),548,
誠記,16.0,西環堅尼地城士美非路12K號士美非路市政大廈2樓熟食中心,$50以下,港式,粉麵/米線,(24 食評),1170,
德如茶餐廳,31.0,灣仔光明街2號,$50以下,港式,茶餐廳/冰室,(65 食評),2057,
生龍清湯腩,15.0,銅鑼灣禮頓道21號地舖,$50以下,港式,粉麵/米線,(24 食評),214,
奇華餅家 Kee Wah Bakery,33.0,中環港景街1號國際金融中心1樓1018B號舖,$50以下,港式,麵包店,(48 食評),327,
鋒記小炒王,29.0,筲箕灣愛民街6至28號新利大廈地下3A舖,$101-200,港式,火鍋,(38 食評),1705,
奇華餅家 Kee Wah Bakery,9.0,灣仔皇后大道東188號地舖,$50以下,港式,麵包店,(16 食評),143,
御廚煎餅 Yu Chu Jian Bing,13.0,灣仔灣仔道181號長春大廈A舖,$50以下,港式,甜品/糖水,(28 食評),2097,
檀島咖啡餅店 Honolulu Coffee Shop,114.0,灣仔軒尼詩道176-178號地下及閣樓,$50以下,港式,麵包店,(304 食評),3961,
聯華茶餐廳 Luen Wah Cafe,44.0,西環西營盤正街28號地下,$50以下,港式,麵包店,(81 食評),1577,
