海鮮生蠔吧 Island Seafood & Oyster Bar (已搬遷),86.0,尖沙咀諾士佛臺10號地下,$401-800,西式,酒,(119 食評),908,
Whale Pub (已搬遷),1.0,尖沙咀諾士佛臺 9 號,$101-200,西式,薄餅,(1 食評),5,
PONG Knutsford (裝修中),,尖沙咀諾士佛臺10號騰龍閣2樓,$101-200,西式,酒吧,,8,
ShowTime Sports Bar,79.0,尖沙咀諾士佛臺10號騰龍閣3樓,$101-200,多國菜,酒,(88 食評),1165,
咕嚕咕嚕 Gulu Gulu,55.0,尖沙咀諾士佛臺10號騰龍閣4樓,$101-200,多國菜,酒,(60 食評),1097,
Caliente,29.0,尖沙咀諾士佛臺6號3樓,$201-400,多國菜,墨西哥菜,(33 食評),4416,送 25里數 / 30積分
Papa Joe,8.0,尖沙咀諾士佛臺1號8樓,$201-400,多國菜,沙律,(14 食評),1207,全單8折
Papa Joe,8.0,尖沙咀諾士佛臺1號8樓,$201-400,多國菜,沙律,(14 食評),1208,全單8折
紅磡雞蛋仔,149.0,紅磡大沽街寶利閣2號舖,$50以下,港式,小食店,(206 食評),6903,
美味佳,83.0,紅磡寶其利街2號地舖,$50以下,車仔麵,港式,(149 食評),5996,
皇朝私房火鍋 King's Dynasty,83.0,紅磡崇志街20號地下,$201-400,港式,海鮮,(92 食評),4722,
龍門冰室 Lung Mun Cafe,65.0,紅磡寶其利街47號銳光中心地下,$50以下,港式,茶餐廳/冰室,(86 食評),663,
雞翼山 Chicken Wings Mountain,59.0,紅磡黃埔德民街29號黃埔新村德民大廈地下F3號舖,$51-100,港式,小食店,(62 食評),1808,
紅磡冰室 Hunghom Cafe,42.0,紅磡明安街25號地舖,$51-100,港式,茶餐廳/冰室,(79 食評),1385,
媽咪雞蛋仔 Mammy Pancake,63.0,紅磡民泰街36號地下K1B舖,$50以下,港式,小食店,(98 食評),2137,
老坑火鍋 Old Man Hot Pot,138.0,紅磡曲街25-31號後巷,$201-400,港式,火鍋,(178 食評),7596,
林記小食,48.0,紅磡差館里 21 號,$50以下,港式,小食店,(75 食評),3427,
蒙麵,20.0,紅磡差館里9-15號協輝大廈地下1號舖,$50以下,車仔麵,港式,(36 食評),1840,
燒烤堂 Will's Skewer Kitchen,26.0,紅磡德民街29號德民大廈地下J2號舖,$101-200,港式,串燒,(30 食評),1497,
新澳咖啡餐室 New O Restaurant,18.0,紅磡民泰街53-73號地下F1號舖,$50以下,港式,茶餐廳/冰室,(48 食評),945,
生記茶餐廳,105.0,紅磡老龍坑街13號地下,$50以下,港式,粥品,(146 食評),7361,
快食館 Thirty Meal,20.0,紅磡黃埔街24號地下,$50以下,港式,快餐店,(28 食評),1988,
大堂茶座 Lobby Lounge,15.0,紅磡紅鸞道38號香港嘉里酒店1樓,$101-200,港式,咖啡店,(29 食評),1132,下午茶餐85折
時新漢堡飽 Sze Sun Hamburger,17.0,紅磡黃埔新天地家居庭(第12期)地下G22-G23號舖,$50以下,港式,漢堡包,(62 食評),2186,
潤一潤甜品屋,40.0,紅磡湖光街1-7號聯成大廈地下10F號舖,$50以下,港式,甜品/糖水,(70 食評),1298,
源味甜品小食 Yuen Mei Dessert,19.0,紅磡湖光街1-7號聯成大廈地下3號舖,$50以下,港式,甜品/糖水,(26 食評),708,
兩合海鮮火鍋飯店,34.0,紅磡市政大廈2樓,$101-200,港式,火鍋,(54 食評),1821,
糖蓮子 Sweet Tooth,31.0,紅磡蕪湖街68號光明閣地下D舖,$50以下,港式,麵包店,(51 食評),1403,
一品雞煲火鍋 The Great Restaurant,24.0,紅磡民泰街35號地下,$101-200,港式,火鍋,(66 食評),2866,
紅磡冰室 Hunghom Cafe,13.0,紅磡民泰街8-10號地舖,$51-100,港式,茶餐廳/冰室,(26 食評),458,
富粥 Full of Congee,10.0,紅磡黃埔德民街29號H2號鋪,$50以下,港式,粥品,(20 食評),943,
正月十五 Zheng Dessert,41.0,紅磡必嘉街92-112號紅磡灣中心地舖9B號舖,$50以下,港式,甜品/糖水,(74 食評),1919,
紅糖 Hung Tong,8.0,紅磡紅鸞道38號香港嘉里酒店7樓,$401-800,港式,中菜館,(21 食評),1523,午市及晚市8折（星期一至四）
Express 冰室 Catering,16.0,紅磡民泰街6A號黃埔新邨2期地下,$50以下,港式,茶餐廳/冰室,(31 食評),946,
榮發粉麵專家 Wing Fat Noodle,33.0,紅磡必嘉街88號,$50以下,港式,粉麵/米線,(47 食評),415,
小魚滋味 Delicious Kitchen,39.0,紅磡都會道6-10號置富都會7樓747-748號舖,$51-100,港式,港式,(110 食評),513,
康和閣酒家 Hong Wo Kok Restaurant,8.0,紅磡黃埔新天地百寶坊(第3期)地下25號舖,$101-200,港式,海鮮,(13 食評),742,
雞煲皇 Chicken King,7.0,紅磡蕪湖街123號地下A舖,$51-100,港式,火鍋,(16 食評),1330,
亞玉豆腐花,8.0,紅磡船澳街99號遠富樓地下B舖,$50以下,港式,甜品/糖水,(21 食評),324,
寶城美食店 Treasure City Snack Bar,10.0,紅磡馬頭圍道37號紅磡廣場地庫2-3號,$50以下,港式,港式,(16 食評),667,
MX,18.0,紅磡黃埔新天地奇妙坊(第1期)地下18號舖,$50以下,港式,快餐店,(26 食評),207,
富華餐廳小廚 Fu Wah Cafe,10.0,紅磡湖光街1-7號聯成大廈龍圖閣地下1至2號舖,$50以下,港式,粉麵/米線,(20 食評),192,
摩豆 Modos,7.0,紅磡德民街29號德民大廈地下B1舖,$50以下,港式,小食店,(15 食評),235,
陳記魚蛋,23.0,紅磡黃埔新邨德民街,$50以下,港式,小食店,(32 食評),428,
文康食堂 (學生飯堂II) Communal Dining Hall (Student Canteen II),8.0,紅磡香港理工大學文康大樓3樓,$50以下,港式,麵包店,(23 食評),97,
功夫點心 Kung Fu Dim Sum,6.0,紅磡黃埔新邨民泰街40號安華樓地下1E及1F號舖,$50以下,港式,點心,(17 食評),198,
祥榮餐廳 Cheung Wing Restaurant,43.0,"紅磡黃埔新天地奇妙坊(第1期)地下G7A-B,D號舖",$51-100,港式,西餐廳,(97 食評),340,
一品流芳,9.0,紅磡黃埔新天地百合苑商場(第9期) 地下九號水產23-26號舖,$51-100,港式,粉麵/米線,(12 食評),196,
華園美食,7.0,紅磡黃埔新村德民街31號地舖,$50以下,港式,港式,(20 食評),166,
民康小食 Man Hong,4.0,紅磡馬頭圍道27號K地下,$50以下,港式,快餐店,(10 食評),42,
張榮記蝦子麵廠,7.0,紅磡差館里3-5號金安大廈地下,$50以下,港式,粉麵/米線,(7 食評),641,
一豆花,7.0,紅磡船澳街99號地舖,$50以下,港式,甜品/糖水,(20 食評),237,
東門冰室 Tong Mun Ice Cafe,19.0,紅磡曲街 16 號地下,$50以下,港式,茶餐廳/冰室,(28 食評),728,
車仔麵綱記,11.0,紅磡新柳街1號榮林大廈地下,$50以下,車仔麵,港式,(14 食評),173,
新加坡南香風味館,3.0,紅磡都會道6-10號置富都會8樓美食廣場FC13號舖,$51-100,港式,Food Court,(9 食評),113,
翠華餐廳 Tsui Wah Restaurant,5.0,紅磡黃埔新天地奇妙坊(第1期)地下2B號舖,$51-100,港式,無肉餐單,(16 食評),309,
茶樓 Student Restaurant,7.0,紅磡香港理工大學文康大樓4樓,$50以下,港式,點心,(12 食評),132,
同樂素食 Go Happy Veggie,4.0,紅磡都會道6-10號置富都會8樓17號舖,$50以下,港式,素食,(7 食評),142,
金牌牛什,4.0,紅磡蕪湖街 58 號金達閣地下 6 號舖,$50以下,港式,串燒,(10 食評),400,
華姐清湯腩 Sister Wah Beef Brisket,4.0,紅磡紅鸞道38號香港嘉里酒店1樓百味村5A號舖,$51-100,港式,粉麵/米線,(8 食評),330,
中華小廚,4.0,紅磡黃埔新天地百合苑商場(第9期)地下12號舖,$50以下,港式,茶餐廳/冰室,(12 食評),126,
永明粥店,11.0,紅磡湖光街1-7號聯成大廈地下18A號舖,$50以下,港式,粥品,(21 食評),392,
章記香港仔魚蛋王,5.0,紅磡馬頭圍道168號地下,$50以下,港式,粉麵/米線,(13 食評),48,
湯加 Soup Plus,4.0,紅磡黃埔新天地美食坊(第8期)1樓112號舖,$51-100,港式,湯品,(6 食評),116,
粤燒越串 Hung Hom BBQ,3.0,紅磡黃埔街32號地舖,$51-100,港式,粉麵/米線,(6 食評),301,
太興 Tai Hing,16.0,紅磡黃埔新天地美食坊(第8期)1樓108-109號舖,$51-100,港式,燒臘,(41 食評),297,
豬仔糖水,12.0,紅磡黃埔新村民兆街8號地下,$50以下,港式,甜品/糖水,(49 食評),331,
名門冰室,3.0,紅磡馬頭圍道23-24號隆基大厦地下29H號舖,$50以下,港式,茶餐廳/冰室,(7 食評),41,
皇城餐廳小廚,3.0,紅磡祟志街20-30號明華閣地下B舖,$50以下,港式,麵包店,(7 食評),63,
大家樂 Café de Coral,8.0,紅磡馬頭圍道47-49號寶怡大廈地下及1樓,$50以下,港式,無肉餐單,(19 食評),46,2018 Party 100美食9折
一粥麵 Super Super Congee & Noodle,2.0,紅磡黃埔新天地家居庭(第12期)地下1A號舖,$50以下,港式,粉麵/米線,(4 食評),98,
大發餐廳,2.0,紅磡民裕街27號地下,$50以下,港式,茶餐廳/冰室,(8 食評),14,
露天冰室,2.0,紅磡必嘉街必嘉圍9號,$50以下,港式,茶餐廳/冰室,(5 食評),39,
金源燒腊茶餐廳,11.0,紅磡黃埔街20號地下,$50以下,港式,燒臘,(21 食評),315,
美味佳外賣專門店,1.0,紅磡寶其利街53號寶利閣地下1號舖,$50以下,港式,串燒,(2 食評),226,
魚米 YUMAI Noodles Restaurant,3.0,紅磡黃埔新天地奇妙坊(第1期)地下G6B號舖,$50以下,港式,粉麵/米線,(13 食評),55,
興隆車仔麵 Hing Lung Noodles Shop,16.0,紅磡都會道6-10號置富都會8樓美食廣場FC20號舖,$50以下,車仔麵,港式,(40 食評),193,
許留山 Hui Lau Shan,5.0,紅磡黃埔新天地美食坊(第8期)地下1號舖,$50以下,港式,甜品/糖水,(10 食評),69,
唐人坊 Tong Yan Fong,18.0,紅磡崇潔街43-45號地下,$50以下,港式,茶餐廳/冰室,(40 食評),657,
壹壹冰室 YatYat cafe,2.0,紅磡崇潔街28號地下,$50以下,港式,茶餐廳/冰室,(4 食評),34,
幸福小廚 Fortune  Kitchen,3.0,紅磡黃埔新邨民泰街18號地下,$51-100,港式,茶餐廳/冰室,(10 食評),89,
尖仔記麵食 Jian Zi Ji,2.0,紅磡崇潔街38號地舖,$50以下,車仔麵,港式,(3 食評),21,
328美食,12.0,紅磡明安街2號J3舖,$50以下,港式,港式,(18 食評),202,
佛緣軒素食 Amitabha Vegetarian Restaurant,3.0,紅磡差館里41-43號地下,$51-100,港式,素食,(6 食評),209,
明德豬腳薑,2.0,紅磡民泰街34號地下K1舖,$50以下,港式,小食店,(3 食評),321,
超記美食館,2.0,紅磡馬頭圍道37-39號紅磡廣場地面13號舖,$50以下,港式,小食店,(3 食評),10,
香港仔鱼蛋河新時代,2.0,紅磡蕪湖街99號地舖,$51-100,港式,雲吞/餃子,(4 食評),20,
張仔美食,2.0,紅磡明安街29號A地舖,$50以下,港式,小食店,(3 食評),31,
富大燒味茶餐廳 Fu Da Cafe,8.0,紅磡馬頭圍道37-39號紅磡廣場地下G1-3舖,$50以下,港式,茶餐廳/冰室,(15 食評),31,
老爹火鍋料理,1.0,紅磡黃埔新天地百合苑商場(第9期) 地下九號水產8號舖,$201-400,港式,火鍋,(1 食評),102,
洽興牛什粥麵店,8.0,紅磡必嘉街86號地下,$50以下,港式,粉麵/米線,(15 食評),90,
鉦豆啡 Mini Cafe,3.0,紅磡馬頭圍道88號海青閣地下D號舖,$51-100,港式,All Day Breakfast,(6 食評),54,
麥記廚房 Mak's Kitchen,5.0,紅磡寶其利街73號地下A舖,$50以下,港式,茶餐廳/冰室,(15 食評),127,
章記香港仔魚蛋王,4.0,紅磡民裕街15號地下,$50以下,港式,粉麵/米線,(33 食評),32,
聖安娜餅屋 Saint Honore Cake Shop,1.0,紅磡都會道6-10號置富都會7樓713號舖,$50以下,港式,麵包店,(1 食評),16,
郵票咖啡店 STAMP CAFE,5.0,紅磡馬頭圍道23-35號隆基大樓,$50以下,港式,咖啡店,(13 食評),96,
生發魚蛋粉 Sun Fat Restaurant,2.0,紅磡明安街17號B103號地舖,$50以下,港式,粉麵/米線,(6 食評),61,
魚米 Yu Mai,3.0,紅磡都會道6-10號置富都會7樓743-744號舖,$51-100,港式,粉麵/米線,(8 食評),56,
永勝茶餐廳,2.0,紅磡必嘉街95號地下,$50以下,港式,茶餐廳/冰室,(5 食評),77,
SSHKB1963,1.0,紅磡蕪湖街83號逸酒店地下2A-2B號舖,$50以下,港式,漢堡包,(4 食評),213,
富華燒臘飯店 Fu Wah Restaurant,3.0,紅磡馬頭圍道37-39號紅磡廣場地下,$50以下,港式,燒臘,(12 食評),38,
大家樂 Café de Coral,4.0,紅磡黃埔新天地奇妙坊(第1期)地下G15-6號舖,$50以下,港式,無肉餐單,(12 食評),54,2018 Party 100美食9折
家福美食,3.0,紅磡蕪湖街58號,$50以下,車仔麵,港式,(5 食評),47,
浩林七串 Ho Lun 7 Tsuen,2.0,紅磡崇潔街47號地舖,$101-200,港式,串燒,(4 食評),175,
怡心粥店,2.0,紅磡必嘉街100號地下,$50以下,港式,粥品,(5 食評),28,
長洲愛群珍正糯米糍 CC Mochi,1.0,紅磡馬頭圍道180號福興樓地舖,$50以下,港式,甜品/糖水,(2 食評),41,
平記咖啡冰室,16.0,紅磡蕪湖街78號地下,$50以下,港式,茶餐廳/冰室,(33 食評),214,
燒味站 BBQ House,3.0,紅磡港鐵紅磡站HUH R2號舖,$50以下,港式,燒臘,(6 食評),41,
開心美食,1.0,紅磡馬頭圍道27號地下M-N號舖,$50以下,港式,小食店,(2 食評),2,
理大茶室 Staff Canteen,3.0,紅磡香港理工大學邵逸夫樓地下,$50以下,港式,粉麵/米線,(4 食評),54,
叙昇泰餐廳 Fusion Court,1.0,紅磡馬頭圍道46-48號家維邨家維商場LG層6號舖,$50以下,港式,茶餐廳/冰室,(2 食評),20,
喜喜麵館,2.0,紅磡崇潔街26號地舖,$50以下,車仔麵,港式,(5 食評),20,
心粥館 Congee House,2.0,紅磡都會道6-10號置富都會7樓743-744號舖,$50以下,港式,粉麵/米線,(13 食評),131,
泰昌餅家 Tai Cheong Bakery,3.0,紅磡寶來街37-39號紅磡灣中心地面17號舖,$50以下,港式,麵包店,(6 食評),162,
金寶茶餐廳,2.0,紅磡寶其利街28號寶源大廈地下16號舖,$50以下,港式,茶餐廳/冰室,(3 食評),18,
大家樂 Café de Coral,13.0,紅磡黃埔新天地百合苑商場(第9期)地下11G號舖,$50以下,港式,無肉餐單,(27 食評),104,2018 Party 100美食9折
勝利美食,1.0,紅磡德民街29號德民大廈地下A2舖,$50以下,港式,小食店,(3 食評),54,
奇華餅家 Kee Wah Bakery,2.0,紅磡黃埔新天地聚寶坊(第11期)地下G3D號舖,$50以下,港式,麵包店,(5 食評),43,
寶營素食店 Treasure Health Veggie,1.0,紅磡蕪湖街83號逸酒店地下5A號舖,$50以下,港式,素食,(1 食評),9,
新祥益餅店,2.0,紅磡民裕街29號地下,$50以下,港式,麵包店,(5 食評),80,
皇后飯堂 Queen House,1.0,紅磡庇利街23號碧麗花園地下1號舖,$50以下,港式,粉麵/米線,(1 食評),14,
匯達食品公司,5.0,紅磡黃埔街16號,$50以下,港式,甜品/糖水,(9 食評),79,
民裕快餐,1.0,紅磡民裕街31號地鋪,$50以下,港式,港式,(3 食評),11,
東棧燒臘,2.0,紅磡差館里21-27號富業大廈4號舖地下,$50以下,港式,燒臘,(4 食評),33,
橋鍋居 四季火鍋串燒專門店,1.0,紅磡崇潔街71號崇仁樓地舖,$101-200,港式,火鍋,(4 食評),65,
翠河餐廳 Green River Restaurant,2.0,紅磡黃埔新天地百寶坊(第3期)地下G30-31號舖,$51-100,港式,茶餐廳/冰室,(11 食評),86,
君蘭餅店 Orchid Padaria,,紅磡港鐵紅磡站HUHW1號舖 (近D出口),$50以下,港式,麵包店,(2 食評),22,
金源燒腊茶餐廳,1.0,紅磡黃埔街24號地下,$50以下,港式,燒臘,(5 食評),53,
海景廊/海景餐廳 V King Lounge/V King Restaurant,9.0,紅磡紅磡碼頭地下K2&K6舖,$50以下,港式,酒吧,(15 食評),229,
皇子餐廳 Little Prince Restaurant,1.0,紅磡民樂街21號富高工業中心B座地下6號舖,$50以下,港式,茶餐廳/冰室,(1 食評),28,
聯發茶餐廳 Luen Fat Restaurant,1.0,紅磡曲街 39 號地下,$50以下,港式,茶餐廳/冰室,(3 食評),107,
奇華餅家 Kee Wah Bakery,1.0,紅磡蕪湖街83號逸‧酒店地下3號舖,$50以下,港式,麵包店,(1 食評),16,
潮豐魚蛋牛腩粉麵茶餐廳,1.0,紅磡馬頭圍道99號地下,$50以下,港式,粉麵/米線,(1 食評),7,
點一龍 Dim Sum Bar,3.0,紅磡港鐵紅磡站食東西HUH R2號舖,$51-100,港式,點心,(6 食評),113,
金沙小廚,2.0,紅磡崇潔街12號地舖,$51-100,港式,中菜館,(3 食評),71,
錦記粥粉麵飯 Kum Kee Restaurant,1.0,紅磡曲街37號地下,$50以下,港式,粉麵/米線,(1 食評),45,
波士頓快餐店,2.0,紅磡漆咸道436-450號富運大廈地庫,$50以下,港式,快餐店,(5 食評),116,
逸棧,2.0,紅磡海逸道8號海逸坊地下低層10號舖,$51-100,港式,燒臘,(3 食評),27,
美心西餅 Maxim's Cake Shop,14.0,紅磡德民街2-34號4A及4B號舖,$50以下,港式,麵包店,(21 食評),57,
蘭姐美食館,1.0,紅磡崇潔街33號地舖,$101-200,港式,火鍋,(1 食評),9,
高山金峰閣,,紅磡漆咸道北393號高發大廈地舖,$51-100,港式,中菜館,(1 食評),50,
燒味海南雞,,紅磡黃埔新天地第5及6期AEON Style B1樓,$51-100,港式,燒臘,(2 食評),18,
海馬快餐店,1.0,紅磡德民街27號地下B號舖,$50以下,港式,快餐店,(4 食評),68,
寶貝星餅店 Baby Star Bread & Cake Shop,,紅磡機利士南路63號地下A舖,$50以下,港式,麵包店,(5 食評),24,
知味燒臘茶餐廳,2.0,紅磡鶴園街4號地舖,$50以下,港式,燒臘,(2 食評),9,
隨緣坊餐廳,1.0,紅磡崇潔街42號地舖,$50以下,港式,茶餐廳/冰室,(2 食評),16,
萬利來快餐 Man Lei Loi Fast Food,,紅磡馬頭圍道37-39號紅磡廣場G7-9,$50以下,港式,茶餐廳/冰室,(17 食評),50,
龍記牛什粉麵,,紅磡蕪湖街153號地舖,$50以下,港式,粉麵/米線,(5 食評),26,
興記茶餐廳,,紅磡馬頭圍道隆基大樓地下29M舖,$50以下,港式,茶餐廳/冰室,(1 食評),12,
錦成牛什粉麵茶餐廳,,紅磡機利士南路21號地舖,$51-100,港式,粉麵/米線,(1 食評),14,
美心西餅 Maxim's Cake Shop,,紅磡馬頭圍道37-39號紅磡商業中心地下38號舖,$50以下,港式,麵包店,(4 食評),8,
美心西餅,,紅磡港鐵黃埔站1號舖,$50以下,港式,麵包店,(1 食評),16,
Cafe de Thunder,1.0,紅磡黃埔新天地美食坊(第8期)地庫1樓,$50以下,港式,港式,(3 食評),13,
檸檬樹 Lemon Tree,3.0,紅磡民裕街23號地舖,$50以下,港式,咖喱,(4 食評),30,
Baker's Choice,19.0,紅磡黃埔新天地家居庭(第12期)地庫1層2B,$51-100,港式,麵包店,(30 食評),79,
泰昌餅家 Tai Cheong Bakery,1.0,紅磡港鐵紅磡站城際直通車離境大堂,$50以下,港式,麵包店,(1 食評),58,
英發茶餐廳,4.0,紅磡馬頭圍道29號地下37-51號舖,$50以下,港式,茶餐廳/冰室,(14 食評),35,
美心西餅 Maxim's Cake Shop,1.0,紅磡黃埔新天地時尚坊(第2期)地下9號舖,$50以下,港式,麵包店,(2 食評),35,
莉莎餐廳,,紅磡庇利街23號地下4號舖,$50以下,港式,茶餐廳/冰室,(1 食評),19,
飽餅皇 Bakery King,4.0,紅磡德民街36號C地下,$50以下,港式,麵包店,(5 食評),31,
檀香山茶餐廳 Honolulu Restaurant,12.0,紅磡寶其利街81號大利大廈,$50以下,港式,茶餐廳/冰室,(29 食評),161,
大家樂 Cafe de Coral,1.0,紅磡海逸道8號海逸坊地下低層LG07-LG08及LG11-LG15號舖,$50以下,港式,無肉餐單,(3 食評),22,2018 Party 100美食9折
金瑛快餐店,,紅磡漆咸道436-450號富運大廈B座8號地舖,$50以下,港式,茶餐廳/冰室,(1 食評),13,
德昌小食店 Tak Cheong Fastfood,2.0,紅磡差館里 33 號,$50以下,港式,小食店,(3 食評),26,
粟米屋,1.0,紅磡馬頭圍道37-39號紅磡廣場23C號舖地下,$50以下,港式,小食店,(2 食評),26,
良記粥麵,1.0,紅磡曲街33號,$50以下,港式,粉麵/米線,(2 食評),28,
如記,2.0,紅磡紅磡市政大樓熟食中心13-14舖,$51-100,港式,熟食中心,(4 食評),15,
街坊吧,1.0,紅磡德民街27號D2號舖,$51-100,港式,酒,(1 食評),13,
大快活 Fairwood,9.0,紅磡馬頭圍道48號家維邨家興樓地庫1層2-4號舖,$50以下,港式,快餐店,(24 食評),38,
友來餐廳 Yau Loy Restaurant,,紅磡寳其利街2A - 2H號黃埔唐樓A座地下2B-2C舖,$50以下,港式,茶餐廳/冰室,(5 食評),30,
琪琪海鮮泡飯專門店,,紅磡民裕街17號地下,$51-100,港式,粉麵/米線,,6,
銀浠包餅店 Silver Rare Bakery,1.0,紅磡鶴園街2G號恆豐工業大廈地下2號舖,$50以下,港式,麵包店,(2 食評),18,
以勒餐廳  God Provides Restaurant,1.0,紅磡馬頭圍道23號隆基大廈29L號,$50以下,港式,快餐店,(1 食評),9,
小蔥明,,紅磡崇志街崇禮樓後座地下,$50以下,港式,茶餐廳/冰室,(1 食評),8,
源都冰室,6.0,紅磡高山道2號B地下,$50以下,港式,茶餐廳/冰室,(12 食評),94,
潘少爺,,紅磡黃埔新邨德民街29號德民大廈地下,$50以下,港式,小食店,(1 食評),5,
東煮友喜 Happy Chefs Happy Friends,,紅磡崇潔街73號地舖,$101-200,港式,火鍋,,9,
土炮懷舊特飲,,紅磡德民街29號德民大廈地下C3號舖,$50以下,港式,小食店,,33,
大快活 Fairwood,2.0,紅磡黃埔新天地百寶坊(第3期)地下3及4號舖,$50以下,港式,快餐店,(3 食評),54,
友聯發燒爉小廚茶餐廳,4.0,紅磡蕪湖街42號地舖,$50以下,港式,燒臘,(10 食評),60,
味一燒,,紅磡民泰街108商場地下1號舖,$50以下,港式,串燒,(1 食評),33,
雙式冰室 S.D.CAFE,,紅磡海逸道8號漁人碼頭商場地下38號舖,$51-100,港式,茶餐廳/冰室,,25,
永發海鮮飯店,3.0,紅磡市政大廈2樓熟食中心16號舖,$50以下,港式,海鮮,(10 食評),57,
家家樂小廚茶餐廳,,紅磡崇潔街101-103號地下,$50以下,港式,茶餐廳/冰室,(1 食評),24,
小果籽,,紅磡崇潔街40號地舖,$50以下,港式,快餐店,(2 食評),67,
百好美膳坊,,紅磡馬頭圍道21號義達工業大廈地下C3號舖,$50以下,車仔麵,港式,,18,
健康工房 - 五季甜悅 HealthWorks,,紅磡德安街7號黃埔花園第5期地庫1樓AEON STYLE B10-B11號舖,$51-100,港式,涼茶/龜苓膏,,5,
旦旦魚肉,,紅磡差館里9號地下8號舗,$50以下,港式,港式,,16,
嘉美餐廳,,紅磡寶其利街165號地舖,$50以下,港式,茶餐廳/冰室,(1 食評),4,
紅村,,紅磡差館里19A號地下E號舖,$50以下,港式,小食店,,7,
聚園餐廳,1.0,紅磡崇潔街17-19號地舖,$50以下,港式,茶餐廳/冰室,(2 食評),26,
龍山冰室 Lung San Cafe,5.0,紅磡老龍坑街9至13號地舖,$50以下,港式,咖啡店,(10 食評),48,
北海道牧場餐廳 Hokkaido Dairy Farm Restaurant,9.0,紅磡港鐵紅磡站離境大堂層美食廣場,$50以下,港式,茶餐廳/冰室,(14 食評),121,
吉串泡泡 Gotsome Fry,,紅磡寶其利街2A-2H號黃埔唐樓地下A101號舖,$50以下,車仔麵,港式,,10,
飽芝味麵飽店,,"紅磡差館里19A號地下B,C,D舖",$50以下,港式,麵包店,,2,
善福堂涼茶,,紅磡大沽街,$50以下,港式,港式,,0,
OK便利店 Hot & In 美食吧 Circle K Hot & In Steam Station,,紅磡愛景街8號海濱南岸商場1樓3A號舖,$50以下,港式,小食店,,3,
周佳食 Snack Everywhere,,紅磡蕪湖街58號金達閣地下11號舖,$50以下,港式,小食店,,11,
紅車厘麵包西餅 Red Cherry Bakery,,紅磡蕪湖街56號紅磡大廈地下A號舖,$50以下,港式,麵包店,(2 食評),16,
