place,mag,time
Taiwan,0,1222760898930
Taiwan region,0,1222667417910
Taiwan,0,1222555872640
Taiwan,4.1,1222378049800
Taiwan,4.3,1222327532630
Taiwan,4.2,1222196251490
Taiwan region,0,1222117262720
Taiwan,3.9,1221604073270
Taiwan,0,1221414349540
Taiwan,3.8,1221274716950
Taiwan,0,1221038396500
Taiwan,0,1220940820950
Taiwan,4.7,1220862698030
Taiwan,4.1,1220742034790
Taiwan,4.1,1220430019790
Taiwan region,0,1220370693260
Taiwan,0,1220206927710
Taiwan region,4.2,1220179542120
Taiwan,0,1220171647820
Taiwan,0,1219894242710
Taiwan,4.3,1219869252170
Taiwan,0,1219842493830
Taiwan,4.4,1219772876030
Taiwan region,3.5,1219439441710
Taiwan region,0,1219408459620
Taiwan,4.1,1219373756680
Taiwan region,3.5,1219209039880
Taiwan region,0,1219156405710
Taiwan,0,1219145218020
Taiwan,4,1219062775220
Taiwan,4.1,1218994675080
Taiwan,0,1218933284190
Taiwan,3.6,1218806758180
Taiwan,0,1218782305540
Taiwan,0,1218756268970
Taiwan,4.2,1218569011750
Taiwan,3.5,1218529948190
Taiwan,4.2,1218511691500
Taiwan,4.9,1217616947220
Taiwan region,0,1217549607300
Taiwan,0,1217540502350
Taiwan,0,1217538549690
Taiwan,4,1217538115100
Taiwan region,3.2,1217413632460
Taiwan,4.2,1217105482050
Taiwan,4.4,1217103309850
Taiwan,0,1216868417400
Taiwan,0,1216853010040
Taiwan,0,1216852060090
Taiwan,4.2,1216823936110
Taiwan,0,1216735907470
Taiwan,0,1216735412450
Taiwan region,4.1,1216321029200
Taiwan region,3.8,1216093999810
Taiwan,0,1215848147400
Taiwan,4.6,1215843105840
Taiwan,4.3,1215839910250
Taiwan,0,1215819708120
Taiwan,3,1215610223100
Taiwan region,4.2,1215101673050
Taiwan,0,1215100274940
Taiwan,0,1215054577260
Taiwan,4.5,1215043537900
Taiwan,0,1215006964430
Taiwan,0,1214978793100
Taiwan region,0,1214664901190
Taiwan,0,1214213169250
Taiwan region,3.1,1214207321010
Taiwan,4.2,1214128506740
Taiwan region,3.8,1214089831330
Taiwan region,4.2,1214086757630
Taiwan region,3.6,1214033378290
Taiwan,0,1213991545220
Taiwan,0,1213985980410
Taiwan region,3.3,1213923822920
Taiwan,0,1213858416700
Taiwan,4.1,1213801030610
Taiwan,3.4,1213639709100
Taiwan,4.7,1213528554960
Taiwan,3.1,1213494430150
Taiwan,4.7,1213486165700
Taiwan,4.1,1213309683200
Taiwan region,4.8,1213158819130
Taiwan,0,1213136328750
Taiwan,4.3,1213058053800
Taiwan region,0,1212992972310
Taiwan,0,1212839990880
Taiwan,0,1212785632790
Taiwan,3.1,1212735409990
Taiwan,3,1212658236170
Taiwan,0,1212501672220
Taiwan,0,1212470024630
Taiwan,3,1212450433200
Taiwan,3.8,1212413112650
Taiwan,0,1212394690400
Taiwan,0,1212380632370
Taiwan,5.3,1212339563800
Taiwan,3,1212231912260
Taiwan,3.1,1211970678600
Taiwan,0,1211694261580
Taiwan,0,1211621013720
Taiwan,0,1211471469220
Taiwan,0,1211372372980
Taiwan region,0,1211165634780
Taiwan,0,1211159731280
Taiwan,0,1211024985790
Taiwan,4.1,1210883354940
Taiwan,0,1210829864020
Taiwan region,5.2,1210703276780
Taiwan,3.7,1210685274590
Taiwan,3,1210669665830
Taiwan,0,1210579733980
Taiwan,0,1210549267140
Taiwan region,0,1210474655270
Taiwan,3.5,1210453892250
Taiwan,0,1210386964600
Taiwan,0,1210348972480
Taiwan,0,1210315366990
Taiwan,0,1210257518470
Taiwan,3.1,1210218085390
Taiwan,3.3,1210157582220
Taiwan,0,1210030868530
Taiwan,0,1209925773160
Taiwan,0,1209905899280
Taiwan region,0,1209869875910
Taiwan,4.5,1209820630310
Taiwan,0,1209804408190
Taiwan,0,1209638497790
Taiwan region,3.3,1209533736720
Taiwan region,0,1209460402510
Taiwan region,0,1209383727420
Taiwan region,4.7,1209362379020
Taiwan,4.2,1209339084200
Taiwan region,4.1,1209291755440
Taiwan,0,1209239958170
Taiwan region,3.8,1209220414250
Taiwan region,3.6,1209206275470
Taiwan region,4.1,1209195847810
Taiwan region,3.8,1209186641760
Taiwan,3.7,1209149768800
Taiwan region,0,1209112530500
Taiwan region,3.8,1209110900850
Taiwan region,4.4,1209105935780
Taiwan region,3.1,1209072813010
Taiwan region,3,1209072383820
Taiwan,3.6,1209060879120
Taiwan region,0,1209038281210
Taiwan region,0,1209037646410
Taiwan region,0,1209012653950
Taiwan region,3.1,1209003490180
Taiwan region,3.5,1209003096650
Taiwan,0,1209000854400
Taiwan region,3.7,1208999042780
Taiwan region,4.5,1208994826270
Taiwan region,4.1,1208993118510
Taiwan region,0,1208991956390
Taiwan region,0,1208991760550
Taiwan region,0,1208989403560
Taiwan region,5,1208988552390
Taiwan region,5.1,1208988255400
Taiwan region,0,1208986868820
Taiwan region,0,1208986318660
Taiwan region,0,1208985009330
Taiwan region,4.5,1208982087580
Taiwan region,3.7,1208981447000
Taiwan region,3.7,1208979230860
Taiwan region,3.7,1208976770230
Taiwan region,6,1208975321880
Taiwan,3.4,1208932747060
Taiwan,0,1208932604000
Taiwan,4.7,1208931880980
Taiwan,0,1208611042490
Taiwan region,0,1208222393410
Taiwan region,4,1208200151290
Taiwan region,4,1208188075940
Taiwan region,5,1208187583980
Taiwan,4.3,1208102527700
Taiwan region,0,1208083460900
Taiwan,4.5,1207995018440
Taiwan,0,1207551935370
Taiwan region,3.9,1207343965450
Taiwan,0,1207327676210
Taiwan,4,1205906006520
Taiwan,0,1205878862640
Taiwan,3.1,1205667893310
Taiwan,0,1205537751940
Taiwan,2.7,1205303533660
Taiwan,0,1205276959890
Taiwan,0,1205128918860
Taiwan,3.2,1205120922380
Taiwan region,0,1204986090510
Taiwan region,4,1204746020630
Taiwan,0,1204699899970
Taiwan,4.2,1204670552810
Taiwan,5.2,1204651906760
Taiwan,0,1204650816210
Taiwan,4.4,1204635398160
Taiwan,4.2,1204583116600
Taiwan,4,1204424825700
Taiwan,4.3,1203790452920
Taiwan,4.4,1203639725510
Taiwan,0,1203566323680
Taiwan,0,1203494144030
Taiwan,0,1203284088870
Taiwan,0,1203281670920
Taiwan,0,1203281273580
Taiwan,5.4,1203280383100
Taiwan,0,1203174154610
Taiwan,4,1203145952110
Taiwan,0,1203066111300
Taiwan,3.7,1202881621660
Taiwan,0,1202798035040
Taiwan,0,1202723039000
Taiwan,0,1202565123410
Taiwan region,4.2,1202277458100
Taiwan region,3.9,1202231206480
Taiwan,4,1202222717900
Taiwan,0,1202115559830
Taiwan,0,1202076617980
Taiwan,0,1201964024030
Taiwan,0,1201963474250
Taiwan,0,1201933723820
Taiwan,0,1201719827690
Taiwan,4.1,1201631617530
Taiwan region,3.8,1201279088250
Taiwan,4,1201115661830
Taiwan region,4,1201004688940
Taiwan region,3.8,1200856353060
Taiwan,4,1200625247810
Taiwan region,3.1,1200606953740
Taiwan,0,1200370436750
Taiwan region,4,1200211052210
Taiwan,0,1200185777640
Taiwan,0,1200183128070
Taiwan region,0,1200121421060
Taiwan region,4.5,1199798795530
Taiwan,0,1199364821410
Taiwan,3.1,1198964896470
Taiwan,4,1198950433800
Taiwan,4.1,1198522116280
Taiwan region,0,1198441980520
Taiwan,4.7,1198410622470
Taiwan,4,1198375964010
Taiwan,3.4,1198254088550
Taiwan,0,1198179533730
Taiwan,0,1198018705400
Taiwan,0,1197398624660
Taiwan,4.5,1197132718290
Taiwan region,3.2,1197105791880
Taiwan,4.2,1196950527540
Taiwan,4.4,1196852591530
Taiwan region,5,1196818900890
Taiwan,0,1196774951340
Taiwan region,3.7,1196546787600
Taiwan region,4.3,1196287793400
Taiwan region,4.6,1196283914300
Taiwan,4.4,1195976312300
Taiwan region,4.6,1195794023100
Taiwan,3.9,1195506142400
Taiwan,4.2,1195091428660
Taiwan,4.5,1194863082500
Taiwan,4.1,1194250044390
Taiwan,3.6,1193590750220
Taiwan region,3.9,1192996662830
Taiwan,4.5,1192803918920
Taiwan,5,1192632000470
Taiwan,4.6,1192071901890
Taiwan,4.1,1191800757000
Taiwan,4.2,1190442423750
Taiwan,4.3,1188908191420
Taiwan region,3.7,1188406186520
Taiwan region,4.4,1188244136080
Taiwan region,4.5,1188060215330
Taiwan,3.8,1187940726620
Taiwan region,0,1187160761300
Taiwan region,4.2,1186767962800
Taiwan region,5.3,1186620952300
Taiwan region,4.1,1185668983530
Taiwan,0,1185615465210
Taiwan region,0,1185456103720
Taiwan,5.2,1185198002160
Taiwan,3.9,1184712147350
Taiwan,4.7,1184629372700
Taiwan,4.4,1184273653300
Taiwan region,3.5,1183324906540
Taiwan,4.5,1181939353710
Taiwan region,3.9,1180669882240
Taiwan region,4.1,1180238723360
Taiwan region,3.7,1180216954660
Taiwan,3,1180102164710
Taiwan,3.8,1178992210440
Taiwan region,0,1178874638610
Taiwan,4.3,1177756791320
Taiwan,4.3,1177521112550
Taiwan region,0,1177189843560
Taiwan,0,1176715148830
Taiwan,3.7,1176010590700
Taiwan,0,1175309106510
Taiwan,4.4,1175260904760
Taiwan,3.6,1174928661660
Taiwan region,4.1,1174674180500
Taiwan region,3.8,1174045238950
Taiwan,4.2,1173873617410
Taiwan,4.4,1173706551050
Taiwan,4.3,1173368255970
Taiwan,3.9,1173113018890
Taiwan,4.3,1173111224240
Taiwan,4.2,1173105280300
Taiwan,3.7,1172979927640
Taiwan region,4.2,1172687291190
Taiwan,3.9,1172612828990
Taiwan,4.4,1172606229740
Taiwan,4.2,1172179758180
Taiwan,4.4,1172178016400
Taiwan,4.2,1172126812080
Taiwan,3.5,1171497041230
Taiwan region,4.7,1171423830930
Taiwan,4.4,1171423576510
Taiwan region,4,1171409889400
Taiwan region,0,1171343508810
Taiwan region,4.8,1170524118280
Taiwan region,3.6,1170261660580
Taiwan region,6,1169722757650
Taiwan Strait,4.8,1169293688230
Taiwan,0,1169205307650
Taiwan region,4.2,1169164407910
Taiwan,4.7,1169006423860
Taiwan,4.2,1168754102690
Taiwan,4.7,1168709030500
Taiwan,3.3,1168448007520
Taiwan,4.2,1168259463710
Taiwan region,4,1168026711630
Taiwan region,0,1167670768140
Taiwan,3.2,1167588169870
Taiwan region,3.8,1167517242110
Taiwan region,4.6,1167333079630
Taiwan region,4.6,1167324675740
Taiwan region,4.4,1167323281210
Taiwan region,4.4,1167298737780
Taiwan region,4.2,1167282035720
Taiwan region,3.9,1167264255810
Taiwan region,4.5,1167248893730
Taiwan region,5.6,1167186636540
Taiwan region,3.8,1167176047340
Taiwan,3.9,1167173673830
Taiwan region,3.1,1167167207810
Taiwan region,3.3,1167151315990
Taiwan region,4.6,1167149430780
Taiwan,3.4,1167148908070
Taiwan,5.4,1167147704780
Taiwan,3.9,1167147676740
Taiwan region,3.2,1167142169380
Taiwan region,4,1167139773500
Taiwan region,3.5,1167138441530
Taiwan region,6.9,1167136453800
Taiwan,4.6,1167121201260
Taiwan,4.5,1166362932040
Taiwan,4.2,1165368969600
Taiwan,4.4,1165358161200
Taiwan,3.2,1165124362570
Taiwan,4.1,1164570368880
Taiwan,4.4,1163299259300
Taiwan,4.1,1162833351190
Taiwan,4,1162827114350
Taiwan,0,1162823647710
Taiwan,4.1,1162060639850
Taiwan region,4.5,1162046211480
Taiwan,4.5,1160354665300
Taiwan,4.5,1160307759680
Taiwan,4.4,1159684578500
Taiwan,4.1,1159337580000
Taiwan region,3.8,1158610502730
Taiwan,4.6,1158353675530
Taiwan,4.2,1157581478800
Taiwan region,4.2,1156517487680
Taiwan,0,1156028114630
Taiwan,4.2,1155707258760
Taiwan,3.7,1155595018640
Taiwan,4.2,1155578564980
Taiwan,4.2,1155406539890
Taiwan region,4.3,1155354114980
Taiwan region,5.2,1155340267560
Taiwan,4.4,1155212722320
Taiwan,4.3,1154182306370
Taiwan,3.9,1153001155880
Taiwan,3.7,1151866098080
Taiwan,4.6,1150509887080
Taiwan region,4.4,1150128880350
Taiwan,3.7,1150016273230
Taiwan region,3.6,1149437193470
Taiwan region,4.9,1149411958960
Taiwan,4.4,1149363637930
Taiwan,4.4,1149343484660
Taiwan region,4.2,1149128767640
Taiwan region,4,1148939299500
Taiwan,4.4,1147743543600
Taiwan,4.2,1147258752100
Taiwan region,3.8,1146890828440
Taiwan,5.2,1146215126030
Taiwan,4.2,1146097858800
Taiwan,4,1145323561700
Taiwan region,4.1,1145156217260
Taiwan region,3.7,1145144519570
Taiwan region,5.9,1145140854230
Taiwan region,4.2,1144806134900
Taiwan,3.8,1144462121520
Taiwan region,4.3,1144154964760
Taiwan region,4.4,1144133943580
Taiwan region,4.6,1144133313750
Taiwan region,4.3,1144129164900
Taiwan region,3.8,1144077016850
Taiwan,3.9,1143985281490
Taiwan,3.6,1143973412340
Taiwan region,4.2,1143896213350
Taiwan region,4.2,1143892431350
Taiwan region,4.8,1143888019390
Taiwan region,6.1,1143885739570
Taiwan,4.6,1143653457970
Taiwan,3.8,1143616860730
Taiwan,4.3,1143536169230
Taiwan,3,1143381434150
Taiwan,4.4,1143381188490
Taiwan,4.1,1142684149700
Taiwan,4.7,1141877249140
Taiwan region,4,1140969176120
Taiwan,0,1140800568420
Taiwan,4.7,1140725942380
Taiwan region,4.2,1140529539840
Taiwan,3.8,1140272531510
Taiwan,3.9,1139326915150
Taiwan region,4.1,1139284607630
Taiwan,0,1138600201280
Taiwan,4.4,1138585362800
Taiwan region,3.9,1138456970450
Taiwan region,3.9,1136981173810
Taiwan,4.7,1136739695750
Taiwan,3.8,1136634761300
Taiwan region,3.9,1136448358780
Taiwan region,4.3,1135976851310
Taiwan region,4.7,1135808245900
Taiwan region,4.9,1134710133500
Taiwan,3.5,1134249317580
Taiwan,4.3,1133908463610
Taiwan,4.5,1132975232090
Taiwan,4.6,1132062094000
Taiwan,0,1131440913510
Taiwan,4.2,1131428968610
Taiwan,4.1,1131428922740
Taiwan,4.5,1129168160050
Taiwan,4.2,1128528994080
Taiwan,4,1128475635750
Taiwan,0,1128383705900
Taiwan,4.3,1128153007700
Taiwan,5.2,1127760620400
Taiwan,4.2,1127501135900
Taiwan,4.6,1127494188810
Taiwan region,0,1127473154140
Taiwan region,4.1,1127471660570
Taiwan,4.5,1127456635260
Taiwan,4.5,1126565601400
Taiwan region,4.4,1125373373190
Taiwan,4.5,1125359454800
Taiwan,0,1125212052620
Taiwan region,4.4,1124745312940
Taiwan,4.3,1124201652590
Taiwan,4.1,1124201491860
Taiwan,3.9,1123439948360
Taiwan,4.2,1122777950990
Taiwan,4.4,1122385024200
Taiwan,0,1122033146790
Taiwan,4.5,1121856525120
Taiwan,4.4,1121702028230
Taiwan,4,1121679846830
Taiwan,4.1,1120902257450
Taiwan,4.8,1119087066330
Taiwan,4,1118903230050
Taiwan,4.6,1118866098340
Taiwan region,4.3,1118801351340
Taiwan,4.1,1118677979100
Taiwan,4.3,1118501299720
Taiwan,4.2,1118405169370
Taiwan,4.7,1118396676250
Taiwan,4.8,1118367166900
Taiwan,3.8,1118173713220
Taiwan,5,1118162704300
Taiwan,3.8,1118077790990
Taiwan region,3.7,1117980328400
Taiwan,4.2,1117934187530
Taiwan,4.2,1117931682720
Taiwan,4.1,1117931624560
Taiwan,4.5,1117405043590
Taiwan,4.3,1116390662650
Taiwan,4.3,1116353193200
Taiwan,4,1115949829890
Taiwan,4.4,1115942659200
Taiwan region,4.3,1115753265390
Taiwan,4.3,1115669083070
Taiwan region,3.9,1115578466510
Taiwan,4,1115231972770
Taiwan,4.5,1115167249990
Taiwan,4.3,1115094777850
Taiwan,4.2,1115060934920
Taiwan,4.3,1114981676980
Taiwan,4.3,1114889411360
Taiwan,4.1,1114888816460
Taiwan,4.1,1114884076690
Taiwan,4.4,1114882990640
Taiwan,4.4,1114873657520
Taiwan,4.6,1114873160400
Taiwan,5.3,1114872496080
Taiwan,4.2,1114838353530
Taiwan,0,1113500845920
Taiwan,4.4,1113260518590
Taiwan region,4,1113226698880
Taiwan region,4.3,1113208093500
Taiwan,0,1112709517500
Taiwan region,4.2,1112699538080
Taiwan,4.5,1111452387180
Taiwan,4.5,1111260141500
Taiwan,4.3,1110670946590
Taiwan,4.4,1110223585360
Taiwan region,4.1,1110078148750
Taiwan,4.6,1110064777130
Taiwan,3.8,1110056773710
Taiwan,4.5,1110050875720
Taiwan,4.7,1110050186960
Taiwan,5.7,1110049681670
Taiwan,5.7,1110049611460
Taiwan region,0,1109931895870
Taiwan,4,1109551508620
Taiwan,4.2,1109534055540
Taiwan,3.9,1109053990600
Taiwan,4.2,1108764540900
Taiwan,4.2,1108761568230
Taiwan,5.4,1108757897900
Taiwan,3.7,1108219104650
Taiwan,4.2,1108162577800
Taiwan,4.7,1107601255920
Taiwan,4.3,1107388386710
Taiwan,4.4,1107274510600
Taiwan,4.4,1107233799000
Taiwan,5,1107223190700
Taiwan,4.3,1107166208120
Taiwan,4.5,1106829092740
Taiwan,4,1106434529690
Taiwan region,4.3,1106376886830
Taiwan region,4.4,1106226863150
Taiwan,4.8,1106207238320
Taiwan,4.2,1105536645890
Taiwan,4.4,1105405101500
Taiwan,0,1103727212460
Taiwan,4.5,1103675324680
Taiwan,4.3,1103674684470
Taiwan region,4.2,1102505554700
Taiwan region,4.7,1099599930070
Taiwan region,4.4,1098778843900
Taiwan,4.3,1098358120050
Taiwan region,4,1097791462160
Taiwan,4.4,1097113892530
Taiwan,0,1096029624010
Taiwan,0,1095069750050
Taiwan,4.5,1094105272700
Taiwan,4.5,1093908136370
Taiwan region,4.2,1092867506570
Taiwan region,4.3,1092861101600
Taiwan region,4.7,1092454182320
Taiwan,3.8,1091970746180
Taiwan,4.4,1091493821700
Taiwan,3.8,1091007660180
Taiwan region,0,1090804514110
Taiwan,4.5,1090478202890
Taiwan region,4.1,1090315047780
Taiwan,0,1089371971390
Taiwan region,4.4,1089113884690
Taiwan,0,1088820165230
Taiwan region,4.3,1087613588070
Taiwan,4.2,1087413334200
Taiwan region,4.1,1087093380610
Taiwan region,4.5,1086883090660
Taiwan region,0,1086803382990
Taiwan region,4.6,1086480548620
Taiwan,4,1086278571850
Taiwan,4.8,1086195393460
Taiwan region,0,1085390105840
Taiwan region,0,1085273907450
Taiwan region,4.1,1085230531040
Taiwan region,4.3,1085174591220
Taiwan region,4.6,1085103237860
Taiwan,0,1085091382150
Taiwan region,0,1084998049830
Taiwan region,6.2,1084950251710
Taiwan,4,1084816930630
Taiwan,5.6,1084687452760
Taiwan,4.3,1084597671600
Taiwan,4.6,1084462130310
Taiwan,0,1084172005750
Taiwan,5,1084133207660
Taiwan,0,1084082543920
Taiwan region,0,1084066638900
Taiwan region,4.3,1084047524850
Taiwan region,4.2,1084032800710
Taiwan region,5.6,1084003374220
Taiwan,4.6,1083961071240
Taiwan,4.4,1083448727230
Taiwan,5.2,1083398173640
Taiwan region,4.6,1083074400810
Taiwan,4.6,1083060489410
Taiwan,4.8,1082820031120
Taiwan,4.1,1082729071590
Taiwan region,3.8,1082572725560
Taiwan region,3.8,1082397086570
Taiwan,0,1081552896870
Taiwan,0,1081488819080
Taiwan,4,1080241627040
Taiwan,4,1079154232830
Taiwan,4,1078665245500
Taiwan,4,1078321825750
Taiwan,4.2,1078059285150
Taiwan,0,1078021390300
Taiwan,4.2,1077761377660
Taiwan,4.9,1077584106610
Taiwan region,4.4,1077186271240
Taiwan region,0,1076932106840
Taiwan,4.5,1076884026760
Taiwan,3.8,1076872468300
Taiwan,3.7,1076871803290
Taiwan,4.8,1076851926150
Taiwan,5.4,1075865043790
Taiwan region,0,1075631313020
Taiwan,4.3,1075466599550
Taiwan region,3.9,1075353814820
Taiwan,0,1075320613650
Taiwan region,4.5,1075318493470
Taiwan region,4,1075317449930
Taiwan region,4.7,1075317209000
Taiwan region,0,1075097691240
Taiwan region,4.5,1074969665600
Taiwan,4.5,1073986142580
Taiwan region,4.5,1073300846750
Taiwan,5.2,1072926921140
Taiwan,4.4,1072705309920
Taiwan region,0,1071979395030
Taiwan region,4.7,1071725606710
Taiwan region,5.4,1071678439910
Taiwan,4.4,1071583996250
Taiwan,4.6,1071583015310
Taiwan,4.2,1071443800300
Taiwan,0,1071275696390
Taiwan region,4.6,1071183432940
Taiwan region,4.6,1071183207450
Taiwan region,4.2,1071183035410
Taiwan region,4.7,1071182965680
Taiwan region,4.2,1071169497050
Taiwan region,4.1,1071109331530
Taiwan region,5.5,1071100905910
Taiwan,4,1071095527040
Taiwan region,4.3,1071074153940
Taiwan region,4.9,1071046002070
Taiwan region,4.6,1071044859400
Taiwan region,4.4,1071043827110
Taiwan region,4.4,1071042574830
Taiwan region,0,1071040753780
Taiwan region,4.5,1071038484200
Taiwan region,0,1071035002180
Taiwan region,4.9,1071033621410
Taiwan region,4.6,1071033608340
Taiwan region,4.5,1071032401490
Taiwan,4.6,1071031840650
Taiwan,6.8,1071031091590
Taiwan,4.4,1070921046720
Taiwan region,4.6,1070692493130
Taiwan,4.8,1069412362750
Taiwan,4.7,1068833481060
Taiwan,4.7,1068825239910
Taiwan,4.8,1068804765830
Taiwan,4.4,1068356148170
Taiwan,4.6,1068194518700
Taiwan,4.8,1068127124370
Taiwan,4.5,1066512042920
Taiwan region,4.3,1065785030060
Taiwan region,4.6,1064365711970
Taiwan region,5,1063234505600
Taiwan,0,1063086686670
Taiwan region,0,1062993989690
Taiwan region,4.3,1062859634140
Taiwan,4.8,1060619411650
Taiwan,4.8,1060172587140
Taiwan region,5,1059994403770
Taiwan,4.5,1059910520320
Taiwan,4.4,1059493394540
Taiwan,4.6,1058496078030
Taiwan,4.5,1058159932300
Taiwan,4.3,1058108790450
Taiwan,4.2,1058037452680
Taiwan,4.6,1057735972150
Taiwan,4.8,1055803080160
Taiwan,5.5,1055788420420
Taiwan,4.4,1055425273770
Taiwan,4.6,1055390331180
Taiwan,0,1055241020320
Taiwan,6,1055234430830
Taiwan,4.7,1055135286600
Taiwan region,0,1054909301080
Taiwan region,4.7,1054395491230
Taiwan,0,1054003241690
Taiwan region,4.3,1053904325810
Taiwan region,4.7,1052543826020
Taiwan Strait,0,1050445161460
Taiwan,4.5,1049353172800
Taiwan region,4.2,1049197198270
Taiwan,3.9,1049091185330
Taiwan,0,1048998505460
Taiwan region,4.2,1048940838430
Taiwan region,4.3,1047922910520
Taiwan region,3.9,1046065971940
Taiwan region,4.4,1045719890480
Taiwan region,4.5,1045681875620
Taiwan,3.9,1045633622670
Taiwan,3.9,1044932719320
Taiwan,4.3,1044768063680
Taiwan,3.7,1043608035410
Taiwan,3.8,1043607565230
Taiwan,5,1042809812450
Taiwan,4.4,1041632844470
Taiwan,,1041352612290
Taiwan,,1041352529240
Taiwan,4.4,1040799688100
Taiwan,4.7,1040644452980
Taiwan region,3.9,1040520314070
Taiwan,4.6,1040000384730
Taiwan,4,1039743025040
Taiwan,4.7,1039508949030
Taiwan,,1037287564030
Taiwan region,4.9,1036098952540
Taiwan,4.1,1036020775390
Taiwan,4.3,1035800692790
Taiwan region,4.5,1035197381140
Taiwan,4.5,1035153179280
Taiwan,4.3,1035152387850
Taiwan,4.4,1035149152870
Taiwan,4.3,1034930722970
Taiwan,4.4,1034928298830
Taiwan region,4.4,1034923400940
Taiwan region,4.3,1034480610080
Taiwan region,4.3,1034164482210
Taiwan,3.9,1033952145570
Taiwan,4.6,1033374914070
Taiwan,4.1,1033103265740
Taiwan region,4.8,1032907405040
Taiwan region,4.8,1032315667740
Taiwan,4.5,1031439569700
Taiwan,4.8,1031310120560
Taiwan,3.9,1030866467260
Taiwan,4.7,1030651551900
Taiwan,4.3,1030628195280
Taiwan region,5.6,1030554333850
Taiwan,5.2,1028970197820
Taiwan region,4.7,1026967949890
Taiwan,,1026683026980
Taiwan,,1026503710620
Taiwan,,1026036068120
Taiwan,4.5,1024881140260
Taiwan,4.2,1024575593260
Taiwan region,4.1,1024483082110
Taiwan,4.3,1024322583340
Taiwan,,1024290217530
Taiwan,4.4,1024101769800
Taiwan,4,1024059173240
Taiwan,4.7,1024039341480
Taiwan,,1023820654520
Taiwan region,,1023156225710
Taiwan region,4.4,1023117951400
Taiwan region,4,1022779646570
Taiwan region,4.3,1022489727790
Taiwan,3.9,1021888186470
Taiwan,4.1,1021686039010
Taiwan,,1021674680590
Taiwan,4.3,1021437761300
Taiwan,4.7,1021434812320
Taiwan,6.2,1021434365760
Taiwan region,5,1021004230330
Taiwan,,1020625319360
Taiwan region,,1019968643750
Taiwan region,5.1,1019292480390
Taiwan,4.6,1019200753810
Taiwan,4.1,1018971731680
Taiwan region,4.6,1018898181590
Taiwan,4.5,1018896372730
Taiwan,,1018806247790
Taiwan,4.2,1018221645030
Taiwan,3.9,1017926378320
Taiwan,4.5,1017925488680
Taiwan,5.3,1017857170530
Taiwan,4.4,1017575411750
Taiwan,4.1,1017561736260
Taiwan,4.5,1017159902490
Taiwan,4,1016105152890
Taiwan,4.5,1015232663990
Taiwan,4.3,1015058915990
Taiwan,4.1,1014972468930
Taiwan,4.5,1013486434570
Taiwan,4.2,1013485377260
Taiwan,5.7,1013484445930
Taiwan region,4.8,1012271065150
Taiwan,4,1011031833210
Taiwan,,1010945803490
Taiwan,4.3,1010509236070
Taiwan region,4.6,1010371505860
Taiwan,4.2,1009536047780
Taiwan region,4.7,1009442088350
Taiwan region,4,1008068434680
Taiwan region,4.5,1007972666970
Taiwan,4,1007712459360
Taiwan,4.5,1007577871180
Taiwan,,1007303778720
Taiwan,4.9,1004863537470
Taiwan,4.5,1003003627300
Taiwan,,1001142138490
Taiwan,5,1000766682220
Taiwan,,1000643016420
Taiwan,,1000259552630
Taiwan,4.6,1000197539240
Taiwan,,1000168277360
Taiwan,,999586278010
Taiwan,4.4,999257598600
Taiwan,4.3,998326678000
Taiwan region,4.1,998186307160
Taiwan,4.4,997491745580
Taiwan,3.8,996465568840
Taiwan,,996113982820
Taiwan,3.1,995890516590
Taiwan,4.1,995162866860
Taiwan,3.8,995024006770
Taiwan,4.4,994692045530
Taiwan,4.4,994007636740
Taiwan,4.8,993874056880
Taiwan,4.3,993854507650
Taiwan,4.3,993581186690
Taiwan,5.1,992929421470
Taiwan,5.4,992927779190
Taiwan,3.9,992725632510
Taiwan region,4.6,992209872800
Taiwan,4.3,992208380870
Taiwan region,4.1,991634554200
Taiwan,,991455239950
Taiwan,4.2,990630316620
Taiwan,4.1,989765824810
Taiwan,3.3,989604004150
Taiwan,3.7,989467596050
Taiwan,4,989348051100
Taiwan,3.5,988526234770
Taiwan,4.7,988336954800
Taiwan region,,985309398350
Taiwan,,984588373170
Taiwan,,984335045260
Taiwan,5.3,983464670680
Taiwan,,983447764800
Taiwan,4.1,982955906620
Taiwan,3.9,982650168200
Taiwan,4.2,982527907860
Taiwan,4.1,981653649800
Taiwan region,4,981386038930
Taiwan,4.1,981362254860
Taiwan,3.5,980687377700
Taiwan,,979761136170
Taiwan,4.7,979609389100
Taiwan,3.8,979204151220
Taiwan,5.1,979202218310
Taiwan,4,979069110380
Taiwan,4.5,979067785780
Taiwan,4.9,978113011130
Taiwan,4.1,977484177340
Taiwan,4.1,977275343070
Taiwan,3.7,976478418680
Taiwan,4.7,976476643720
Taiwan,4.2,976442916350
Taiwan,4.1,975518107450
Taiwan,4.2,975505301100
Taiwan,4.9,975495633740
Taiwan,,974883627050
Taiwan,4.4,974678832510
Taiwan region,,973313867730
Taiwan,4.4,972935646820
Taiwan,,972578941800
Taiwan,4.6,972371518430
Taiwan region,,971750170620
Taiwan,4.3,970859357460
Taiwan,4.3,970859088890
Taiwan,4.1,970691361950
Taiwan,4.7,970329793200
Taiwan,4.5,970270884200
Taiwan,3.9,970256922860
Taiwan,4.2,969988602380
Taiwan region,4.2,969914339940
Taiwan region,4.1,969863591900
Taiwan region,,969724958130
Taiwan region,4.6,969516247050
