place,mag,time
Taiwan,4.3,969456257570
Taiwan,4.4,969144832760
Taiwan,4.2,968998718470
Taiwan,4.5,968976447500
Taiwan region,4,968815711420
Taiwan,4.7,968669373840
Taiwan,5.8,968576085960
Taiwan,4.8,967800280500
Taiwan,5.3,966991756110
Taiwan region,4.2,966876146720
Taiwan,4.6,966798275250
Taiwan,4.5,966798141690
Taiwan region,4.5,966768670990
Taiwan,4.8,966768494380
Taiwan,4.3,966754779710
Taiwan,4.2,966082952870
Taiwan,,965745104700
Taiwan,4.3,965617871320
Taiwan,4.2,965555501070
Taiwan,4.5,965205272250
Taiwan,5.7,964816092740
Taiwan,,964203573070
Taiwan,4.6,963981991190
Taiwan,4.6,963816637840
Taiwan,4.8,963615875780
Taiwan,,963585927500
Taiwan region,4.4,963568049980
Taiwan,4.6,963567652040
Taiwan,4.6,963559103050
Taiwan,5.4,963533252180
Taiwan,4.7,963525672700
Taiwan,4.4,963509764260
Taiwan,4.4,963454115350
Taiwan,4.8,963217977690
Taiwan,4.5,962965068100
Taiwan,4.4,962948147400
Taiwan,3.7,962873886630
Taiwan,4.5,962853138980
Taiwan,5.3,961451785390
Taiwan,4.2,961399970330
Taiwan,4.5,961368289250
Taiwan,4.2,961116366010
Taiwan,4,961073552160
Taiwan,4.3,960754278650
Taiwan,,960662887260
Taiwan,6.4,960661409320
Taiwan,4.1,959903195600
Taiwan,4.2,958843685270
Taiwan,5.2,958663138020
Taiwan region,4.2,958587164980
Taiwan,,958536945500
Taiwan,5.1,958534041310
Taiwan,5.4,958533948750
Taiwan,3.9,957743271000
Taiwan,4.5,957716288260
Taiwan,4.8,957620513260
Taiwan,4.5,956994415600
Taiwan,4.2,956896405540
Taiwan,4,956694221210
Taiwan,4.4,956153060280
Taiwan,4.4,955161700540
Taiwan,,954673369730
Taiwan,4.4,954144852810
Taiwan,4.4,953488629320
Taiwan,4.5,953383937200
Taiwan,3.7,953222721780
Taiwan,4.8,953212255120
Taiwan region,4.8,953167073720
Taiwan,4.8,952578523640
Taiwan region,4.1,951553402740
Taiwan,4.3,951353073550
Taiwan region,4.1,951234151580
Taiwan,,951002080060
Taiwan,5.3,950650399010
Taiwan,4.1,949879458850
Taiwan,,949862416270
Taiwan region,3.5,949604271060
Taiwan region,4.4,949603689840
Taiwan,,949353114850
Taiwan,4.1,949263717170
Taiwan,4,948631349470
Taiwan,4.5,948418584900
Taiwan,4.7,948390131810
Taiwan,4,948055199110
Taiwan,4.5,948054126680
Taiwan,4.1,947934342980
Taiwan,3.6,947656072870
Taiwan,3.9,947647043670
Taiwan,4.3,947114225090
Taiwan,,946940354830
Taiwan,4.2,946600791440
Taiwan region,4.2,946556673730
Taiwan,4.4,946059256070
Taiwan,4.3,946059134850
Taiwan,,945604489600
Taiwan,,944668886500
Taiwan,,943898034550
Taiwan,4.3,943824353510
Taiwan,4.4,943821745090
Taiwan,4.2,943717376990
Taiwan,4.3,943068576520
Taiwan,4.7,942824111750
Taiwan,4.3,942729486390
Taiwan,4,942689452260
Taiwan,4.1,942663369260
Taiwan,4.7,942650723910
Taiwan,,942495486390
Taiwan,4.3,942368990570
Taiwan,4.5,942333958900
Taiwan region,,942294099820
Taiwan,3.9,942193859770
Taiwan,4.4,941862079240
Taiwan region,3.3,941849086310
Taiwan,3.9,941738370350
Taiwan,4.3,941713582630
Taiwan,4.5,941664852590
Taiwan,6.3,941478780120
Taiwan,4.8,941288466570
Taiwan,4.3,941272238000
Taiwan,5.4,941272073820
Taiwan,4.6,941268768780
Taiwan,4.3,941266968030
Taiwan,3.9,940844444910
Taiwan,4.2,940732769470
Taiwan,4.2,940718146100
Taiwan,4.1,940716411870
Taiwan,,940715582310
Taiwan,4.7,940713048000
Taiwan,4.8,940698484060
Taiwan,,940680174640
Taiwan,4.7,940615024980
Taiwan,4.7,940581255910
Taiwan,5.6,940561819050
Taiwan,4.6,940560207910
Taiwan,4,940559249070
Taiwan,5.9,940558738560
Taiwan,4.4,940465805500
Taiwan,,940447737900
Taiwan,,940312606450
Taiwan,4.5,940269335880
Taiwan,4.8,940262516820
Taiwan,5.4,940262444510
Taiwan,4.9,940260692060
Taiwan,4.6,940077121230
Taiwan,4.2,940013298870
Taiwan,5.3,939778790710
Taiwan,,939680059080
Taiwan,4.3,939669015770
Taiwan,3.9,939614447970
Taiwan,3.9,939555554710
Taiwan,4,939452241050
Taiwan,4.5,939441490740
Taiwan,4.1,939430123060
Taiwan,3.9,939403791530
Taiwan,3.9,939347505200
Taiwan,4.1,939314052790
Taiwan,,939267611880
Taiwan,3.5,939231267260
Taiwan,4.9,939182942340
Taiwan,4.3,939181530550
Taiwan region,3.4,939148901040
Taiwan,4.8,939125897640
Taiwan,3.7,939086028540
Taiwan,3.9,939068758040
Taiwan,4.9,939039975830
Taiwan region,,938994194480
Taiwan,,938985200250
Taiwan,4.9,938929945400
Taiwan region,4.7,938928220520
Taiwan,4.3,938905209060
Taiwan,4.9,938902623430
Taiwan,,938892299080
Taiwan,,938881104480
Taiwan,4.3,938875725100
Taiwan,4.4,938840078010
Taiwan,3.6,938802337120
Taiwan,4.5,938800414760
Taiwan region,,938796574720
Taiwan,,938793030080
Taiwan,5.2,938782452450
Taiwan,4.1,938718120670
Taiwan,,938705370040
Taiwan,4.5,938685161410
Taiwan,4.9,938684985790
Taiwan,,938684674860
Taiwan,4.3,938683694600
Taiwan,4.6,938653446600
Taiwan,4.1,938559691610
Taiwan,3.9,938538993230
Taiwan,4.6,938533421700
Taiwan,4.6,938498031290
Taiwan,4.2,938497924940
Taiwan,4.2,938475004160
Taiwan,3.4,938461654360
Taiwan,4.6,938455802790
Taiwan,5.3,938433310530
Taiwan,4.9,938417303220
Taiwan,4.8,938415644540
Taiwan,4.7,938405508320
Taiwan,4.7,938405006690
Taiwan,3.9,938370160250
Taiwan,,938331766760
Taiwan,4,938324752360
Taiwan,6.5,938303568660
Taiwan,4.6,938296448840
Taiwan,4.5,938292716640
Taiwan,4.4,938280361200
Taiwan,5.1,938249011590
Taiwan,4.3,938239993240
Taiwan,4.7,938233157950
Taiwan,4.3,938182941330
Taiwan,3.7,938164652350
Taiwan,3.6,938154805660
Taiwan,4.2,938144309420
Taiwan,4.5,938134072970
Taiwan,5,938122743000
Taiwan,,938114471830
Taiwan,4.1,938112639300
Taiwan,4.5,938102992850
Taiwan,4.6,938099506040
Taiwan,5.3,938090674680
Taiwan,4.5,938065369500
Taiwan,4.8,938047564300
Taiwan,4.4,938036905210
Taiwan,4.5,938032477690
Taiwan,4,938007172870
Taiwan,4.2,938005888220
Taiwan,4.5,938003749900
Taiwan,5.3,938002639280
Taiwan,3.8,937991758660
Taiwan,,937975490050
Taiwan,4.6,937972067860
Taiwan,4.4,937969741120
Taiwan,4.9,937966772820
Taiwan,4.2,937963726670
Taiwan,5.8,937961382770
Taiwan,4.4,937960321090
Taiwan,4.6,937959943320
Taiwan,6.4,937959279150
Taiwan,5.1,937952223810
Taiwan,4.3,937947786300
Taiwan,,937945652340
Taiwan,4.5,937940324410
Taiwan,,937938388480
Taiwan,5.2,937937919950
Taiwan,5.2,937935516800
Taiwan,4.2,937933631910
Taiwan,4.3,937930579850
Taiwan,4.6,937927691840
Taiwan,4,937924808640
Taiwan,4.3,937924336960
Taiwan,4.1,937924165250
Taiwan,3.8,937920743220
Taiwan,4.1,937913976240
Taiwan,4.6,937912063350
Taiwan,3.7,937906909140
Taiwan,,937906581010
Taiwan,4.2,937905019300
Taiwan,,937902242320
Taiwan,4.1,937900998810
Taiwan,4.6,937899968500
Taiwan,4.3,937899655460
Taiwan,5.1,937897565200
Taiwan,3.8,937895790890
Taiwan,4.3,937893218140
Taiwan,4,937893128040
Taiwan,3.7,937891575860
Taiwan,3.9,937889986450
Taiwan,4.7,937884710990
Taiwan,4.8,937882892370
Taiwan,4.4,937881942400
Taiwan,4.3,937881280550
Taiwan,4.4,937880685750
Taiwan,4,937878855260
Taiwan,4.4,937877830270
Taiwan,,937876721350
Taiwan,4.4,937876662980
Taiwan,4.9,937874741820
Taiwan,4.4,937873190070
Taiwan,4.1,937873000980
Taiwan,4.3,937871168770
Taiwan,4.8,937869496850
Taiwan,4.2,937868505960
Taiwan,,937868437810
Taiwan,4.3,937868206480
Taiwan,,937867904450
Taiwan,,937867479330
Taiwan,,937866836710
Taiwan,4.5,937866170450
Taiwan,5.3,937864489480
Taiwan,6.4,937864002870
Taiwan,4.6,937863682990
Taiwan,,937862973630
Taiwan,4.7,937862878250
Taiwan,4.8,937862675530
Taiwan,4.6,937862607600
Taiwan,4.4,937862472760
Taiwan,3.9,937862127180
Taiwan,,937861837480
Taiwan,4.5,937861681000
Taiwan,4.9,937860231130
Taiwan,5.1,937860005640
Taiwan,,937859573030
Taiwan,4.2,937859361060
Taiwan,4.9,937859057900
Taiwan,4.9,937858921400
Taiwan,,937858685490
Taiwan,4.8,937858300870
Taiwan,4.6,937858092980
Taiwan,5,937857737560
Taiwan,4.5,937857473970
Taiwan,4.8,937856583210
Taiwan,5,937856436480
Taiwan,4.8,937855723910
Taiwan,4.5,937855134400
Taiwan,,937855032060
Taiwan,,937853936100
Taiwan,,937853766020
Taiwan,,937853614620
Taiwan,4.9,937853449450
Taiwan,,937853264820
Taiwan,4.1,937852756320
Taiwan,4.5,937852375530
Taiwan,4.9,937852082660
Taiwan,,937851973510
Taiwan,6.2,937851378510
Taiwan,6.1,937851113650
Taiwan,6.3,937850624290
Taiwan,,937850542700
Taiwan,6.1,937850236090
Taiwan,6.3,937849652000
Taiwan,7.7,937849638490
Taiwan region,5.4,936973098530
Taiwan region,4.1,936449686430
Taiwan region,4,935191071100
Taiwan region,4.7,933800632800
Taiwan,4.7,931724710080
Taiwan,,931711792140
Taiwan,4.4,931356388930
Taiwan,4.9,931355593630
Taiwan region,3.6,929863447600
Taiwan,5,928999079370
Taiwan,4.2,928199399430
Taiwan region,4.8,926999000260
Taiwan region,,926742447520
Taiwan,,926431098800
Taiwan,3.8,926150078950
Taiwan,5,926039002600
Taiwan,4.5,925706822180
Taiwan,,925105508420
Taiwan,4.8,923730742330
Taiwan,4.8,923201940490
Taiwan,3.2,923127930360
Taiwan,3.5,921958056710
Taiwan region,,921554609890
Taiwan,,921541610890
Taiwan,4.2,921499065690
Taiwan,4.2,920668347340
Taiwan,,917018481950
Taiwan,4.2,916122255150
Taiwan,,916073218050
Taiwan,,912320475240
Taiwan,,912019232880
Taiwan,5.3,911341652330
Taiwan region,4.9,910076795320
Taiwan region,5.1,907937573250
Taiwan,4.6,906395375970
Taiwan,,905921769400
Taiwan,4.4,905409967950
Taiwan,4.7,904905652550
Taiwan,4.7,903265984610
Taiwan region,4.1,901786542840
Taiwan,,900871109710
Taiwan,4.3,900781361970
Taiwan,3.6,900778447230
Taiwan,,900723017530
Taiwan,4.4,900701081380
Taiwan,5.7,900651074760
Taiwan region,,898809937730
Taiwan region,4.3,898474513220
Taiwan region,,897804635420
Taiwan,,897474487580
Taiwan,3.7,895457416850
Taiwan,4.6,895422959720
Taiwan,4.1,895222225930
Taiwan,4.5,894747218240
Taiwan,4.1,894609795440
Taiwan,3.7,893747340130
Taiwan region,3.5,892338745220
Taiwan region,4,889901578950
Taiwan,4.4,889668200970
Taiwan region,4.1,888754046360
Taiwan,3.5,888303581970
Taiwan,4.1,888302728810
Taiwan,4.3,886836054310
Taiwan region,4.4,885338981770
Taiwan region,5.2,885153414610
Taiwan region,4.3,884830370660
Taiwan,3.9,883643877740
Taiwan,3.6,883643782890
Taiwan region,4.3,883382198720
Taiwan,3.5,881958546080
Taiwan,3.3,881703574550
Taiwan,,880343225250
Taiwan,4.4,880300974080
Taiwan,4.4,879910267150
Taiwan,5.2,879481793470
Taiwan,4.3,879374207350
Taiwan,3.6,878760806310
Taiwan,4.5,878527088150
Taiwan region,4.9,877518986820
Taiwan region,3.9,877094056370
Taiwan,,876954536900
Taiwan,3.5,875825268280
Taiwan region,,875646393420
Taiwan,4.4,875433261790
Taiwan,,873970143940
Taiwan,4.2,873735426810
Taiwan region,4.3,872780913560
Taiwan,3.7,872060618810
Taiwan region,,871274943390
Taiwan region,4.1,870770486490
Taiwan,4.3,870699576200
Taiwan,,868905702770
Taiwan,5.1,868041453380
Taiwan region,5.2,866972164480
Taiwan,4.6,866599415880
Taiwan,3.8,866316326530
Taiwan,4.2,864140128390
Taiwan,3.7,863693031450
Taiwan region,5,862627575370
Taiwan,3.7,862608627640
Taiwan,,862116179360
Taiwan,5.1,860953514530
Taiwan,3.6,860456241010
Taiwan,3.5,860020606670
Taiwan,4,859326998710
Taiwan,4.2,859246344970
Taiwan region,4,859199166200
Taiwan region,,857777768370
Taiwan,4.3,857058283060
Taiwan,,856889275950
Taiwan,3.4,856435313300
Taiwan,,856345768950
Taiwan,3.8,855822593690
Taiwan,4.6,855593413460
Taiwan,3.8,855524547080
Taiwan region,,854520218980
Taiwan,4.5,854306278840
Taiwan,,853523575530
Taiwan region,5.3,853376839800
Taiwan region,,852301027130
Taiwan region,4.5,852186703700
Taiwan,,851079008530
Taiwan region,4.5,850908026580
Taiwan region,4.1,850877416490
Taiwan,4.3,850676186000
Taiwan,3.8,849079413190
Taiwan,5.2,848996542930
Taiwan,4.4,847935822630
Taiwan,,846871654430
Taiwan,,846839291100
Taiwan,,846316202570
Taiwan region,3.9,844881594390
Taiwan,4.6,844853353500
Taiwan,4.5,844156467070
Taiwan region,4.2,844008206450
Taiwan region,4.4,843868040600
Taiwan region,4.9,843320481600
Taiwan region,4,842565388290
Taiwan region,4.3,842411089610
Taiwan,4.1,842233962790
Taiwan region,4.8,842213631780
Taiwan region,4.3,842080787280
Taiwan region,4.7,842061471730
Taiwan region,4.4,842055730220
Taiwan region,4,842045427020
Taiwan region,3.9,842036994890
Taiwan region,4,842010180330
Taiwan region,4,841998192850
Taiwan region,6.8,841966926150
Taiwan region,3.8,839270475540
Taiwan,4,838750997530
Taiwan,4.3,838427201970
Taiwan,3.8,837421941990
Taiwan,4,836616426110
Taiwan,3.9,834681127780
Taiwan region,4.2,833959306290
Taiwan,4.7,833320403490
Taiwan region,4.4,831641811400
Taiwan,4.2,830308852200
Taiwan region,4.3,829145690370
Taiwan region,4,829051204730
Taiwan,4.2,828992496920
Taiwan,4.5,828896139100
Taiwan,4.3,826060694320
Taiwan,4.3,823510665480
Taiwan,4.3,822338577780
Taiwan,4.1,822111882550
Taiwan,4.3,821880722580
Taiwan region,4.5,819918331720
Taiwan,4.8,819503792270
Taiwan,5.3,819303474070
Taiwan,5,817787823520
Taiwan,3.7,817413962490
Taiwan region,4.5,816037674730
Taiwan,4.9,815178424230
Taiwan,4.2,813064126420
Taiwan,3.4,812311082290
Taiwan,4.4,810246446130
Taiwan region,3.8,808185179240
Taiwan region,4.1,808008295790
Taiwan,4.1,806569352840
Taiwan,4.4,805743648180
Taiwan,5.2,805740766790
Taiwan,5.1,805086287920
Taiwan,4,804892508410
Taiwan region,5.3,804348893350
Taiwan,6,804063546240
Taiwan region,4.8,802480883920
Taiwan region,4.2,801665738100
Taiwan region,4.1,801656199290
Taiwan,4.1,801655039110
Taiwan region,4.3,801599666790
Taiwan,5.7,801598271960
Taiwan,4.3,800012198570
Taiwan region,4.4,799981431170
Taiwan,4.5,799454900820
Taiwan,4.2,799395441600
Taiwan,4.6,799339848270
Taiwan,3.7,799322143000
Taiwan,5.1,798798542570
Taiwan,4.5,798717833920
Taiwan,4,798299328060
Taiwan,5.1,796018426400
Taiwan,4.2,795843021380
Taiwan,4.6,793786100350
Taiwan,6.2,793516741990
Taiwan,4.2,793248265590
Taiwan,5.2,789724520370
Taiwan region,4.5,785646324000
Taiwan region,4.6,785196336510
Taiwan,4.4,783460855910
Taiwan region,5.2,782129792980
Taiwan,4.7,781952900220
Taiwan,5.5,781319607330
Taiwan,4.7,780090481500
Taiwan,4.7,780089948470
Taiwan,5.2,779612828490
Taiwan region,4.3,779132946980
Taiwan,4.3,778327731920
Taiwan,4.4,777308057050
Taiwan,4.4,775305505800
Taiwan,4.1,773399382800
Taiwan,4.1,773019924230
Taiwan,4.4,772126629290
Taiwan,4.5,771851894750
Taiwan,4.7,771171428550
Taiwan,4.8,770792380790
Taiwan,6.4,770778570150
Taiwan region,4.1,769599568070
Taiwan,4.4,765594725480
Taiwan,4.9,764842274690
Taiwan region,4.4,763866742030
Taiwan region,4.4,760343519060
Taiwan,4.3,759087522600
Taiwan,5.5,759045010650
Taiwan region,4.1,757538144460
Taiwan,4.1,756577339450
Taiwan,3.7,756443665470
Taiwan,5.4,755992182270
Taiwan region,5.4,755218817470
Taiwan region,4.5,754686195950
Taiwan,4.1,754510514750
Taiwan,4.2,754341755120
Taiwan region,5.1,753113789990
Taiwan,4.5,751485830290
Taiwan,4.3,749398521220
Taiwan,4.1,748242775370
Taiwan,4.3,746607112860
Taiwan,4,745521110520
Taiwan,4.2,745519019730
Taiwan,4,744988690920
Taiwan region,4.5,743290655010
Taiwan,4.4,740890798150
Taiwan,4.2,734994611900
Taiwan region,4.2,734170625970
Taiwan,4.2,733140837830
Taiwan region,4.2,731322728940
Taiwan,4.8,731319928160
Taiwan region,5.2,731314622290
Taiwan,4.4,730089357340
Taiwan,5.7,727779565060
Taiwan,5,725520205620
Taiwan,3.7,725261866520
Taiwan,3.2,725136229300
Taiwan,3.5,724508944180
Taiwan,,724446694100
Taiwan,,724014266600
Taiwan,,722442321920
Taiwan region,3.2,720935372990
Taiwan,,720876541270
Taiwan,3.7,720432120040
Taiwan region,,720231513850
Taiwan,3.9,719929691210
Taiwan region,3.9,718231065760
Taiwan,,718184994520
Taiwan region,5.1,718120598510
Taiwan,4.7,718119914220
Taiwan,3.6,717949087900
Taiwan,5.9,715365673350
Taiwan,4.7,714681454310
Taiwan,5.2,713813180750
Taiwan,4.1,713302671810
Taiwan region,4,713280857670
Taiwan,,712507291080
Taiwan,4.3,712251185640
Taiwan,4.6,711955615200
Taiwan,4.3,711925410370
Taiwan region,4.4,710843189220
Taiwan,,710735333820
Taiwan,4,710504674680
Taiwan,,710470023170
Taiwan,4.5,710469934080
Taiwan,4.4,709909659410
Taiwan,4.8,709496949710
Taiwan,4.2,708496244810
Taiwan,4.2,707374214180
Taiwan,4.1,707318204970
Taiwan,5.6,707095174980
Taiwan,4.8,707085736030
Taiwan,3.4,706922393320
Taiwan region,4.2,706916837340
Taiwan region,3.9,706493429740
Taiwan,4.5,704694675760
Taiwan,4.7,704116152300
Taiwan region,4.3,703856296260
Taiwan,4.8,703786597600
Taiwan,4.2,703736419830
Taiwan,3.4,703714088990
Taiwan,6.2,703708339000
Taiwan,,703272383900
Taiwan region,3.8,703272244280
Taiwan,3.9,703114292140
Taiwan,,702960930400
Taiwan,4,702866404140
Taiwan,4.1,702758112490
Taiwan,,702182030600
Taiwan,4,702178912740
Taiwan,4.7,702178780930
Taiwan,4.1,701413378690
Taiwan,4.7,701147517530
Taiwan,4.1,699735744610
Taiwan,4.2,698706463200
Taiwan,,696795806950
Taiwan,3.6,695247549690
Taiwan,,694690439870
Taiwan region,,694608233990
Taiwan region,,694554169410
Taiwan,4.3,694154854340
Taiwan,3.6,693956586760
Taiwan,4.3,693956042710
Taiwan,4.3,693543102410
Taiwan,4,693353355360
Taiwan,,692437620010
Taiwan region,4.7,691948100750
Taiwan,4.9,691654455360
Taiwan,4.2,691064950900
Taiwan,,690742384540
Taiwan,4,690607156560
Taiwan,,690224437570
Taiwan,,689516066400
Taiwan,4.7,689333795810
Taiwan,4.2,689289131080
Taiwan,4.3,689141839110
Taiwan,,688724465730
Taiwan,4.2,688305972960
Taiwan,,688257247760
Taiwan,4.7,687757925670
Taiwan region,5.1,687244116360
Taiwan,3.7,686933299680
Taiwan,4.3,686323424360
Taiwan,4.4,686251871230
Taiwan region,5.4,686223882150
Taiwan,,685900607360
Taiwan,,685414334840
Taiwan,,685210748770
Taiwan,,684467730520
Taiwan,4.3,684449870420
Taiwan,,684382807070
Taiwan,,684352920680
Taiwan,4.4,683989186250
Taiwan,,683451639620
Taiwan,,683298560580
Taiwan,4.5,683201923320
Taiwan region,,683104462000
Taiwan region,,682542756530
Taiwan,4.4,682453148700
Taiwan,,681693855170
Taiwan,,680760345970
Taiwan,,680638660580
Taiwan,4.3,680031727740
Taiwan,4,679948934950
Taiwan,,679187345330
Taiwan,,679173409080
Taiwan,4.3,677789028760
Taiwan,4.3,677700191740
Taiwan region,4.2,677585174830
Taiwan,,677136443020
Taiwan,,676660791330
Taiwan,,676205774940
Taiwan region,,676202418600
Taiwan,4.8,675968589860
Taiwan region,3.4,675701867740
Taiwan,,675448465140
Taiwan region,4,674902059690
Taiwan,3.9,674758573640
Taiwan,4.2,674454230990
Taiwan region,4,673982786700
Taiwan region,4.2,673948842800
Taiwan,4.1,673591008550
Taiwan,,673487323900
Taiwan,4,672850337480
Taiwan,,672620386020
Taiwan,,672239050350
Taiwan,3.5,672236340020
Taiwan,,672129557970
Taiwan,3.8,672039196910
Taiwan,,671904182730
Taiwan,4.1,671877423120
Taiwan,,671860664390
Taiwan,3.8,671451698500
Taiwan,,670975764620
Taiwan,3.7,670803593580
Taiwan,,670629006500
Taiwan region,4.4,670580497000
Taiwan,3.8,670399107760
Taiwan,3.7,670270286320
Taiwan region,4.1,670055839450
Taiwan region,4.8,670012219400
Taiwan,,669997385320
Taiwan region,4.4,669997229710
Taiwan region,4.2,669985031160
Taiwan region,5.4,669983063980
Taiwan region,4.1,669962290900
Taiwan,,669781359410
Taiwan,3.6,669747413050
Taiwan,,669720887000
Taiwan Strait,,669622132720
Taiwan,3.6,669481481180
Taiwan,,669320475830
Taiwan,,669274603730
Taiwan,,669243705780
Taiwan Strait,4.3,669184624890
Taiwan,4.6,669151946810
Taiwan,,669124688020
Taiwan,,669038800740
Taiwan,,669030531510
Taiwan,,669023802100
Taiwan,,668935876610
Taiwan,,668924866820
Taiwan,,668914165990
Taiwan,,668889012430
Taiwan,,668880530090
Taiwan,,668853696810
Taiwan,,668815374760
Taiwan,,668808833460
Taiwan,4.1,668807171810
Taiwan,3.9,668805407750
Taiwan,3.6,668776933930
Taiwan,3.5,668766762480
Taiwan,,668762603810
Taiwan,,668762333680
Taiwan,,668761545910
Taiwan,3.5,668760862940
Taiwan,5.4,668757845080
Taiwan,,668556942860
Taiwan,4.1,668360054820
Taiwan,4,668137764040
Taiwan region,,668065406610
Taiwan,3.6,668060821080
Taiwan,4.2,667975004680
Taiwan,,667942929760
Taiwan,5,667937598880
Taiwan,4.4,667889797430
Taiwan,4.6,667474944240
Taiwan region,3.6,667473220310
Taiwan,4.6,667402235500
Taiwan,3.8,666975920700
Taiwan,,666845982570
Taiwan,3.9,666731902570
Taiwan,3.9,666727981610
Taiwan,,666462883590
Taiwan,4.3,666310656960
Taiwan,3.9,665836362590
Taiwan,,665818446790
Taiwan,5.1,665661653270
Taiwan,3.9,664689683620
Taiwan,4.2,664679837640
Taiwan,3.3,664588064320
Taiwan,3.6,664569657600
Taiwan,4.1,664496028610
Taiwan,3.4,664481965640
Taiwan,4.7,664480959430
Taiwan,4.4,664422651470
Taiwan,5,664397673620
Taiwan,4,664300785690
Taiwan,4.2,664293139820
Taiwan,4.4,664291449400
Taiwan,4.8,664239189220
Taiwan,4.1,664202409600
Taiwan,,664196075350
Taiwan,5.5,664195796980
Taiwan,,664162744180
Taiwan,5.7,664162586690
Taiwan,3.6,663816160280
Taiwan,4.3,663722198150
Taiwan,4.3,663656211270
Taiwan,3.6,662858340030
Taiwan,5.2,662553077570
Taiwan,5.2,662488989430
Taiwan,4.2,662352622000
Taiwan,3.6,662170837210
Taiwan,5.3,662135409350
Taiwan,5.9,662134913220
Taiwan,4.3,662131094900
Taiwan,4.4,662118894750
Taiwan,4.1,661776388100
Taiwan,4.1,661657796090
Taiwan,4.2,661654570710
Taiwan,4.9,661651546310
Taiwan,5.1,661650532460
Taiwan,5.5,661649915650
Taiwan,4.4,661625095040
Taiwan,5.6,661566024780
Taiwan,5.1,661565293210
Taiwan,4.1,661556253330
Taiwan,5.4,661495151820
Taiwan,4.3,661420431740
Taiwan,4.7,661387379430
Taiwan,4.3,661324546080
Taiwan,4.2,661262381340
Taiwan,4.3,661257747560
Taiwan,4.2,661254780780
Taiwan,4.5,661237290810
Taiwan,4.6,661195410950
Taiwan,4.3,661178216820
Taiwan,4.7,661175773830
Taiwan,4.8,661171463670
Taiwan,4.4,661160564360
Taiwan,4.4,661160333630
Taiwan,4.6,661150530390
Taiwan,4.2,661149407890
Taiwan,5.1,661144433080
Taiwan,5.3,661142258670
Taiwan,5.1,661139033130
Taiwan,4.6,661137648860
Taiwan,4.2,661135777860
Taiwan,4.7,661132680080
Taiwan,5.7,661130884480
Taiwan,5.9,661130339330
Taiwan,4.3,661129871730
Taiwan,4,661128740790
Taiwan,4.9,661128181860
Taiwan,4.4,661128093840
Taiwan,4.9,661126712850
Taiwan,5.3,661125398300
Taiwan,4.3,661125202690
Taiwan,5.1,661123831050
Taiwan,4.5,661122309300
Taiwan,4.7,661122005230
Taiwan,5.2,661120957470
Taiwan,4.8,661120764150
Taiwan,5.3,661120088690
Taiwan,4.5,661119664370
Taiwan,4.6,661119381410
Taiwan,4.6,661118687640
Taiwan,6.7,661117817880
Taiwan,4.3,661109320620
Taiwan,4.2,661104408170
Taiwan,5,661077448800
Taiwan,4.1,661069695260
Taiwan,4.4,661068173400
Taiwan,4.5,661066460440
Taiwan,6.3,661057308050
Taiwan,4.8,660974116810
Taiwan,4.6,660759904250
Taiwan,4,659791977410
Taiwan,5.5,658367943530
Taiwan,,657308310980
Taiwan,,656782136630
Taiwan,3.6,656525119560
Taiwan,,656429390800
Taiwan,,655866107150
Taiwan,,655813394330
Taiwan,,655103200970
Taiwan,,653271447700
Taiwan,,653074354690
Taiwan,5.8,653062142530
Taiwan,4.8,652589626330
Taiwan,,652402946010
Taiwan region,4.1,651715556340
Taiwan region,5.4,651254457860
Taiwan,4.5,650822862310
Taiwan,,650159565460
Taiwan,4.3,650061800980
Taiwan,,650004277290
Taiwan,4.6,648562012640
Taiwan,4.4,648293902340
Taiwan,,648285169340
Taiwan,,648221271400
Taiwan,4.2,648156590380
Taiwan,5.7,648155691740
Taiwan,5,648112343870
Taiwan,,648069059770
Taiwan,,647805123440
Taiwan region,,646425683200
Taiwan region,,646339197440
Taiwan,4.2,645885916610
Taiwan,,645855464270
Taiwan,3.9,645115680270
Taiwan,,644871862290
Taiwan,,644676914970
Taiwan,,644328809820
Taiwan,,643799450210
Taiwan,,643661318690
Taiwan,,643660528440
Taiwan,,643643624090
Taiwan,,643588021110
Taiwan,4,643376268770
Taiwan,4.3,641670648890
Taiwan region,,641133196330
Taiwan,3.5,640696925560
Taiwan,,640633810230
Taiwan,3.7,639766864630
Taiwan region,4.7,639629374160
Taiwan,3.3,639616241280
Taiwan,5.2,639274875040
Taiwan region,,638248086440
Taiwan region,,638104112220
Taiwan,3.8,637920537030
Taiwan,3.5,637603090230
Taiwan,,637155625120
Taiwan,3.7,636736073400
Taiwan,4.1,635950625770
Taiwan,4,635142359240
Taiwan region,,634160082160
Taiwan,3.5,633913670480
Taiwan,,633911322710
Taiwan region,,633818256860
Taiwan,,633593493900
Taiwan,,633590893230
Taiwan,,633115739820
Taiwan,,633080372630
Taiwan,3.9,632915359580
Taiwan region,,632909523630
Taiwan region,,632818959040
Taiwan,4,631476537090
Taiwan,4.2,631458301340
Taiwan,,631261612300
Taiwan,,631063225980
Taiwan,,631058204740
Taiwan,3.9,631003000340
Taiwan,,630934863790
Taiwan region,,630826470110
Taiwan,,630717760160
Taiwan,3.8,630580427770
Taiwan region,,629563684040
Taiwan,,629324149410
Taiwan,,629170693530
Taiwan region,5,628729186520
Taiwan,,628138392330
Taiwan region,,627788164130
