,title,like,location,price,country,style,review,bookmark,discount
8991,半路咖啡 Halfway Coffee,17.0,上環東街12號地舖,$101-200,西式,咖啡店,(30 食評),6546,
8992,ABC Kitchen,108.0,上環皇后街1號皇后街熟食市場7號舖,$201-400,西式,薄餅,(177 食評),7055,
8993,Barista Jam,76.0,上環蘇杭街126-128號地下D舖,$50以下,澳洲菜,意大利菜,(96 食評),7533,
8994,3rd Space,12.0,上環差館上街16號地舖,$101-200,西式,甜品/糖水,(25 食評),4386,
8995,八蠔吧 Raw Bar No.8,36.0,上環樂古道2號地舖,$401-800,西式,蠔吧,(46 食評),326,
8996,Kaffeine,11.0,上環蘇杭街108號地舖,$51-100,西式,咖啡店,(24 食評),2848,
8997,Paper Stone Bakery,23.0,上環德輔道中308號富衛金融中心地下4及5號舖,$50以下,西式,麵包店,(40 食評),1246,
8998,MANA! Cafe,7.0,上環大安台8號,$50以下,西式,素食,(14 食評),2944,
8999,Supafood,10.0,上環蘇杭街1號地舖,$51-100,西式,果汁,(13 食評),1147,
9000,The Lot on Possession,28.0,上環水坑口街22號,$101-200,西式,薄餅,(40 食評),1939,
9001,Triple King Cafe,13.0,上環永樂街1-3號世瑛大廈2樓203室,$51-100,西式,樓上cafe,(22 食評),1089,
9002,Das Gute,97.0,上環德輔道中323號西港城地下1-3號舖,$50以下,西式,麵包店,(167 食評),1076,
9003,12Noon,13.0,上環德輔道中173號南豐大廈地下G7號舖,$51-100,西式,果汁,(18 食評),302,
9004,MoMo Pizza.Pasta.Beer,12.0,上環永樂街1-3號世瑛大廈1樓103室,$101-200,西式,西式,(17 食評),581,
9005,珍妮曲奇 Jenny Bakery,17.0,上環永和街15號地舖,$51-100,西式,麵包店,(43 食評),2380,
9006,貘記 Makee,7.0,上環永樂街65號4樓,$51-100,西式,咖啡店,(7 食評),941,
9007,KonFusion Restaurant and Bar,10.0,上環皇后大道西42-56號賴恩樓地下B號舖,$101-200,意大利菜,西式,(10 食評),452,惠顧兩客主菜可享免費薄餅或意粉一客
9008,Little Birdy,4.0,上環新街16-17號地下,$51-100,澳洲菜,薄餅,(4 食評),1884,
9009,東街咖啡 Cafe 34T,6.0,上環東街34號地舖,$51-100,西式,All Day Breakfast,(8 食評),845,
9010,The Cupping Room,4.0,上環普慶坊62-72號銀禧大廈地下8號舖,$50以下,西式,咖啡店,(12 食評),918,
9011,The Blackstar Kitchen And Cockails,14.0,上環永樂街81號地舖,$101-200,西式,酒,(19 食評),474,
9012,CoCo Espresso,7.0,上環干諾道中168-200號信德中心西翼4樓402F號舖,$50以下,西式,三文治,(9 食評),426,
9013,Knead,6.0,上環蘇杭街28號地舖,$51-100,西式,三文治,(14 食評),1019,
9014,威仕頓餐廳 Western Papa,14.0,上環德輔道中304-306號地下,$51-100,西式,西餐廳,(36 食評),290,
9015,Steam Cafe,10.0,上環皇后街62-63號時代商業大廈4樓,$51-100,西式,咖啡店,(14 食評),602,
9016,Classified,37.0,上環荷李活道108號地舖,$101-200,西式,All Day Breakfast,(75 食評),2526,晚膳自選餐牌75折（晚上6時後）
9017,Grove Sandwiches,11.0,上環永樂街50號昌盛大廈地舖,$50以下,西式,三文治,(24 食評),228,
9018,Just Coffee Hipster,4.0,上環太平山街16號地下B舖,$50以下,西式,All Day Breakfast,(5 食評),585,
9019,The Dutch Cheese and More,11.0,上環皇后大道中232號地下,$101-200,荷蘭菜,酒,(14 食評),963,
9020,Homei,38.0,上環太平山街22-24A號B地舖,$50以下,西式,咖啡店,(44 食評),2649,
9021,肯德基家鄉雞 Kentucky Fried Chicken,8.0,上環干諾道中168-200號信德中心2樓231A號舖,$50以下,美國菜,快餐店,(34 食評),118,
9022,238 Restaurant,17.0,上環荷里活道238號地舖,$201-400,荷蘭菜,法國菜,(26 食評),870,
9023,Po's Atelier,10.0,上環普慶坊62號地下,$50以下,西式,麵包店,(16 食評),2188,
9024,Happytown Cafe Central,5.0,上環堅道138號寶玉閣地下B舖,$51-100,西式,三文治,(5 食評),255,
9025,CoCo Espresso,3.0,上環蘇杭街13-15號地舖,$50以下,西式,All Day Breakfast,(5 食評),845,
9026,星巴克咖啡 Starbucks Coffee,11.0,上環干諾道中168-200號信德中心2樓226-227號舖,$50以下,美國菜,沙律,(27 食評),94,
9027,Room28,4.0,上環文咸東街22-26號栢庭坊5樓,$201-400,意大利菜,西式,(8 食評),1345,
9028,Blue Supreme,3.0,上環東街21號地舖,$201-400,美國菜,美國菜,(3 食評),1192,
9029,半路咖啡 Halfway Coffee,2.0,上環摩羅上街26號地舖,$50以下,西式,咖啡店,(3 食評),319,
9030,The Cottage Gastropub,9.0,上環蘇杭街87-89號地舖 （於急庇利街）,$201-400,英國菜,美國菜,(16 食評),582,
9031,Grab,5.0,上環永樂街1-3號世瑛大廈13樓1301室,$51-100,美國菜,三文治,(9 食評),205,
9032,Upp Kitchen & Bar,8.0,上環干諾道中168-200號信德中心4樓402C-E號舖,$101-200,西式,酒,(12 食評),168,
9033,Coffee & Laundry,2.0,上環皇后街1號地下F號舖,$50以下,西式,咖啡店,(3 食評),683,
9034,Twinkle Baker Decor,3.0,上環德輔道中199號無限極廣場1樓Arcade Space 02號舖,$50以下,西式,西式糕點,(8 食評),115,
9035,FOODBOX,5.0,上環文咸東街14號地舖,$51-100,西式,三文治,(7 食評),280,
9036,咖啡熱 Coffever,4.0,上環寶恒商業中心地下2號舖,$51-100,西式,All Day Breakfast,(4 食評),151,
9037,Deluxe Bakery,3.0,上環德輔道中212-214號德輔商業中心地下A號舖,$50以下,西式,麵包店,(9 食評),80,
9038,Cafe Queen,6.0,上環皇后大道中237號太興中心地下A舖,$101-200,意大利菜,西式,(10 食評),226,送 25里數 / 30積分
9039,麥當勞 McDonald's,21.0,上環干諾道中168-200號信德中心2樓267號舖,$50以下,美國菜,漢堡包,(47 食評),117,
9040,Cali-Mex Bar & Grill,2.0,上環上環永樂街77號地下,$201-400,美國菜,墨西哥菜,(4 食評),162,送 25里數 / 30積分
9041,Le Velo - The Baker,42.0,上環干諾道中74-77號標華豐集團大廈地下A舖,$50以下,西式,三文治,(67 食評),507,
9042,SP_CE cafe & lounge,1.0,上環普慶坊20號地下,$51-100,西式,咖啡店,(4 食評),799,
9043,麥當勞 McDonald's,3.0,上環德輔道中267-275號龍記大廈地下及1樓,$50以下,美國菜,漢堡包,(12 食評),51,
9044,MAN MO DIM SUM,3.0,上環摩羅上街40號地鋪,$201-400,西式,點心,(4 食評),275,
9045,龍島美食店 Lucullus Gourmet Shop,4.0,上環德輔道中199號無限極廣場1樓Koisk 1,$51-100,西式,西式糕點,(7 食評),56,
9046,太平洋咖啡 Pacific Coffee Company,3.0,"上環荷李活道233號荷李活商業中心地下1,3至5號",$50以下,美國菜,沙律,(4 食評),68,
9047,煮意 Idea,14.0,上環蘇杭街46號地下,$50以下,西式,西餐廳,(16 食評),652,
9048,Marks & Spencer 食品專門店 Marks & Spencer Food Store,3.0,上環干諾道中168-200號信德中心2樓206-209舖,$51-100,西式,麵包店,(7 食評),46,
9049,McCafe,5.0,上環德輔道中267-275號龍記大廈地下入口及1樓,$50以下,美國菜,麵包店,(10 食評),26,
9050,Rapha,1.0,上環西街56號地舖,$50以下,西式,咖啡店,(1 食評),137,
9051,星巴克咖啡 Starbucks Coffee,4.0,上環德輔道西28號宜必思酒店地下2號舖,$50以下,美國菜,沙律,(4 食評),55,
9052,Pret A Manger,1.0,上環德輔道中199號無限極廣場1樓109-10號舖,$50以下,西式,咖啡店,(1 食評),17,
9053,One Star House Party,2.0,上環水池巷6-7號地舖 SoHo Printing Press,$401-800,西式,多國菜,(2 食評),277,
9054,東海堂 Arome Bakery,6.0,上環德輔道中188號金龍中心地下4號舖,$50以下,西式,麵包店,(13 食評),57,
9055,Schragels,1.0,上環普仁街17號,$51-100,西式,麵包店,(4 食評),558,
9056,辦館蒸餾所 Lof10 Distillery,1.0,上環必列者士街29-31號地庫,$101-200,西式,酒吧,(2 食評),379,
9057,星巴克咖啡 Starbucks Coffee,5.0,上環德輔道中254號金融商業大廈地下,$50以下,美國菜,沙律,(9 食評),103,
9058,Mos Burger,1.0,上環干諾道中168-200號信德中心4樓401號舖,$50以下,美國菜,漢堡包,(3 食評),13,
9059,愛烘焙麵包工房 ibakery,1.0,上環普仁街17號地下5號舖,$50以下,西式,麵包店,(1 食評),50,
9060,Reserva Ibérica • The Ham Shop,1.0,上環差館上街15號地下C舖,$201-400,西班牙菜,西班牙菜,(1 食評),425,食品9折
9061,Polygon,1.0,上環文咸東街40號泰基商業大廈地下,$50以下,西式,西式,(1 食評),142,
9062,McCafe,4.0,上環干諾道中168-200號信德中心2樓267號舖,$50以下,美國菜,麵包店,(9 食評),15,
9063,菲爾斯曲奇專賣店 Mrs Fields Cookies,4.0,上環港鐵上環站10號舖,$50以下,西式,西式糕點,(7 食評),29,$50電子現金禮劵9折 *優惠碼：HSBC10
9064,愛烘焙麵包工房 ibakery,1.0,上環德輔道中199號無限極廣場1樓Arcade Space 02號舖,$50以下,西式,麵包店,(1 食評),11,
9065,太平洋咖啡 Pacific Coffee Company,3.0,上環德輔道中199號無限極廣場1樓101-102號舖,$50以下,美國菜,沙律,(5 食評),119,
9066,Golden Cup Specialty Coffee,,上環德輔道西9號地舖,$50以下,西式,咖啡店,(2 食評),263,
9067,ZOO,2.0,上環蘇杭街33號地下,$101-200,西式,西式,(4 食評),143,
9068,太平洋咖啡 Pacific Coffee Company,5.0,上環皇后大道中367-375號萬利商業大廈地下,$50以下,美國菜,沙律,(11 食評),60,
9069,TASTE,2.0,上環德輔道西28號宜必思香港中上環酒店6樓,$101-200,西式,酒店餐廳,(3 食評),92,
9070,星巴克咖啡 Starbucks Coffee,12.0,上環林士街1號廣發行大廈地下B號舖,$50以下,美國菜,沙律,(13 食評),74,
9071,Corner Kitchen,1.0,上環新街21號地下,$401-800,西式,私房菜,(3 食評),238,
9072,Juice Factory,1.0,上環文咸東街30號地下B舖,$50以下,西式,果汁,(1 食評),20,
9073,東海堂 Arome Bakery,3.0,上環干諾道中168-200號信德中心2樓232號舖,$50以下,西式,麵包店,(7 食評),32,
9074,LE BAR,3.0,上環德輔道西28號宜必思香港中上環酒店5樓,$50以下,西式,酒吧,(5 食評),80,
9075,Bluebird Coffee,,上環德輔道西103號樂基商業中心地下B號舖,$51-100,西式,西式,(1 食評),7,
9076,Harbourside Cafe & Lounge,2.0,"上環干諾道中168-200號信德中心3樓301A, 302A-B & 303A號",$51-100,西式,會所,(3 食評),36,
9077,Origin Roastery,,上環皇后大道中197A號地舖,$51-100,西式,咖啡店,,50,
9078,FOODBOX,,上環永樂街77號OVEST地下G02舖,$51-100,西式,三文治,(1 食評),8,
9079,星巴克咖啡 Starbucks Coffee,3.0,上環皇后大道中328號中源中心地下G61-62舖,$50以下,美國菜,沙律,(6 食評),56,
9080,McCafe,,上環皇后大道中287號永傑中心地下2A號舖,$50以下,美國菜,麵包店,(2 食評),10,
9081,Subway,2.0,上環蘇杭街106號地下A號舖,$50以下,西式,三文治,(4 食評),80,
9082,加利年餅屋 Catherine Bakery,11.0,上環皇后大道中378號福陞閣1號地下,$50以下,西式,麵包店,(26 食評),97,
9083,柏萄匯品酒室 Prime Cellar Tasting Room,1.0,上環永樂街50號昌盛大廈1樓全層,$51-100,西式,酒,(5 食評),43,
9084,麥當勞 McDonald's,7.0,上環皇后大道中287號永傑中心地下,$50以下,美國菜,漢堡包,(24 食評),61,
9085,Prisma Coffee Company,,上環皇后大道中197號地舖,$50以下,西式,三文治,,177,
9086,侘寂珈琲 Wabi Sabi Coffee,,上環磅巷4號地下,$51-100,西式,咖啡店,,13,
9087,18 Grams,,上環孖沙街1-3號地下,$51-100,西式,All Day Breakfast,,127,
9088,孖熊曲奇店 Twin Bear Bakery Co Limited,,上環急庇利街8號金豐大廈地下F號舖,$51-100,西式,麵包店,,18,
9089,豪酒窖 Grand Wine Cellar,,上環皇后大道西2-12號百匯廣場A38舖,$201-400,西式,酒,,6,
9090,3rd Space (已搬遷),58.0,上環普慶坊22A太慶大廈地舖,$101-200,西式,甜品/糖水,(97 食評),6986,
9091,CoCo Espresso (已搬遷),62.0,上環皇后大道中197號地舖,$50以下,西式,All Day Breakfast,(79 食評),2107,
9092,Ask (已搬遷),2.0,上環蘇杭街12-14號啟豐大廈地下,$51-100,西式,咖啡店,(3 食評),85,
9093,百里居 Thyme (已搬遷),3.0,上環禧利街31號地下A1舖,$50以下,西式,果汁,(6 食評),48,
9094,Oyster Station Snack & Oyster Bar (已搬遷),48.0,上環蘇豪必列者士街31號,$401-800,西式,海鮮,(65 食評),463,
9095,Knockbox Coffee Company (已搬遷),4.0,上環太平山街14號B地下,$51-100,西式,咖啡店,(4 食評),147,
9096,Java  Java 咖啡店 Java Java Coffee and Tea Lounge (已搬遷),5.0,上環荷李活道188號A地下C室,$50以下,西式,麵包店,(11 食評),155,
9097,Corner Kitchen (已搬遷),1.0,上環普慶坊20號地下,$801以上,西式,私房菜,(2 食評),45,
9098,太平洋咖啡 Pacific Coffee Company (已搬遷),9.0,上環德輔道中199號無限極廣場地下G01號舖,$50以下,美國菜,沙律,(17 食評),20,
9099,Grove Sandwiches (已搬遷),4.0,上環永樂街2-6號廣發行地下C舖 (中遠大廈對面),$50以下,西式,三文治,(10 食評),15,
9100,Patio 88 (已搬遷),22.0,上環蘇杭街88號地下,$51-100,西式,西餐廳,(34 食評),95,
9101,Mr. Green Juice (已搬遷),,上環文咸西街18號盤谷銀行大廈21樓1號室,$50以下,西式,果汁,,3,
9102,TAVA Turkish & Mediterranean Cuisine,4.0,上環禧利街31地下1B號舖,$51-100,地中海菜,土耳其菜,(6 食評),150,
9103,Blue · Butcher & Meat Specialist,31.0,上環荷李活道108號地舖,$201-400,多國菜,酒吧,(44 食評),5099,
9104,Purple Tomato,10.0,上環蘇杭街2號,$51-100,多國菜,多國菜,(12 食評),356,
9105,Confusion Plant based Kitchen,3.0,上環上環蘇杭街103號地舖,$51-100,多國菜,素食,(3 食評),552,
9106,味道 Yum Yum,4.0,上環畢街15號地舖,$51-100,多國菜,粉麵/米線,(7 食評),151,
9107,哈佛提素 Harvester,20.0,上環干諾道西3號億利商業大廈地下A-B號舖,$51-100,多國菜,素食,(39 食評),888,
9108,La Lune,4.0,上環永和街23-29號地下1號舖,$101-200,多國菜,西餐廳,(9 食評),251,
9109,Marks & Spencer 食品專門店 Marks & Spencer Food Store,3.0,上環干諾道中168-200號信德中心2樓206-209舖,$51-100,多國菜,麵包店,(7 食評),46,
9110,Sparkle Unicorn Cafe & Dining,4.0,上環孖沙街11A號地舖,$51-100,多國菜,All Day Breakfast,(4 食評),51,
9111,Secret Ingredient (非門市),18.0,,$101-200,多國菜,外賣店,(34 食評),622,
9112,One Star House Party,2.0,上環水池巷6-7號地舖 SoHo Printing Press,$401-800,多國菜,西式,(2 食評),277,
9113,The Poké Co,,上環德輔道中308號富衛金融中心地下1號舖,$51-100,多國菜,多國菜,(1 食評),33,
9114,LE BAR,3.0,上環德輔道西28號宜必思香港中上環酒店5樓,$50以下,多國菜,酒吧,(5 食評),80,
9115,Green Darts Cafe & Bar,,上環永樂街87號泰達大廈1樓B室,$51-100,多國菜,酒吧,,41,
9116,名宴 CookTown,,上環駱克道369號置家中心一樓103室,$401-800,多國菜,私房菜,,7,
9117,Fusion Curry 188,,上環荷里活道188號地舖,$51-100,多國菜,咖喱,,9,
9118,Chomchomyomyom,,上環修打蘭街16號榮興商業大廈23樓,$401-800,多國菜,Fine Dining,,68,
9119,3rd Space (已搬遷),58.0,上環普慶坊22A太慶大廈地舖,$101-200,多國菜,甜品/糖水,(97 食評),6986,
9120,天然齋 Green Veggie (已搬遷),17.0,上環德輔道中254號金融商業大廈1樓A-B室,$51-100,多國菜,素食,(18 食評),957,
9121,Kale (已搬遷),34.0,上環永樂街1-3號世瑛大廈1301室,$51-100,多國菜,麵包店,(44 食評),1867,
9122,名宴 CookTown (已搬遷),,上環蘇杭街93號地舖,$401-800,多國菜,私房菜,,23,
9123,勝香園 Sing Heung Yuen,950.0,中環美輪街2號排檔,$50以下,港式,茶餐廳/冰室,(1340 食評),42961,最優秀中西區/港式餐廳開飯熱店
9124,火鍋撚 Hot Pot Land,79.0,中環雲咸街46-48號雲明行3樓,$201-400,港式,火鍋,(99 食評),8530,送 25里數 / 30積分
9125,"添好運點心專門店 Tim Ho Wan, the Dim-Sum Specialists",89.0,中環港鐵香港站L1樓12A號舖,$51-100,港式,點心,(204 食評),17107,
9126,蘭芳園 Lan Fong Yuen,230.0,中環結志街2號,$50以下,港式,粉麵/米線,(687 食評),13815,
9127,超羣麵包西餅 Maria's Bakery,81.0,中環干諾道中23號香林大廈地下A舖,$50以下,港式,麵包店,(158 食評),1422,憑信用卡惠顧8吋以上小公主系列蛋糕，可享8折優惠
9128,Home. Dumpling,17.0,中環利源東街25號地下,$50以下,港式,雲吞/餃子,(31 食評),961,
9129,大家樂 Café de Coral,28.0,中環干諾道34-37號華懋大廈地庫及1樓,$50以下,港式,無肉餐單,(92 食評),278,2018 Party 100美食9折
9130,福祿壽 Fu Lu Shou,4.0,中環蘇豪荷李活道31號7樓,$101-200,港式,點心,(8 食評),3264,
9131,丹麥餅店 Danish Bakery,12.0,中環鐵行里6號地下,$50以下,港式,粉麵/米線,(32 食評),958,
9132,唐包點 Tong Bao Dim,8.0,中環港鐵中環站CEN K8b號舖,$50以下,港式,點心,(11 食評),157,
9133,美心西餅 Maxim's Cake Shop,28.0,中環港鐵香港站HOK 29號舖,$50以下,港式,麵包店,(57 食評),125,
9134,夢想豆花 Dream Tofa,17.0,中環擺花街1號廣場地下6號舖,$50以下,港式,甜品/糖水,(32 食評),1307,
9135,輕。快翠 MaoMaoEat,5.0,中環荷李活道10號(舊中區警署)大館營房大樓地下03-G08號舖,$51-100,港式,茶餐廳/冰室,(7 食評),144,
9136,陳意齋,69.0,中環皇后大道中176號B地下,$50以下,港式,小食店,(109 食評),2081,
9137,美心西餅 Maxim's Cake Shop,27.0,中環港鐵中環站CEN E18號舖,$50以下,港式,麵包店,(51 食評),106,
9138,波記(大排檔) Ball Kee,45.0,中環士他花利街,$50以下,港式,大牌檔,(59 食評),1588,
9139,南記粉麵 Nam Kee Spring Roll Noodle Co. Ltd,6.0,中環域多利皇后街5-8號地下,$50以下,港式,粉麵/米線,(20 食評),487,
9140,車仔麵世家,9.0,中環永吉街3-7號地下C舖,$50以下,車仔麵,港式,(12 食評),357,
9141,翠華餐廳 Tsui Wah Restaurant,34.0,中環德輔道中84-86號地下,$51-100,港式,無肉餐單,(85 食評),902,
9142,深井陳記燒鵝,4.0,中環德己立街18號業豐大廈2樓208室,$50以下,港式,燒臘,(13 食評),620,
9143,昭隆美食 Chiu Lung Fast Food,9.0,中環昭隆街21-23號地下,$50以下,港式,快餐店,(21 食評),269,
9144,can‧teen,3.0,中環遮打道10號太子大廈3樓309-313A號舖,$51-100,港式,快餐店,(8 食評),298,
9145,權記雲吞麵 Kuen Kee Won Ton Noodle,23.0,中環卑利街2號地下,$50以下,港式,粉麵/米線,(34 食評),515,
9146,維景小食,9.0,中環往長洲碼頭,$50以下,港式,外賣店,(14 食評),38,
9147,權記雲吞麵,13.0,中環皇后大道中303號,$50以下,港式,粉麵/米線,(20 食評),313,
9148,四季大禮堂 Four Seasons Grand Ballroom,6.0,中環金融街8號香港四季酒店2樓,$801以上,港式,酒店餐廳,(8 食評),203,
9149,日新鮮豆漿 Daily Fresh Soybean Milk,21.0,中環士丹利街86號地舖,$50以下,港式,港式,(26 食評),466,
9150,大家樂 Café de Coral,5.0,中環港鐵香港站27A及27B號舖,$50以下,港式,無肉餐單,(9 食評),175,
