Name,Location,Price,Region,Style,Likes
鮨心 Kokoro Sushi,旺角彌敦道703-705號金鑽璽1樓(快富街入口),$201-400,法國菜,甜品/糖水,187
原の味 Naked,尖沙咀麼地道61號冠華中心地下G1號舖,$201-400,日本菜,壽司/刺身,147
相馬日式火鍋 Soma Shabu Shabu,觀塘成業街10號電訊一代廣場1樓B2號舖,$101-200,日本菜,壽司/刺身,62
Namo Avant Thai Restaurant,"尖沙咀麼地道68號帝國中心G2-4,18-22號舖",$201-400,日本菜,火鍋,74
Insta Crepes,中環蘇豪伊利近街63號地舖,$51-100,泰國菜,酒吧,27
Are U Labeler,何文田梭椏道25A地舖,$51-100,日本菜,壽司/刺身,16
Tamarind Pan-Asian Restaurant & Bar,灣仔港灣道30號新鴻基中心2樓,$201-400,西式,咖啡店,18
貝爾特酒廊 pentalounge,屯門震寰路6號香港屯門貝爾特酒店1樓,$101-200,越南菜,酒,10
千賀水產 Ten Million Japanese Restaurant,元朗西裕街達輝徑1號足彬大廈1號地舖,$101-200,港式,酒店餐廳,186
LAB EAT Restaurant & Bar,旺角彌敦道700號T.O.P. This is Our Place 5樓502號舖,$201-400,日本菜,日式放題,88
小糖鈕 Sweet Button,尖沙咀堪富利士道6-6A號3樓,$51-100,西式,海鮮,88
BABY K Bora Seafood,尖沙咀河內道18號K11購物藝術館3樓314號舖,$101-200,西式,甜品/糖水,50
野玩田店 Something Wild - The Farm,尖沙咀河內道18號K11購物藝術館2樓201號舖,$101-200,意大利菜,海鮮,86
La Postre,銅鑼灣銅鑼灣耀華街3-9號百樂中心19樓,$101-200,西式,薄餅,191
Pizza Piazza,荔枝角長沙灣道883號億利工業中心地下1A舖,$101-200,西班牙菜,甜品/糖水,135
The Balcony,中環皇后大道中118號3樓,$201-400,意大利菜,薄餅,70
Tipsy Restaurant & Bar,大坑銅鑼灣道98號1樓,$201-400,日本菜,西式,39
Plato Cafe & Bistro,佐敦吳松街186-188號地舖,$101-200,多國菜,酒,97
Deer Kitchen,觀塘興業街4號The Wave 6樓 01室,$101-200,西式,甜品/糖水,26
Fish & Chick,西環西營盤高街27號地舖,$101-200,西式,沙律,15
The Boil Restaurant & Bar,中環雲咸街29號LKF 29 地下和1樓,$201-400,英國菜,海鮮,11
糖果工房 Sugar Factory Cafe,旺角登打士街36號恆威商業中心13樓,$51-100,美國菜,海鮮,7
Marco's Oyster Bar & Grill,半山羅便臣道30-32號寶時大廈地舖,$201-400,日本菜,甜品/糖水,3
Pokka Cafe,荃灣青山公路荃灣段398號愉景新城1樓1064舖,$101-200,意大利菜,意大利菜,6
Rimi Cafe,旺角登打士街43H號登打士廣場20樓全層,$51-100,日本菜,咖啡店,151
The Grill Room,銅鑼灣駱克道459-461號The L. Square 5樓,$201-400,西式,樓上cafe,508
Plato Cafe & Bistro,油麻地彌敦道483-485號2樓,$101-200,西式,扒房,407
孖啡 Double Cafe,旺角彌敦道577號高氏大樓4樓,$51-100,西式,甜品/糖水,294
Pom's Kitchen & Deli,佐敦德興街7號A-B號舖,$101-200,西式,甜品/糖水,268
第三站 Station 3 Cafe,旺角洗衣街39號金雞廣場25樓08-09室,$101-200,西式,西餐廳,269
億饍 Multi Taste,旺角彌敦道558-560號譽發廣場4樓,$101-200,意大利菜,咖啡店,277
八幡屋涮涮鍋 Yahataya Shabu Shabu,旺角彌敦道628號瓊華中心12樓全層,$101-200,粵菜 (廣東),湯品,371
The Grill Room,尖沙咀堪富利士道6-6A號爵寓2樓,$201-400,日本菜,火鍋,163
Gioia Charcoal Grill & Oyster Bar,西環堅尼地城吉席街55-57號美新大廈地下A-C舖,$201-400,西班牙菜,西班牙菜,171
緣聚西日餐廳 Together,元朗西裕街5-11號金福閣地庫,$101-200,多國菜,海鮮,209
The Oyster House,灣仔謝斐道154號地下C號舖,$201-400,日本菜,自助餐,177
金蘭花泰國餐廳 Sawali Club,銅鑼灣怡和街22號3樓,$101-200,意大利菜,海鮮,129
泰廳 Thai Ten,元朗青山公路元朗段234-242號福德樓地下5號舖,$51-100,泰國菜,泰國菜,114
紅館 Rare Restaurant,中環擺花街9號地舖及地庫,$101-200,泰國菜,泰國菜,98
翠林辣蟹舫 Greenland Spicy Crab,尖沙咀亞士厘道24-38號天星大廈1樓A號舖,$101-200,意大利菜,法國菜,114
Rosie's Cafe by cafe company,沙田沙田正街18號新城市廣場第三期3樓A305號舖,$101-200,港式,火鍋,84
稻成小館 Dab-pa Peking & Szechuan Bistro,屯門屯隆街3號屯門市廣場一期2樓2162號舖,$101-200,西式,咖啡店,76
品越越式料理 La'taste Vietnamese Cuisine,旺角彌敦道639號雅蘭中心1樓116號舖,$51-100,川菜 (四川),中菜館,115
相馬日式火鍋 Soma Shabu Shabu,荔枝角長義街10號昌隆工業大廈1樓B-C舖,$101-200,越南菜,粉麵/米線,81
Involtini Italian Cuisine,銅鑼灣駱克道459-461號 The L. Square 11樓,$201-400,日本菜,火鍋,55
The Mafe Cafe,旺角彌敦道577號高氏大樓3樓A-B室,$51-100,意大利菜,西式糕點,98
The Trafalgar Brewing Company,灣仔港灣道28號Brim 28灣景中心1樓10號舖,$51-100,西式,海鮮,57
鹽澤 Shiozawa Teppanyaki Restaurant,銅鑼灣耀華街38號Zing! 28-29樓,$401-800,西式,薄餅,31
Amber’s Table,紅磡黃埔新天地百寶坊(第3期)地下G27號舖,$101-200,日本菜,鐵板燒,29
La Cobi Restaurant & Tapas,灣仔麥加力歌街13號地舖,$201-400,西式,Fine Dining,39
金蘭花泰國菜 Sawali Club,灣仔軒尼詩道18-20號永昌大廈2樓,$101-200,西班牙菜,海鮮,60
燒乜 Yakimon,中環擺花街8號3樓,$201-400,泰國菜,泰國菜,14
OZU Bar,中環荷李活道1號地下,$101-200,日本菜,串燒,15
龍圖閣海鮮飯店 Fresh Seafood Restaurant,尖沙咀漆咸道南17-19號帝后廣場1樓,$101-200,日本菜,酒,31
KonFusion Restaurant and Bar,上環皇后大道西42-56號賴恩樓地下B號舖,$101-200,粵菜 (廣東),海鮮,10
Nomads,尖沙咀金巴利道53-59號地下A室,$201-400,意大利菜,薄餅,27
Burgeroom,尖沙咀彌敦道132號美麗華廣場一期2 樓 207 號舖,$51-100,蒙古菜,薄餅,433
Doux,旺角彌敦道726號18樓全層,$101-200,美國菜,漢堡包,380
Ocio,旺角煙廠街33號朗廷軒地下B舖,$101-200,多國菜,甜品/糖水,431
Cambo ขุนทอง,尖沙咀彌敦道100號The ONE 4樓L403舖,$101-200,多國菜,甜品/糖水,383
Le Viet,尖沙咀彌敦道100號The ONE 4樓L402舖,$101-200,港式,西式糕點,308
慢煮工業 Under Vacuum The Steak,太子太子道西91號地舖,$51-100,越南菜,串燒,257
慢煮工業 The Hangout by Under Vacuum,太子白楊街15-19號萬安大樓地下及1樓,$101-200,日本菜,串燒,314
K2 Kitchen,觀塘巧明街106號冠力工業大廈13樓6室,$101-200,多國菜,酒,260
悠蔬食 Leisurely Veggie,銅鑼灣渣甸街50號渣甸中心25樓,$101-200,多國菜,海鮮,237
Lo Spazio,銅鑼灣恩平道42號亨利中心7樓,$201-400,川菜 (四川),中菜館,250
i kitchen,觀塘巧明街106號冠力工業大廈201室,$101-200,意大利菜,海鮮,250
泰聚 Thai Gather Restaurant & Bar,太子花園街239號嘉慶苑地下,$101-200,多國菜,多國菜,233
雅 ‧悠蔬食 Leisurely Veggie,尖沙咀金馬倫道48號中國保險大廈3樓B號舖,$101-200,西班牙菜,酒,197
正宗水上人氣鍋專門店 Boat Dweller Steam Hot Pot Specialist,旺角砵蘭街196號地下,$201-400,多國菜,素食,261
Home Sweet Home,太子基隆街13號永基樓地舖,$101-200,粵菜 (廣東),火鍋,233
Give Me 5,觀塘鴻圖道90號5樓,$101-200,英國菜,甜品/糖水,258
Siam 28,銅鑼灣軒尼詩道525號澳門逸園中心28樓,$101-200,多國菜,甜品/糖水,157
Darci by Aldou,元朗鳳攸南街9號好順利大廈地下60號,$101-200,意大利菜,適合大夥人,170
Spark Bar & Restaurant,中環蘭桂坊雲咸街29號LKF 29 4樓,$201-400,粵菜 (廣東),點心,168
Check-In Taipei,中環蘇豪荷李活道27號地舖,$101-200,意大利菜,海鮮,143
Goobne Chicken,中環威靈頓街2-8號威靈頓廣場M88 5樓,$101-200,澳洲菜,All Day Breakfast,148
Bella Shine,觀塘巧明街114號迅達工業大廈2樓B室,$101-200,韓國菜,韓式炸雞,193
OM Tapas,尖沙咀棉登徑1號地舖,$201-400,日本菜,拉麵,130
火鍋英雄 Hot Pot Hero,銅鑼灣駱克道491-499號京都廣場三樓,$201-400,西班牙菜,酒,150
Chic by The Oyster House,尖沙咀金馬倫道33號The Cameron 2樓,$401-800,川菜 (四川),火鍋,173
Brunch Club & Supper,銅鑼灣禮頓道13號1樓,$101-200,德國菜,西班牙菜,188
鳴橋燒肉料理,旺角砵蘭街104號,$101-200,英國菜,All Day Breakfast,198
Ulyssa by Aldou,荔枝角長沙灣道883號億利工業中心2樓203室,$101-200,日本菜,壽司/刺身,147
正宗水上人蒸氣鍋專門店 Boat Dweller Steam Hot Pot Specialist,尖沙咀加拿分道49號地下,$201-400,西式,咖啡店,194
龍麵館 Dragon Noodles Academy,中環德輔道中68號萬宜大廈萬宜廊地下G04號舖,$201-400,粵菜 (廣東),火鍋,115
滿屋日本料理 Manya Japanese Restaurant,荃灣眾安街55號大鴻輝(荃灣)中心10樓,$201-400,粵菜 (廣東),粉麵/米線,215
Gastrobox the Cameron,尖沙咀金馬倫道33號 The Cameron 1樓101號舖,$101-200,日本菜,日式放題,115
BOM Cuisine,長沙灣青山道441號地舖,$51-100,意大利菜,海鮮,119
Lava Java 咖啡西餐廳 Lava Java Cafe & Restaurant,觀塘開源道71號王子大廈5樓B室,$101-200,葡國菜,酒,159
BRICK LANE,金鐘添美道1號中信大廈4樓404號舖,$101-200,西式,漢堡包,139
Oldish,上環東街53號地舖,$101-200,英國菜,甜品/糖水,129
Chez Bistro,銅鑼灣耀華街3號百樂中心21樓,$201-400,英國菜,All Day Breakfast,162
壹玖捌叁 Hong Kong Cuisine,跑馬地載德街2-4號1樓,$201-400,西式,西餐廳,146
水木日本料理 Mizuki Japanese Restaurant,灣仔譚臣道13-15號萬利中心2樓,$201-400,粵菜 (廣東),山珍海味,129
Anchor’s Seafood and Beer House,荃灣油柑頭青山公路汀九段123號汀蘭居地下,$201-400,日本菜,壽司/刺身,94
飲茶 Yum Cha,旺角亞皆老街8號朗豪坊4樓7號舖,$101-200,西式,海鮮,82
香港郵意 Postcollectionhk Cafe,尖沙咀漆咸道南61-65號首都廣場2樓80-82號舖,$51-100,泰國菜,海鮮,151
木槿花韓牛專門店 Mugung Hanwoo Beef Specialist,中環士丹頓街33號地舖,$201-400,多國菜,甜品/糖水,116
616麥子,尖沙咀赫德道4號The Hart 1樓,$201-400,韓國菜,韓燒,151
616七桌子,"紅磡民泰街27-47號黃埔新邨J,K,L座地下B2號舖",$101-200,港式,火鍋,114
喜來稀肉 Seorae,銅鑼灣登龍街41-51號金龍大廈地下3號舖及1樓,$101-200,港式,火鍋,67
BRICK LANE,銅鑼灣禮頓道111號利園第六期地下G01號舖,$101-200,西式,咖啡店,84
Café Crêpe,中環威靈頓街15B號地舖,$51-100,英國菜,無肉餐單,91
Amina Modern European,尖沙咀廣東道82-84號流尚坊8樓全層,$401-800,法國菜,All Day Breakfast,111
Westwood Carvery,中環蘭桂坊和安里2號地舖,$201-400,意大利菜,Fine Dining,89
Layback Cafe & Bar,尖沙咀加連威老道41號C-D嘉威大厦4樓B室,$101-200,多國菜,海鮮,89
Springfields,中環擺花街11號地鋪,$51-100,多國菜,漢堡包,86
丼瀛 J-City,觀塘巧明街109號榮昌工業大廈5樓A室,$101-200,法國菜,甜品/糖水,104
高木炭火鳥燒 Takagi Yakitori,尖沙咀棉登徑13-15號地下,$201-400,澳洲菜,扒房,90
好日咖啡店 GoodDay Cafe,銅鑼灣希雲街12號地舖,$51-100,日本菜,串燒,77
李好味 Lee Lo Mei,中環擺花街8號地下及1樓,$201-400,港式,三文治,38
湘蜀人家 Xiangshu Restaurant,灣仔莊士敦道181號大有廣場2樓218號舖,$101-200,港式,中菜館,70
Cafe R&C,銅鑼灣希雲街22-24號地舖,$101-200,川菜 (四川),中菜館,98
Moreish & Malt,紅磡蕪湖街83號逸‧酒店1樓,$101-200,西式,咖啡店,87
鍋処雪舟 Nabe-Dokoro Sessyu,銅鑼灣開平道1號Cubus 6樓,$401-800,美國菜,漢堡包,76
壹壹漁一 One One Fish One,大角咀大角咀道88號旺角帝盛酒店2樓,$101-200,日本菜,火鍋,88
北京老家 Beijing Home,灣仔皇后大道東183號合和中心7樓704及8樓802號舖,$101-200,多國菜,火鍋,83
Verde MAR,灣仔大王東街24號地下,$201-400,京菜 (官府菜),湯品,121
八鍋堂．中日火鍋專門店 Hachi Nabe,旺角西洋菜街1號兆萬中心3樓301號舖,$201-400,西式,海鮮,120
Chelsea Garden & Restaurant,佐敦柯士甸道7號UQ Place 4樓,$201-400,港式,火鍋,72
三品 燒鳥專門店,元朗教育路61號紫荊樓一期地下K號舖,$201-400,西班牙菜,地中海菜,62
麥田廚房 Wheatfield Kitchen,銅鑼灣邊寧頓街13-15號2樓,$51-100,日本菜,串燒,108
FUMI,中環德己立街30-32號加州大廈6樓,$401-800,多國菜,多國菜,90
朝花夕拾 ZhaoHuaXiShi,尖沙咀河內道18號K11購物藝術館2樓201B號舖,$101-200,日本菜,壽司/刺身,39
My Day,尖沙咀彌敦道132號美麗華廣場一期食四方6樓601號舖,$201-400,日本菜,All Day Breakfast,91
圃鍋 The Pot House,灣仔軒尼詩道314-324號 W Square 4樓,$201-400,西式,自助餐,88
灣景廳 Harbour Restaurant,灣仔港灣道4號灣景國際1樓,$201-400,日本菜,火鍋,93
Little Mario’s Pizzeria,觀塘開源道60號駱駝漆大廈3座4樓U01室,$101-200,西式,自助餐,62
鮨見 Sushi mi,尖沙咀亞士厘道18號2樓,$201-400,意大利菜,薄餅,64
功德林上海素食 Kung Tak Lam Shanghai Vegetarian Cuisine,銅鑼灣告士打道280號世貿中心10樓,$101-200,日本菜,壽司/刺身,139
象泰 Jaunty Restaurant,屯門屯門鄉事會路112-140號雅都花園1樓商場118-127號舖,$51-100,滬菜 (上海),素食,66
御品·千之味 Oi-Shi-Sushi,深水埗荔枝角道390號C號地舖,$51-100,泰國菜,泰國菜,115
牛気 Nabe Urawa,銅鑼灣軒尼詩道500號希慎廣場14樓L1404-1405號舖,$101-200,日本菜,壽司/刺身,54
新記雞粥 Sun Kee Chicken Congee,筲箕灣筲箕灣道307號地下及1樓,$50以下,日本菜,火鍋,65
Pinot Duck,赤柱佳美道23號赤柱廣場地下G07號舖,$101-200,港式,粥品,80
埠 Hatoba Japanese restaurant,西灣河鯉景灣太康街西灣河碼頭,$201-400,多國菜,酒,62
京.花朝 Fat Duck Den Chinese Cuisine,銅鑼灣耀華街3號百樂中心9樓,$101-200,意大利菜,酒,42
石牆道韓國餐廳 Dol Dam Gil Korean Restaurant,尖沙咀金巴利道27-33號永利大廈地下20及22號舖,$201-400,京菜 (官府菜),中菜館,84
鳳雛燉雞 Bongchu Jjimdak,旺角彌敦道726號10樓,$101-200,韓國菜,烤肉,56
Fang Fang,中環蘭桂坊雲咸街33號LKF Tower 8樓,$401-800,韓國菜,韓國菜,60
黑瀧板蕎麥專門店 Kurotaki,銅鑼灣告士打道280號世貿中心4樓P413-415號舖,$101-200,多國菜,酒吧,55
焰淑泰國餐廳 Imsook Thai Kitchen,銅鑼灣登龍街18號V Point地下1號舖,$101-200,日本菜,日本菜,91
來佬餐館 Loyal Dining,灣仔杜老誌道5號地下至1樓,$101-200,泰國菜,私房菜,25
施心畢老撾餐廳 Sisombath Restaurant,中環威靈頓街98號翡翠中心4樓,$51-100,港式,無肉餐單,81
滿樂潮州 Moon Lok Chiu Chow,東涌達東路20號東薈城名店倉地下22號舖,$101-200,越南菜,泰國菜,47
韓讚 Zzang,銅鑼灣渣甸街66號Aura on Pennington 2樓,$101-200,潮州菜,中菜館,45
三川居酒屋 Sansen Japanese Bar and Restaurant,銅鑼灣軒尼詩道499號永光商業大廈地庫,$101-200,韓國菜,火鍋,139
Mr. Korea BBQ,尖沙咀柯士甸道140-142號瑞信集團大廈一樓,$201-400,日本菜,壽司/刺身,57
Bistro Du Vin,西環堅尼地城爹核士街1號地下D號舖,$401-800,韓國菜,烤肉,64
叄嵐日本燒鳥串燒居酒屋 Arashi-Sann Japanese Restaurant and Bar,灣仔安樂里地下D舖,$101-200,法國菜,法國菜,48
Kampoeng,銅鑼灣糖街1-5號銅鑼灣商業大廈地庫,$51-100,西式,甜品/糖水,43
Villa Villa,大角咀埃華街88-102號大全樓地下B及D號舖,$101-200,印尼菜,湯品,57
泰越概念 V.THAi,銅鑼灣渣甸街66號Aura on Pennington 3樓,$101-200,意大利菜,薄餅,43
London House Gordon Ramsay,尖沙咀麼地道66號尖沙咀中心G5& UG 15號舖,$201-400,越南菜,咖喱,28
Town,銅鑼灣開平道1號Cubus10樓,$401-800,英國菜,英國菜,40
DOSE,中環卑利街28號地舖,$201-400,多國菜,多國菜,41
Anjappar Chettinad Indian Restaurant,尖沙咀寶勒巷3-7A號萬事昌廣場2樓202號舖,$101-200,西式,咖啡店,69
城市匯 Urban Park,中環德輔道中173號南豐大廈2樓3-5號店,$201-400,多國菜,多國菜,35
樸生 Bobsang,青衣青敬路33號青衣城1樓119B號舖,$51-100,西式,扒房,46
California Pizza Kitchen,紅磡黃埔新天地美食坊(第8期)3樓302號舖,$101-200,韓國菜,素食,33
臥龍正宗成都麻辣火鍋,銅鑼灣駱克道491-499號京都廣場11樓,$201-400,美國菜,薄餅,31
星幕 Cielo,將軍澳唐德街3號香港九龍東皇冠假日酒店47樓,$101-200,川菜 (四川),火鍋,21
Oyster Cove,天后水星街28號耀星華庭地下1號舖,$101-200,美國菜,扒房,33
Dacha Restaurant & Bar,中環蘇豪荷李活道38-40號地舖,$201-400,西式,海鮮,37
California Pizza Kitchen,將軍澳唐賢街9號PopCorn商場1樓F10號舖,$101-200,川菜 (四川),川菜 (四川),38
蠔站 OS Plus,荃灣楊屋道1號荃新天地一期上層地下UG41號舖,$101-200,美國菜,薄餅,27
Corner 18,天后英皇道18號如心銅鑼灣海景酒店1樓,$201-400,西式,蠔吧,64
風流居酒屋 FuRyu Izakaya,大圍大圍村第3街32號地舖,$101-200,多國菜,自助餐,28
白鮨 Shiro,鰂魚涌太古坊英皇道979號林肯大廈地下,$101-200,日本菜,酒,29
荷華庭園景餐廳 Lotus Courtyard Restaurant,大埔林村放馬莆43號地下,$201-400,日本菜,壽司/刺身,44
Enjoy Chef,荔枝角長沙灣道883號億利工業中心7樓704室,$101-200,西式,西式,37
California Pizza Kitchen,九龍灣宏照道38號MegaBox11樓10號舖,$101-200,西式,多國菜,130
飲茶 Yum Cha,銅鑼灣羅素街8號英皇鐘錶珠寶中心2樓,$101-200,美國菜,薄餅,13
圓點工房 Canapés Room,火炭山尾街31-41號華樂工業中心AB座3樓23-26室,$51-100,粵菜 (廣東),點心,26
享慢煮意 Fast Gourmet,中環善慶街9號地舖,$51-100,西式,咖啡店,25
Le Grand Pokka Cafe,旺角彌敦道639號雅蘭中心2樓206號舖,$101-200,多國菜,All Day Breakfast,46
Oh Food 清真阿拉伯料理 Oh Food Arabic Halal Cuisine,"灣仔灣仔盧押道11-13號修頓商業大廈11樓A,B室",$101-200,多國菜,多國菜,69
Eiffel Bistro,太古太裕路5號太古城興安閣地下G514號舖,$201-400,中東菜,沙律,21
真心 Zen,中環蘇豪士丹頓街21號地舖,$101-200,日本菜,壽司/刺身,34
瀛豐放題料理專門店,銅鑼灣駱克道491-499號京都廣場10樓,$101-200,日本菜,壽司/刺身,56
丼吉日本吉列專門店餐廳 Tonkichi Tonkatsu Seafood,尖沙咀廣東道100號彩星集團大廈10樓全層,$201-400,泰國菜,壽司/刺身,208
Mansons Lot,灣仔汕頭街15號地下,$50以下,日本菜,同客食飯,30
Armani / Aqua,中環干諾道中8號遮打大廈2樓204-205號舖,$401-800,西式,漢堡包,37
小城鎮 Little Town,北角明園西街2-6號明苑中心地舖,$51-100,日本菜,意大利菜,86
當下  Present Cafe and bar,北角和富道126號地舖,$101-200,西式,薄餅,27
魚有魚味 Sakana No Aji,中環擺花街8號2樓,$401-800,意大利菜,酒,11
QUAYSIDE,灣仔龍景街1號分域碼頭海軍商場地下,$201-400,日本菜,壽司/刺身,29
Scarlett Cafe & Wine Bar,尖沙咀柯士甸路2號地舖,$201-400,台灣菜,火鍋,92
韓讚 Zzang,銅鑼灣渣甸街66號Aura on Pennington 2樓,$101-200,法國菜,法國菜,45
DK Bar & Restaurant,尖沙咀金巴利道40號MW Plaza 2樓,$51-100,韓國菜,火鍋,39
糖果工房 Sugar Factory Cafe,旺角登打士街36號恆威商業中心13樓,$51-100,多國菜,酒吧,7
Gastrobox the Cameron,尖沙咀金馬倫道33號 The Cameron 1樓101號舖,$101-200,日本菜,甜品/糖水,115
Gastrobox The Union,西環堅尼地城卑路乍街150號加多近山地下1號舖,$101-200,意大利菜,海鮮,20
Gastrobox by Okapi Cafe,西貢萬年街67號,$101-200,西式,海鮮,38
LCB express,銅鑼灣駱克道487-489號駱克駅3樓,$101-200,意大利菜,西式,10
Lifetastic,西環石塘咀山道31-37號地下B舖,$101-200,法國菜,甜品/糖水,138
NINETYs,灣仔皇后大道東222號地下2號舖,$201-400,澳洲菜,All Day Breakfast,114
The Oyster House,灣仔謝斐道154號地下C號舖,$201-400,西式,咖啡店,177
Dacha Restaurant & Bar,中環蘇豪荷李活道38-40號地舖,$201-400,法國菜,酒,37
蠔站 OS Plus,荃灣楊屋道1號荃新天地一期上層地下UG41號舖,$101-200,俄國菜,酒吧,27
享慢煮意 Fast Gourmet,中環善慶街9號地舖,$51-100,西式,蠔吧,25
蠔站 O S Plus,將軍澳唐德街9號將軍澳中心1樓163B舖,$201-400,多國菜,All Day Breakfast,24
黃記煌三汁燜鍋,尖沙咀加拿分道16號金輝大廈1樓,$101-200,比利時菜,比利時菜,70
LAB EAT Restaurant & Bar,尖沙咀金巴利道87-89號僑豐大厦地下1-2號舖,$201-400,日本菜,壽司/刺身,432
Zenon Café,中環威靈頓街86號地舖,$51-100,西式,海鮮,221
魔膳廚房 MS KITCHEN,觀塘開源道77號業發大廈一期2樓D室,$101-200,印度菜,印度菜,268
WIRED CAFE,尖沙咀彌敦道 118 -130號美麗華廣場二期低層地下B169 號舖,$101-200,西式,甜品/糖水,137
7E咖喱王 Khyber Pass Mess Club,尖沙咀彌敦道36-44號重慶大廈E座7樓E2室,$51-100,日本菜,甜品/糖水,203
晉家門 119 Italio Restaurant & Bar,太子基隆街119號地舖,$101-200,印度菜,咖喱,73
捌壹壹 811 Sichuan Cuisine,旺角奶路臣街33號地下F號舖,$101-200,粵菜 (廣東),點心,61
Dorsett Café,葵涌健全街28號地舖,$101-200,川菜 (四川),火鍋,8
嚐味 Gusto Restaurant,荃灣青山公路荃灣段398號愉景新城2樓L2-2030號舖,$51-100,西式,西式,8
印度皇 Basmati (Taste of India),上環干諾道中137-139號三台商業大廈1樓,$51-100,港式,粉麵/米線,56
原の味 Naked,尖沙咀麼地道61號冠華中心地下G1號舖,$201-400,法國菜,甜品/糖水,147
Uptop Bistro and Bar,尖沙咀漆咸道南117號珀薈酒店19樓,$201-400,日本菜,壽司/刺身,96
相馬日式火鍋 Soma Shabu Shabu,觀塘成業街10號電訊一代廣場1樓B2號舖,$101-200,西式,沙律,62
居食屋「和民」 Watami Japanese Casual Restaurant,銅鑼灣告士打道311號皇室堡4樓401號舖,$101-200,日本菜,火鍋,78
Insta Crepes,中環蘇豪伊利近街63號地舖,$51-100,日本菜,壽司/刺身,27
Are U Labeler,何文田梭椏道25A地舖,$51-100,法國菜,甜品/糖水,16
貝爾特酒廊 pentalounge,屯門震寰路6號香港屯門貝爾特酒店1樓,$101-200,西式,咖啡店,10
Monkey Cafe,灣仔皇后大道東373號英皇駿景酒店地下,$101-200,港式,酒店餐廳,4
La Postre,尖沙咀厚福街8號H8地下,$101-200,西班牙菜,甜品/糖水,128
丼瀛 J-City,佐敦廟街188號地舖,$101-200,意大利菜,薄餅,111
GOCHISO,尖沙咀河內道18號K11購物藝術館2樓219-220舖,$101-200,日本菜,壽司/刺身,72
Tipsy Restaurant & Bar,大坑銅鑼灣道98號1樓,$201-400,意大利菜,薄餅,39
簡·愛 G·eyre Organic Fusion Bar,灣仔軒尼詩道69號華美樓地下,$101-200,西式,甜品/糖水,14
UME i’beriko,北角宏安道18號地下9號舖,$101-200,美國菜,海鮮,9
Pokka Cafe,荃灣青山公路荃灣段398號愉景新城1樓1064舖,$101-200,泰國菜,私房菜,6
Plato Cafe & Bistro,油麻地彌敦道483-485號2樓,$101-200,西式,樓上cafe,407
EAT ME Bar & Restaurant,旺角彌敦道560號譽發廣場5樓全層,$101-200,西式,甜品/糖水,474
Pom's Kitchen & Deli,佐敦德興街7號A-B號舖,$101-200,多國菜,咖啡店,268
FireBird,銅鑼灣邊寧頓街13號隆堡柏寧頓酒店地下,$101-200,意大利菜,咖啡店,276
億饍 Multi Taste,旺角彌敦道558-560號譽發廣場4樓,$101-200,日本菜,串燒,277
El Cerdo,荃灣大壩街77號地舖,$201-400,日本菜,火鍋,153
Mango Tree,尖沙咀柯士甸道西1號圓方(Elements)2樓2032號舖,$201-400,西班牙菜,西班牙菜,136
金蘭花泰國餐廳 Sawali Club,銅鑼灣怡和街22號3樓,$101-200,泰國菜,無肉餐單,129
英皇紅酒扒房 King's Wine & Dine,鰂魚涌英皇道668號健康村地下3號舖,$201-400,西式,甜品/糖水,59
愛麗絲的秘密花園 Wonder Garden Cafe,油麻地彌敦道577號高氏大樓6樓B號舖,$101-200,西式,酒,87
鍋匠中日火鍋專門店 Pot Master,旺角彌敦道613號飛達商業中心1樓,$101-200,西式,甜品/糖水,91
Hugo Le Resto Grill,銅鑼灣怡和街42-44號華人銀行東區大廈2樓,$201-400,港式,火鍋,59
Taylor Shellfish Farms,西環西營盤高街80-86號麗賢閣地下C及D舖,$201-400,西班牙菜,海鮮,28
金蘭花泰國菜 Sawali Club,灣仔軒尼詩道18-20號永昌大廈2樓,$101-200,多國菜,海鮮,60
Taylor Shellfish Farms,大坑新村街42-43號地舖,$201-400,泰國菜,泰國菜,20
OZU Bar,中環荷李活道1號地下,$101-200,多國菜,海鮮,15
居食屋「和民」 Watami Japanese Casual Restaurant,"太子彌敦道750號始創中心地庫B01A,B10-12及B14號舖",$101-200,日本菜,酒,77
龍圖閣海鮮飯店 Fresh Seafood Restaurant,尖沙咀漆咸道南17-19號帝后廣場1樓,$101-200,日本菜,壽司/刺身,31
居食屋「和民」 Watami Japanese Casual Restaurant,荔枝角深盛路9號宇晴軒宇晴匯商場2樓6號舖,$101-200,粵菜 (廣東),海鮮,8
KonFusion Restaurant and Bar,上環皇后大道西42-56號賴恩樓地下B號舖,$101-200,日本菜,壽司/刺身,10
居食屋「和民」 Watami Japanese Casual Restaurant,"沙田第一城第一城中心1樓133,134A及136C號舖",$101-200,意大利菜,薄餅,8
樂園 Happyland,尖沙咀北京道65-69號環球商業大廈2樓205-06室,$101-200,日本菜,拉麵,571
一起果醬 Let's Jam,尖沙咀松山道15-17號地下D舖,$101-200,多國菜,甜品/糖水,405
Dodam Chicken,銅鑼灣波斯富街99號利舞臺廣場18樓A號舖,$101-200,多國菜,甜品/糖水,398
Diletto,尖沙咀漆咸道南11-15號余仁生中心1樓,$201-400,韓國菜,韓式炸雞,298
Cambo ขุนทอง,尖沙咀彌敦道100號The ONE 4樓L403舖,$101-200,意大利菜,扒房,383
