Second Street Comfort Food & Bar,西環西營盤第二街15-19號縉城峰1座地下9號至10號地鋪,$51-100,意大利菜,西班牙菜,21
Winstons Coffee,西環西營盤皇后大道西213號地下4號,$51-100,意大利菜,西式,22
Piccolo Pizzeria & Bar,西環堅尼地城爹核士街1號地下E舖,$101-200,澳洲菜,酒,74
Feather & Bone,西環西營盤德輔道西321號瑧璈地下1號舖,$201-400,意大利菜,薄餅,15
詩餅坊 Cake's Secrets,西環堅尼地城厚和街43號地下,$50以下,法國菜,扒房,103
Ollies,西環西營盤高街54及56號恆陞大廈地下3號舖,$101-200,西式,麵包店,21
High Street Grill,西環西營盤高街54及56號恆陞大廈地下4-5號舖,$101-200,西式,西餐廳,25
Gastrobox The Union,西環堅尼地城卑路乍街150號加多近山地下1號舖,$101-200,美國菜,麵包店,20
Coffee by Zion,西環西營盤第一街83號地下1號舖,$51-100,西式,海鮮,14
K-TOWN Bar & Grill,西環堅尼地城科士街44號先施西環大廈地下G7&G8號舖,$101-200,西式,咖啡店,17
Jaspas Restaurant,西環堅尼地城吉席街83號地下B號舖,$101-200,西式,酒吧,28
Tapaella Grill,西環堅尼地城厚和街28號順昌大廈地下F舖,$201-400,西式,薄餅,47
Fish School,西環西營盤第三街100號地舖,$201-400,西班牙菜,西班牙菜,15
Grandy Mary,西環卑路乍街6G號新城大樓1號地舖,$50以下,西式,海鮮,16
談風：vs：再說 tfvsjs.syut,西環石塘咀和合街14-20號地下C舖及地庫,$101-200,西式,台式飲品,10
嘆住食 Time For Break,西環山道39號地下,$51-100,西式,西式,22
Ping Pong 129 Gintonería,西環西營盤第二街129號南昌樓,$101-200,西式,海鮮,6
Metropolitain,西環西營盤高街46號地下,$201-400,西班牙菜,酒吧,24
Fish & Chick,西環西營盤高街27號地舖,$101-200,法國菜,西式,15
Rhoda,西環西營盤德輔道西345號維港峰地下,$401-800,英國菜,西式,8
The Big Bite Flame-Grill,西環加倫臺8-16號地舖,$51-100,西式,西式,19
尼斯餐廳 Nice Restaurant,西環西營盤皇后大道西335號,$50以下,西式,西餐廳,51
Blossom,西環般咸道63B-F興漢大厦3樓2號舖,$51-100,西式,西餐廳,14
Stone Coffee,西環西營盤正街56號地舖,$50以下,西式,All Day Breakfast,18
Polygon,西環西營盤第二街14號地舖,$50以下,西式,咖啡店,7
St. Barts,西環西營盤高街76-78號恆陞大廈地舖,$201-400,西式,西式,9
Alvy's,西環荷蘭街8號地舖,$101-200,法國菜,酒吧,8
Stack,西環西營盤第三街1號地下,$201-400,美國菜,薄餅,8
Blue Place Cafe,西環卑路乍街93-95號地下,$101-200,西式,西餐廳,11
Sup 1,西環西營盤高街80-86號地下A-B舗,$201-400,意大利菜,西式,11
NOC Coffee Co.,西環德輔道西321號瑧璈地下4號舖,$50以下,法國菜,日本菜,8
Al Pesto,西環堅尼地城厚和街6-18號滿發大廈地下E舖,$101-200,西式,咖啡店,25
Big Dog,西環皇后大道西414號地下5號舖,$50以下,意大利菜,薄餅,12
Opendoor Cafe + Courtyard,西環干諾道西120號地下,$50以下,西式,三文治,7
Trattoria Caffe Monteverdi,西環西營盤高街6A-8號地下,$201-400,西式,麵包店,13
BRUT,西環西營盤第二街1號地下C號舖,$201-400,西式,西餐廳,7
Bresola,西環堅尼地城吉席街78-86號娛安樓地下D號舖,$201-400,西班牙菜,西班牙菜,18
森美餐廳 Sammy's Kitchen,西環皇后大道西204-206號地下,$101-200,意大利菜,意大利菜,61
K Pub,西環堅尼地城加多近街69號先施西環大廈G15號舖,$101-200,西式,扒房,8
Quarter Master,西環西營盤第二街1號東祥大廈地下,$201-400,西式,酒吧,7
La Rotisserie,西環西營盤第三街71號地舖,$51-100,西式,漢堡包,12
意大利菜 Italian Cuisine,西環西營盤高街65號地下,$101-200,法國菜,烤肉,11
Tuckshop by Social Club,西環干諾道西158A號地下4-7號舖,$50以下,意大利菜,西餐廳,3
農場 The Farm,西環堅尼地城厚和街47號地下C舖,$51-100,西式,咖啡店,10
天樂餐廳 Amy's Kitchen,西環德輔道西352號地下,$101-200,西式,西餐廳,19
42nd Davis,西環堅尼地城爹核士街42號地舖,$201-400,西式,西餐廳,8
Safety Stop,西環西營盤水街39號偉安樓低層地下,$101-200,意大利菜,西餐廳,30
Classified,西環德輔道西345號維港峰地下1B號舖,$101-200,西式,西餐廳,6
Andrea’s Bagel Crust Pizza,西環西營第一街117號地舖,$51-100,西式,All Day Breakfast,5
Detour,西環西營盤第一街35-37號安樂樓地下A號舖,$51-100,意大利菜,美國菜,5
Dear Neighbor,西環保德街9-15號仁愛苑地舖,$50以下,西式,西餐廳,4
Craft Brew & Co,西環西營盤高街36號地舖,$101-200,西式,三文治,3
Dona Restaurant,西環西營盤第1街129號順泰大廈地下1號舖,$101-200,西式,酒吧,8
美味坊,西環石塘咀皇后大道西470號石塘咀市政大廈2樓熟食中心C2號舖,$50以下,西式,海鮮,9
Cali-Mex Bar & Grill,西環堅尼地城吉席街70號地下,$101-200,西式,熟食中心,6
Joint,西環堅尼地城厚和街19號順暉大廈地下3號舖,$50以下,美國菜,墨西哥菜,5
愛烘焙麵包工房 ibakery,西環堅尼地城域多利道1號百年大廈2座地下2號舖,$50以下,西式,咖啡店,19
Test Kitchen,西環西營盤干諾道西158A號地下3號舖,$801以上,西式,麵包店,3
麥當勞 McDonald's,西環堅尼地城士美非路12F-G號文光閣地下,$50以下,西式,西餐廳,12
嘉興餐廳 Ka Hing Restaurant,西環皇后大道西596號地舖,$51-100,美國菜,漢堡包,5
Pizzeria Italia,西環西營盤高街43號,$101-200,西式,茶餐廳/冰室,5
恩仔漢堡 Burger YS,西環西營盤水街10C號地下6號舖,$50以下,意大利菜,薄餅,5
Electric Ave,西環皇后大道西301號地下,$101-200,西式,漢堡包,3
Eat My Cakes,西環西營盤西邊街21號地下,$50以下,西式,漢堡包,7
Coffeelin,西環西營盤高街99號地下3號舖,$50以下,西式,朱古力/糖果店,2
Winstons Coffee,西環爹核士街11號浚峰地下8號舖,$51-100,西式,西餐廳,4
新寶馬餐廳 St. Puman Restaurant,西環西營盤高街61-63號地下,$50以下,澳洲菜,西式,12
.jpg,西環保德街6-20號保基大廈地下5號舖,$51-100,西式,西餐廳,2
Taco Chaca,西環西營盤第二街119號地下,$51-100,西式,All Day Breakfast,3
大堂酒廊 Lobby Bar,西環皇后大道西508號香港今旅酒店大堂,$51-100,美國菜,小食店,2
Mangiare,西環堅尼地城加多近街44-55號地舖,$401-800,西式,酒店餐廳,4
Good Good,西環西營盤第二街地下2號A舖,$51-100,意大利菜,甜品/糖水,1
第二街廚房 Second Street Kitchen,西環第二街141號地下,$50以下,西式,素食,2
Club Bonito,西環水街1A號2-2C舖,$201-400,西式,快餐店,4
Beeger,西環堅尼地城新海旁25號嘉富大廈地下5號舖,$101-200,西班牙菜,酒,2
Cali-Mex Bar & Grill,西環西營盤高街48號地下,$101-200,西式,美國菜,2
必勝客 Pizza Hut,西環德輔道西402-404號創業中心1樓F5-21號舖,$101-200,美國菜,墨西哥菜,14
Maison Eric Kayser,西環堅尼地城爹核士街11號浚峰地下5號舖,$50以下,意大利菜,薄餅,1
The Blackboard Kitchen,西環堅尼地城加多近街45-55號恆裕大廈地舖,$201-400,西式,西餐廳,3
車厘餐廳 Cherry Cafe,西環水街25-35號地下3號舖,$51-100,意大利菜,西式,2
麥當勞 McDonald's,西環皇后大道西484-496號地下及閣樓,$50以下,西式,西餐廳,11
想甜嚐甜 Sweet Dreamer Dessert,西環堅尼地城士美菲路15號地下,$50以下,美國菜,漢堡包,1
肯德基家鄉雞 Kentucky Fried Chicken,西環卑路乍街116-122A號聯康新樓1樓B號舖,$50以下,西式,甜品/糖水,2
Rosticceria Italiana Monteverdi,西環西營盤高街8號地下2號舖,$201-400,美國菜,快餐店,3
Living Art Cafe,西環西營盤高街31號地下低層,$51-100,意大利菜,麵包店,14
Hill Bar,西環西營盤山道48號南昌大廈地下A舖,$101-200,西式,西式,2
華麗餐廳 Terrace Cafe,西環皇后大道西239號華麗海景酒店3樓,$51-100,西式,西餐廳,9
Jeffy's Kitchen,西環堅尼地城吉席街99號添利閣地下3號舖,$51-100,西式,自助餐,1
臻・點心・咖啡 Zhen DimSum Cafe,西環干諾道西188-191號香港商業中心地下01號舖,$51-100,西式,薄餅,2
英王麵包店 A-1 Bakery,西環西營盤第一街8號縉城峰地下1號舖,$50以下,意大利菜,薄餅,2
Six E食意,西環皇后大道西414號地下7號舖,$50以下,西式,麵包店,1
麥當勞 McDonald's,西環西營盤般咸道51-53號好景洋樓地下A-C號舖及低層地下,$50以下,西式,西式,10
隨嚐 L'imaginaire,西環水街47號地舖,$101-200,美國菜,漢堡包,1
Farmar,西環堅尼地城爹核士街34-42號先施西環大廈地下G4號舖,$101-200,西式,西餐廳,0
Simple Fusion,西環石塘咀德輔道西406A號地下後座2號舖,$51-100,西式,西餐廳,0
東海堂 Arome Bakery,西環石塘咀皇后大道西508號香港今旅地下,$50以下,西式,日式西餐,10
麥當勞 McDonald's,西環卑路乍街8號西寶城低層地下LG07號舖,$50以下,西式,麵包店,5
La Rose Noire Bakery,西環卑路乍街8號西寶城惠康超級市場內,$50以下,美國菜,漢堡包,4
La Terrazza Pizzeria,西環西營盤西邊街19-29號永祥大廈地下4號舖,$51-100,法國菜,西式,3
必勝客 Pizza Hut,西環聖士提反里3號亨順閣地下B舖,$101-200,西式,薄餅,7
星巴克咖啡 Starbucks Coffee,西環德輔道西322-324號The Henry地下,$50以下,意大利菜,西餐廳,2
Zioso,西環西營盤干諾道西120號1樓,$201-400,美國菜,沙律,0
Ricos,西環西營盤高街46號楊華閣地舖,$101-200,意大利菜,日式西餐,2
東海堂 Bake‧ Drink Arome Bake‧ Drink,西環堅尼地城士美非路41號及卑路乍街96號地下A號舖,$50以下,西班牙菜,酒吧,2
麥當勞 McDonald's,西環西營盤皇后大道西265號地下,$50以下,西式,麵包店,8
The Music Room,西環西營盤第三街100號地下Potato Head內,$201-400,西式,西餐廳,1
Panash Bakery & Cafe,西環卑路乍街8號西寶城地下低層5號,$50以下,西式,酒吧,27
英王麵包店 A-1 Bakery,西環干諾道西186-191號香港商業中心地下1號舖,$50以下,西式,麵包店,1
TM's by the Den,西環西營盤高街23號地下A號舖,$101-200,西式,麵包店,0
All Blue Coffee promenade,西環石塘咀中西區海濱長廊,$50以下,澳洲菜,澳洲菜,0
太平洋咖啡 Pacific Coffee Company,西環堅尼地城136-142卑路乍街聯威新樓地下A號舖,$50以下,西式,咖啡店,0
McCafe,西環卑路乍街8號西寶城低層地下LG07號舖,$50以下,美國菜,沙律,0
英王麵包店 A-1 Bakery,西環堅尼地城士美菲路41A-43號美菲閣地下4-5號舖,$50以下,美國菜,麵包店,0
星巴克咖啡 Starbucks Coffee,西環聖士提反里1-2號金鳳閣地下1-2號舖,$50以下,西式,麵包店,0
星巴克咖啡 Starbucks Coffee,"西環德輔道西410號太平洋廣場地下G01,G02 號舖",$50以下,美國菜,沙律,0
星巴克咖啡 Starbucks Coffee,西環堅尼地城卑路乍街76號 Imperial Kennedy地下3號舖,$50以下,美國菜,沙律,0
French Flair,西環西營盤高街64號地舖,$201-400,美國菜,沙律,0
曲奇四重奏 Cookies Quartet,西環西營盤德輔道西321號瑧璈地下2號舖,$51-100,西式,酒,0
Eatology,西環德輔道西444-452號香港工業大廈4G室,$101-200,西式,麵包店,0
Yellowpurple Cafe & Bar,西環堅尼地城科士街56號地舖,$50以下,西式,素食,0
HK Liquor Store,西環西營盤高街91號地舖,$101-200,西式,西餐廳,0
Spice Box Organics,西環堅尼地城厚和街39-45號地下A舖,$50以下,西式,酒,0
La Roma,西環西營盤高街72號恆陞大樓地舖,$51-100,西式,三文治,0
The Old China Hand,西環堅尼地城爹核士街1C號地舖,$101-200,意大利菜,薄餅,0
Relish Kitchen Catering,西環第二街128號海昇大廈2座地下F舖,$51-100,西式,三文治,0
McCafe,西環堅尼地城士美非路12F-G文光閣C及D號舖地下及1樓,$50以下,西式,西餐廳,0
Electric Ave (已搬遷),西環西營盤第一街27-29號太益樓地舖,$101-200,美國菜,麵包店,15
Bistronomique (已搬遷),西環堅尼地城爹核士街1號B地下,$401-800,西式,漢堡包,31
Landmark Western (已搬遷),西環荷蘭街8號珍珠閣地下A舖,$101-200,法國菜,西餐廳,5
Taco Chaca (已搬遷),西環西營盤第二街1-11號東祥大廈地下F舖,$51-100,意大利菜,甜品/糖水,9
SEAMART (已搬遷),西環堅尼地城加多近街45-55號地下3號舖,$51-100,美國菜,墨西哥菜,3
薈萃閣 ip cafe (已搬遷),西環干諾道西152號港島太平洋酒店,$201-400,西式,火鍋,59
第二街廚房 Second Street Kitchen (已搬遷),西環第二街129號地下,$50以下,西式,自助餐,1
Pizza-Q (已搬遷),西環堅尼地城爹核士街1號地下6B號舖,$51-100,西式,車仔麵,5
優悅吧 The Bar (已搬遷),西環干諾道西152號港島太平洋酒店1樓,$101-200,意大利菜,薄餅,0
Davis (已搬遷),西環堅尼地城爹核士街1號裕福大厦地下7號舖,$51-100,西式,西餐廳,0
K's 烘焙專門店 K's Cakes & Cookies (已搬遷),西環干諾道西133-134號SOLO工作坊G98號地舖,$50以下,西式,西式,0
Checkmate Pizza (已搬遷),西環堅尼地城爹核士街7號,$50以下,西式,甜品/糖水,0
Butcher & Baker Cafe (裝修中),西環堅尼地城加多近街57-59號安發大廈地舖,$101-200,美國菜,甜品/糖水,31
AZIZA EGYPTIAN AND MEDITERRANEAN CUSINE,西環堅尼地城厚和街28號順昌大廈地舖,$101-200,地中海菜,浪漫情調,11
Salt & Barrel,西環石塘咀南里1號地舖,$401-800,埃及菜,燒烤,1
Falafel Hut,西環堅尼地城吉席街76號地舖,$51-100,中東菜,印度菜,2
Mama Malouf (裝修中),西環堅尼地城吉席街93號地舖,$201-400,中東菜,外賣店,0
11 Westside,西環堅尼地城爹核士街11號浚峰1樓,$201-400,墨西哥菜,墨西哥菜,14
Cali-Mex Bar & Grill,西環堅尼地城吉席街70號地下,$101-200,墨西哥菜,酒吧,6
Cali-Mex Bar & Grill,西環西營盤高街48號地下,$101-200,墨西哥菜,小食店,2
El Loco Gringo,西環西營盤般咸道49號地庫,$201-400,墨西哥菜,美國菜,0
Taco Chaca (已搬遷),西環西營盤第二街1-11號東祥大廈地下F舖,$51-100,墨西哥菜,西餐廳,9
Cafe 2 Oyster n Grill,西環皇后大道西371號地下,$101-200,多國菜,甜品/糖水,263
Gioia Charcoal Grill & Oyster Bar,西環堅尼地城吉席街55-57號美新大廈地下A-C舖,$201-400,多國菜,All Day Breakfast,172
Noodies,西環西營盤第三街56號福滿大廈地下E舖,$50以下,多國菜,酒,103
Artisan Room,西環石塘嘴南里8-12號地舖,$50以下,多國菜,車仔麵,56
Shop9 Restaurant & Lounge,西環第三街127B號恆輝大廈地下9號舖,$201-400,多國菜,海鮮,68
Ethos,西環堅尼地城山道93號,$101-200,多國菜,海鮮,38
中西∙環Centre Street Kitchen,西環[港島太平洋酒店] 香港干諾道西152號1樓,$201-400,多國菜,甜品/糖水,52
Ecrepe,西環西營盤皇后大道西335-339號地舖,$51-100,多國菜,自助餐,53
Locofama,西環西營盤福壽里9-13號地舖,$101-200,多國菜,多國菜,38
Flying Pig Bistro,西環西營盤高街62號地下,$101-200,多國菜,無肉餐單,24
Taylor Shellfish Farms,西環西營盤高街80-86號麗賢閣地下C及D舖,$201-400,多國菜,海鮮,28
#24 Foodstation,西環石塘咀屈地街24號地舖,$51-100,多國菜,All Day Breakfast,16
MoMo Café,西環干諾道西167號香港萬怡酒店,$201-400,多國菜,甜品/糖水,58
黑鹽 BlackSalt,西環西營盤福壽里14號地舖,$101-200,多國菜,素食,10
Meeting Point Restaurant & Bar,西環干諾道西188號香港商業中心地下15-22號舖,$51-100,多國菜,多國菜,13
Catch.,西環堅尼地城吉席街95號地舖,$101-200,多國菜,西餐廳,9
彼得廚房 Pete's Place,西環西環高街23號地下A號舖,$201-400,多國菜,多國菜,13
亞蟹 Ah Hhi,西環堅尼地城厚和街44-52號厚和大廈地下6號舖,$201-400,多國菜,多國菜,7
The Missing Piece,西環西營盤東邊街35號地下,$51-100,多國菜,海鮮,9
Fugazi,西環堅尼地城吉席街21號地舖,$201-400,多國菜,All Day Breakfast,8
Pop Street,西環西營盤第三街70號地舖,$101-200,多國菜,串燒,12
海鮮角樂 Seafood Corner,西環堅尼地城加多近街67號地下G16號舖,$101-200,多國菜,酒,7
Flying Pig Deli,西環西營盤正街52-56號地舖,$51-100,多國菜,海鮮,4
OCEAN in POT,西環堅尼地城堅彌地城新海旁7號美新大廈地下K-L號舖,$101-200,多國菜,多國菜,5
海安咖啡室 Hoi On Cafe,上環干諾道西17號地下,$50以下,港式,茶餐廳/冰室,138
孖沙茶餐廳 Ma Sa Restaurant,上環禧利街23號地下,$50以下,港式,茶餐廳/冰室,96
生記鮮魚湯米線 Vermicelli and fish soup specialist,上環禧利街10號地下,$50以下,港式,粉麵/米線,101
聚點坊點心專門店 Dim Sum Square,上環禧利街27號富輝商業中心地下,$51-100,港式,粉麵/米線,36
科記咖啡餐室 For Kee Restaurant,上環荷李活道200號J-K舖,$50以下,港式,點心,81
華星冰室 Capital Café,上環干諾道中168-200號信德中心3樓澳門廣場3018號舖,$50以下,港式,茶餐廳/冰室,27
麵尊 Noodle Supreme,上環蘇杭街22-24號1號舖,$50以下,港式,茶餐廳/冰室,39
雞功房 Hakka Shop,上環永樂街1-3號世瑛大廈2樓201室,$51-100,車仔麵,港式,17
球哥燉湯 Souper Authentic,上環蘇杭街88號地下,$50以下,港式,茶餐廳/冰室,26
酥妃皇后 Queen Sophie,上環蘇杭街2-24號啟豐大廈地庫5號舖,$50以下,港式,湯品,12
Deli-O,上環干諾道中168-200號信德中心2樓268A號舖,$50以下,港式,麵包店,29
永利威酒業有限公司 Wing Lee Wai Wines LTD,上環永樂街124號永利威大廈地下,$51-100,港式,快餐店,42
蘇杭冰室,上環蘇杭街3號地舖,$50以下,港式,酒,9
興記咖啡室,上環蘇豪荷李活道182號地下,$50以下,港式,湯品,14
長洲平記,上環永和街23-29號地舖,$50以下,港式,粉麵/米線,11
南記粉麵 Nam Kee Spring Roll Noodle Co. Ltd,上環德輔道中272-284號興業中心地下B舖,$50以下,港式,甜品/糖水,16
龍邦燒味小廚荼餐廳 Dragon State Kitchen Restaurant,上環文咸東街38號B地舖,$50以下,港式,粉麵/米線,14
細蓉記 Sai Yung Kee,上環文咸東街129號地下,$50以下,港式,茶餐廳/冰室,16
茶咖宅 Congteakafe,上環四方街24號地舖,$50以下,港式,粉麵/米線,6
棟記飯店,上環皇后大道中345號上環市政大廈2樓熟食中心CF9號舖,$51-100,港式,All Day Breakfast,20
長龍食府 Chang Long Shi Fu,上環畢街11號地下,$50以下,港式,中菜館,16
永樂餃子店,上環禧利街21號地下,$50以下,港式,中菜館,8
滿記甜品 Honeymoon Dessert,上環德輔道中323號西港城地下4-8號舖,$50以下,港式,粉麵/米線,37
澳門茶餐廳 Macau Restaurant,上環干諾道中168-200號信德中心2樓270-273號舖,$51-100,港式,甜品/糖水,65
華樂冰室,上環東街18號,$50以下,港式,茶餐廳/冰室,22
車仔麵專家 Cart Noodle Expert,上環蘇杭街104號秀平商業大廈地舖,$50以下,港式,咖啡店,13
糖心軒,上環德輔道西28號宜必思酒店2樓,$101-200,車仔麵,港式,11
德勝小廚 Tak Shing Kitchen,上環干諾道西28號威勝商業大廈地下,$50以下,港式,粉麵/米線,28
香港仔周記點心茶餐廳,上環德輔道中272-284號興業商業中心地下F號舖,$51-100,港式,粉麵/米線,8
媽咪雞蛋仔 Mammy Pancake,上環文咸東街32號地下,$50以下,港式,點心,6
東南亞特色美食 Southeast Asia Deli,上環干諾道中168-200號信德中心3樓澳門廣場3019號舖,$50以下,港式,小食店,6
新園興記燒臘飯店 Sun Yuen Restaurant,上環皇后大道中327-329號地舖,$50以下,港式,粉麵/米線,23
炳記茶餐廳,上環修打蘭街25號地下,$50以下,港式,燒臘,15
大飯桶,上環蘇杭街18號地舖,$50以下,港式,港式,5
新波記茶餐廳,上環太平山街25號地下,$50以下,港式,茶餐廳/冰室,11
雲記美食,上環皇后大道中305-313號永業中心地下B2舖,$50以下,港式,茶餐廳/冰室,4
利香茶居,上環皇后大道中345號上環市政大廈2樓熟食中心CF4號舖,$50以下,港式,粉麵/米線,19
日新鮮豆漿 Daily Fresh Soybean Milk,上環永樂街1-3號世瑛大廈地下C號舖,$50以下,港式,點心,17
原味煮意 Original Taste,上環禧利街14號地下,$50以下,港式,港式,12
天樂烘焙 Tin Lok Bakery,上環永樂街63號地舖,$50以下,港式,茶餐廳/冰室,7
大喜茶檔 Tai Hei Cha Don,上環上環華里7號,$50以下,港式,麵包店,5
檸檬王 Lemon King,上環永吉街18號地舖,$50以下,港式,中菜館,10
砵仔王,上環文華里,$50以下,港式,港式,13
上環食堂 Sheung Wan Canteen,上環皇后大道中222-226號啟煌商業大廈地下,$50以下,港式,甜品/糖水,3
BB雞蛋仔,上環皇后大道221-227A號利基商業大廈地下C號舖,$50以下,港式,茶餐廳/冰室,3
MX,上環干諾道中168-200號信德中心2樓268號舖,$50以下,港式,小食店,7
咪咪茶餐廳 May May Restaurant,上環文咸東街44號,$50以下,港式,快餐店,10
匯一小廚,上環蘇杭街91號地下,$51-100,港式,茶餐廳/冰室,19
蘇杭餐廳 Jervois Restaurant,上環蘇杭街2號,$50以下,港式,中式包點,3
陳全利,上環皇后大道中345號上環市政大廈2樓熟食中心CF15號舖,$50以下,港式,港式,7
蓮香老餅家,上環威靈頓街160號地下,$50以下,港式,粥品,5
嘉豪酒家 Ka Ho Restaurant,上環皇后大道中328號中源廣場UG層,$101-200,港式,麵包店,11
奇華餅家 Kee Wah Bakery,上環干諾道中168-200號信德中心3樓313號舖,$50以下,港式,酒樓,2
有運燒味飯店 Lucky BBQ Restaurant,上環皇后大道中378號福陞大廈地下,$50以下,港式,麵包店,6
喜利餅店 Hei Lee Cakes Shop,上環禧利街3 號地下,$50以下,港式,燒臘,12
大家樂 Café de Coral,上環皇后大道中181號新紀元廣場低座2樓208-214號舖,$50以下,港式,茶餐廳/冰室,9
源興茶檔,上環皇后大道中345號上環市政大廈2樓熟食中心CF22號舖,$50以下,港式,無肉餐單,5
添添香港仔魚蛋王,上環蘇杭街96號地舖,$50以下,港式,熟食中心,2
美心西餅 Maxim's Cake Shop,上環干諾道中168-200號信德中心2樓266號舖,$50以下,港式,粉麵/米線,8
佳記粉麵茶餐廳 Kai Kee Noodle Restaurant,上環蘇杭街94號地下,$50以下,港式,麵包店,15
德釗記茶餐廳 Tak Chiu Kee Restaurant,上環蘇杭街78號太興中心二座地下,$50以下,港式,粉麵/米線,6
李煥糖心皮蛋,上環永樂街118號昌生商業大廈地下B舖,$50以下,港式,茶餐廳/冰室,5
郁健快餐 Yuk Kin Fast Food,上環太平山街6號寶雲樓地下A舖,$50以下,港式,港式,5
WINK,上環文咸東街79號地舖,$101-200,港式,快餐店,4
大快活 Fairwood,上環干諾道中73號中保集團大廈地庫及地下,$50以下,港式,酒吧,5
酸辣格格 Kar Kar,上環蘇坑街19-25號永昌商業大廈地下B鋪,$51-100,港式,快餐店,0
順興行,上環蘇杭街98號地舖,$50以下,港式,粉麵/米線,1
中國龍 China Dragon Arts,上環皇后大道中283號聯威商業中心地下A舖,$50以下,港式,小食店,8
景記咖啡 Kin Kee Coffee,上環皇后大道中345號上環市政大廈2樓熟食中心CF6號舖,$50以下,港式,小食店,17
原味家作 Original Taste Workshop,上環干諾道中168-200號信德中心2樓201號舖,$50以下,港式,粉麵/米線,0
永吉果汁店,上環文咸東街98號地下D舖,$50以下,港式,湯品,3
龍記燒味茶餐廳 Lung Kee Restaurant,上環德輔道中300號華傑商業中心地舖,$101-200,港式,台式飲品,0
緣緣堂 Yuan Yuan Tang,上環太平山街4號地舖,$101-200,港式,燒臘,2
好運來餐廳,上環干諾道西28號威勝商業大廈地下13-14號舖,$50以下,港式,茶館,5
永欣茶餐廳,上環孖沙街2號地下,$50以下,港式,茶餐廳/冰室,1
香港仔一品魚蛋王,上環皇后大道西22號,$50以下,港式,茶餐廳/冰室,1
健康工房 HealthWorks,上環上環德輔道中199號無限極廣場地下 G11號舖,$50以下,港式,粉麵/米線,1
綠島茶餐廳小廚 Green Island Restaurant,上環水坑口街16A地下,$50以下,港式,涼茶/龜苓膏,5
車仔麵世家,上環蘇杭街82號地下,$50以下,港式,茶餐廳/冰室,14
Bubble Green,上環蘇杭街109號地舖,$50以下,車仔麵,港式,0
鮮D飲食工房,上環蘇杭街138號地下B號舖,$50以下,港式,三文治,1
米倉蒸飯館,上環干諾道中168-200號信德中心3樓澳門廣場3026號舖,$50以下,港式,港式,2
MX,上環德輔道中308號富衛金融中心地下10-13號舖,$50以下,港式,茶餐廳/冰室,0
星星小菜,上環皇后大道中345號上環市政大廈2樓熟食中心,$50以下,港式,無肉餐單,3
喜利餅店 Hei Lee Bakery,上環永和街13號地舖,$50以下,港式,點心,0
美心西餅 Maxim's Cake Shop,上環港鐵上環站SHW8號舖,$50以下,港式,唐餅,1
式飲式食 Food Station,上環皇后大道中345號上環市政大廈2樓熟食中心C14號舖,$50以下,港式,麵包店,6
凱施餅店,上環永樂街87號泰達大廈地舖,$50以下,港式,茶餐廳/冰室,0
金源餐廳,上環水坑口街14號地下,$50以下,港式,麵包店,0
揀得啱車仔麵 Good Pick Noodles,上環皇后大道中181號新紀元廣場低座2樓205號舖,$51-100,港式,茶餐廳/冰室,2
君蘭餅店 Orchid Padaria,上環港鐵上環站 SHW 2 舖,$50以下,車仔麵,港式,2
蓮香老餅家,上環德輔道西50號地下,$50以下,港式,麵包店,2
快活美食茶餐廳 Finewood Fastfood Restaurant,上環蘇杭街102號地下,$50以下,港式,麵包店,0
新成館 San Shing Food Shop,上環永樂街,$50以下,港式,外賣店,0
紫竹軒,上環永樂街,$50以下,港式,小食店,2
恒興行家嫂廚房 Hang Hing Company,上環高陞街19號地下,$101-200,港式,小食店,2
利豐肉食海產公司 Lee Fung Meat & Seafood,上環蘇杭街120-122號地下,$51-100,港式,山珍海味,1
迪森飽飽店 V8 Bakery,上環德輔道中308號8-9號舖,$50以下,港式,熟食中心,1
大眾伙食,上環皇后大道中345號上環市政大廈及文娛中心2樓CF13號舖,$50以下,港式,麵包店,0
多多吃站-阿媽靚餸 Dor Dor Eatery Station,上環永樂街87號泰達大廈地下2號舖,$50以下,港式,熟食中心,4
許留山 Hui Lau Shan,上環干諾道中168-200號信德中心2樓202號舖,$50以下,港式,湯品,2
大快活 Fairwood,上環文咸東街50號寶恆商業中心地下1&3舖,$50以下,港式,甜品/糖水,1
多多吃站-鹵味牛什王 Dor Dor Eatery Station,上環永樂街87號泰達大廈地下2號舖,$50以下,港式,快餐店,0
龍鳳冰室 Lung Fung Cafe,上環蘇杭街100號地舖,$50以下,港式,港式,3
多寶樂茶餐廳,上環永樂街16號地下,$50以下,港式,茶餐廳/冰室,6
永和快餐小食店,上環永和街11號地下,$50以下,港式,茶餐廳/冰室,10
知味閣 G May Court,上環皇后大道西2-12號聯發商業大厦1樓A2舖,$50以下,港式,港式,0
源品雞煲 YP Chicken Pot Premium,上環干諾道西70-72號金祐商業大廈地下A舖,$401-800,港式,茶餐廳/冰室,0
菁雲 J's Garden,上環蘇杭街58號地舖,$51-100,港式,火鍋,0
苒鮮果果汁店 Yim's Fruit Juice Store,上環德輔道西60-64號地下B號舖,$50以下,港式,港式,0
喜利餅店 Hei Lee Bakery,上環文咸東街144號地舖,$50以下,港式,果汁,0
恒昌隆燕窩參茸行 Hang Cheong Loong Bird's Nest & Ginseng Company,上環永樂街62號地舖,$50以下,港式,小食店,0
