name,location,price,country,style,likes,review,bookmark,discount_info
小漁港海鮮舫 鮮蒸‧鮮味火鍋 Seafood Port Restaurant,太子荔枝角道127-133號地下,$201-400,港式,火鍋,158,(203 食評),12223,送 25里數 / 30積分
阿爺粥品手工涮涮鍋 Grandpa's Porridge Shabu Shabu,荃灣沙咀道328號328廣埸地下5號舖,$201-400,粵菜 (廣東),火鍋,164,(226 食評),7057,送 25里數 / 30積分
鮨心 Kokoro Sushi,旺角彌敦道703-705號金鑽璽1樓(快富街入口),$201-400,日本菜,壽司/刺身,188,(221 食評),8970,指定時間訂座享85折優惠
Amitie Kitchen,尖沙咀亞士厘道27號捷利商業大廈8樓,$101-200,意大利菜,扒房,179,(209 食評),7145,送 25里數 / 30積分
火鍋英雄 Hot Pot Hero,銅鑼灣駱克道491-499號京都廣場三樓,$201-400,川菜 (四川),火鍋,152,(169 食評),4348,送 25里數 / 30積分
稻八日式火鍋炸物放題 Inahachi Shabu Shabu,大埔舊墟直街4-20號美新大廈地下A2號舖,$201-400,日本菜,火鍋,195,(216 食評),4857,提供網上訂座
Gioia Charcoal Grill & Oyster Bar,西環堅尼地城吉席街55-57號美新大廈地下A-C舖,$201-400,多國菜,海鮮,172,(195 食評),4541,午市套餐特惠
Brunch Club & Supper,銅鑼灣禮頓道13號1樓,$101-200,英國菜,All Day Breakfast,189,(287 食評),25596,提供網上訂座
極上帝王水產,旺角西洋菜街1號兆萬中心9樓,$201-400,日本菜,壽司/刺身,281,(356 食評),5252,送 25里數 / 30積分
原の味 Naked,尖沙咀麼地道61號冠華中心地下G1號舖,$201-400,日本菜,壽司/刺身,147,(172 食評),4142,正價85折 主菜餐牌 原之味主餐牌
Ulyssa by Aldou,荔枝角長沙灣道883號億利工業中心2樓203室,$101-200,西式,咖啡店,148,(168 食評),3795,訂座送即開生蠔（歡迎自帶酒水，免收開瓶費）
鳴橋燒肉料理,旺角砵蘭街104號,$101-200,日本菜,壽司/刺身,198,(254 食評),6847,送 25里數 / 30積分
緣聚西日餐廳 Together,元朗西裕街5-11號金福閣地庫,$101-200,日本菜,自助餐,215,(273 食評),13531,提供網上訂座
老鍋台式火鍋 Taiwanese Hot Pot,尖沙咀金馬倫道2-4號利達行4樓,$201-400,台灣菜,火鍋,117,(159 食評),12737,送 25里數 / 30積分
喜來稀肉 Seorae,尖沙咀金巴利道79-81號金栢閣1樓連地下,$101-200,韓國菜,烤肉,116,(191 食評),18205,提供網上訂座
魔膳廚房 MS KITCHEN,觀塘開源道77號業發大廈一期2樓D室,$101-200,西式,甜品/糖水,274,(311 食評),8502,提供網上訂座
正宗水上人蒸氣鍋專門店 Boat Dweller Steam Hot Pot Specialist,尖沙咀加拿分道49號地下,$201-400,粵菜 (廣東),火鍋,194,(227 食評),7593,送 25里數 / 30積分
信州日本料理 Shin Shu Japanese,西環堅尼地城爹核士街1號裕福大厦地下5號舖,$201-400,日本菜,壽司/刺身,171,(189 食評),4222,送 25里數 / 30積分
龍麵館 Dragon Noodles Academy,中環德輔道中68號萬宜大廈萬宜廊地下G04號舖,$201-400,粵菜 (廣東),粉麵/米線,115,(184 食評),12780,送 25里數 / 30積分
吞POT 雞煲火鍋.住家菜 Lazy Pot,油麻地彌敦道560號譽發廣場22樓,$101-200,港式,火鍋,135,(147 食評),3693,惠顧午市雞煲火鍋，所有配料及小食均享有半價優惠。
NINETYs,灣仔皇后大道東222號地下2號舖,$201-400,西式,咖啡店,114,(147 食評),10879,送 25里數 / 30積分
中華滙館 Restaurant de Chine,中環士丹利街13號地舖,$401-800,粵菜 (廣東),湯品,148,(161 食評),3742,凡於週末及公眾假期午市，4位或以上訂座即獲免費奉送「鹽燒鮑魚拼話梅南瓜」乙份/位
Y Show Tasty,尖沙咀厚福街8號H8 12樓,$101-200,西式,西式,133,(150 食評),3268,送 25里數 / 30積分
滿屋日本料理 Manya Japanese Restaurant,荃灣眾安街55號大鴻輝(荃灣)中心10樓,$201-400,日本菜,日式放題,216,(306 食評),5013,晚市放題 $193
Mango Tree,尖沙咀柯士甸道西1號圓方(Elements)2樓2032號舖,$201-400,泰國菜,無肉餐單,136,(262 食評),13658,送 25里數 / 30積分
雅高·33 Artco． 33,荃灣沙咀道328號寶石大廈地下21號舖,$51-100,意大利菜,酒,153,(206 食評),3535,送 25里數 / 30積分
部屋咖啡室 homemadecafe,旺角登打士街43H號登打士廣場12樓,$51-100,西式,樓上cafe,142,(178 食評),5975,OpenRice 網上訂座全單95折（結賬前出示）
The Food Gallery,尖沙咀北京道8號香港朗廷酒店大堂,$401-800,西式,自助餐,102,(191 食評),26351,自助午餐網上訂座7折優惠
協奏坊西餐廳 Sonata Western Restaurant,銅鑼灣信德街8號香港珀麗酒店2樓,$201-400,多國菜,自助餐,130,(178 食評),10794,送 25里數 / 30積分
胡爐 Wulu,尖沙咀厚福街8號H8 16樓,$201-400,港式,火鍋,163,(182 食評),5230,送 25里數 / 30積分
Ember,銅鑼灣告士打道229-230號宇宙商業大廈地舖,$201-400,西式,酒吧,167,(171 食評),1430,送 25里數 / 30積分
Gastrobox the Cameron,尖沙咀金馬倫道33號 The Cameron 1樓101號舖,$101-200,意大利菜,海鮮,115,(184 食評),15507,送 25里數 / 30積分
La Postre,尖沙咀厚福街8號H8地下,$101-200,西班牙菜,甜品/糖水,129,(161 食評),6310,全單9折
Aldou Cafe,元朗馬田路38號怡豐花園3號地舖,$101-200,多國菜,甜品/糖水,122,(143 食評),8580,訂座送白酒忌廉藍青口一份
Girlboss by Master Kama,荃灣大壩街4-30號荃灣廣場4樓432號舖,$101-200,西式,薄餅,165,(241 食評),6467,送 25里數 / 30積分
AVA Restaurant Slash Bar,尖沙咀赫德道8A號麗景酒店38樓,$201-400,西式,無肉餐單,142,(252 食評),18183,送 25里數 / 30積分
逸之燒 Ichi Grill Shabu Shabu,元朗鳳攸南街9號好順利大廈2座商場地下 57 號舖,$201-400,日本菜,火鍋,120,(136 食評),4548,送 25里數 / 30積分
Cafe 103,尖沙咀柯士甸道西1號環球貿易廣場(ICC)香港麗思卡爾頓酒店103樓,$401-800,西式,自助餐,140,(231 食評),16226,送 25里數 / 30積分
火鍋撚 Hot Pot Land,旺角旺角染布房街6號1樓,$201-400,港式,火鍋,97,(138 食評),11858,送 25里數 / 30積分
Lava Java 咖啡西餐廳 Lava Java Cafe & Restaurant,觀塘開源道71號王子大廈5樓B室,$101-200,西式,漢堡包,159,(202 食評),6064,送 25里數 / 30積分
Chez Bistro,銅鑼灣耀華街3號百樂中心21樓,$201-400,西式,西餐廳,165,(175 食評),5074,開業兩周年訂座享全單85折優惠
金蘭花泰國餐廳 Sawali Club,銅鑼灣怡和街22號3樓,$101-200,泰國菜,泰國菜,129,(146 食評),4274,送 25里數 / 30積分
一心素食 O&S,觀塘鴻圖道30號鴻圖樓3樓,$51-100,西式,素食,145,(192 食評),6692,送 25里數 / 30積分
峰景餐廳 Cafe Deco,尖沙咀彌敦道100號The ONE 20樓,$401-800,西式,無肉餐單,66,(135 食評),15445,送 25里數 / 30積分
一喜日本料理 Ikki Japanese Restaurant,尖沙咀寶勒巷10號7樓,$201-400,日本菜,壽司/刺身,85,(93 食評),5560,送 25里數 / 30積分
Olive ERA,黃大仙睦鄰街8號現崇山商場地下G1-G2號舗,$101-200,西式,包場派對,182,(224 食評),4436,訂座可享單點食品5折優惠
Texas Burger,天后電氣道109號地舖,$51-100,西式,漢堡包,214,(287 食評),9042,送 25里數 / 30積分
白石燒烤 Whitehead Barbecue,馬鞍山馬鞍山白石第1950號,$101-200,港式,燒烤,148,(175 食評),2659,送 25里數 / 30積分
卡莎338 Casa 338,長沙灣東京街50號地舖,$51-100,西式,酒,134,(171 食評),4201,早場75折優惠 
野玩田店 Something Wild - The Farm,尖沙咀河內道18號K11購物藝術館2樓201號舖,$101-200,西式,薄餅,87,(139 食評),10832,星期一全日89折 
琥酌,尖沙咀海防道38-40號中達大廈11樓,$201-400,日本菜,烤肉,150,(180 食評),6738,送 25里數 / 30積分
小桃咖啡室 Little Tomato Cafe,銅鑼灣波斯富街83號波斯富大廈2樓D室,$101-200,西式,咖啡店,174,(198 食評),3077,送 25里數 / 30積分
Oldish,上環東街53號地舖,$101-200,英國菜,All Day Breakfast,130,(176 食評),13308,送 25里數 / 30積分
塩玉居酒屋 Shiotama,銅鑼灣登龍街28號永光中心10樓,$201-400,日本菜,壽司/刺身,150,(165 食評),3406,送 25里數 / 30積分
洛煮意 Kaylaism,旺角亞皆老街65號新之城地下G20號舖,$51-100,意大利菜,三文治,151,(180 食評),2106,送 25里數 / 30積分
The Oyster House,灣仔謝斐道154號地下C號舖,$201-400,意大利菜,海鮮,177,(216 食評),12026,新鮮生蠔六折優惠 - 每位客人必須惠顧兩杯以上紅/白/汽酒
Cafe Paradise,太子界限街23號地下C舖,$51-100,意大利菜,甜品/糖水,383,(473 食評),25248,送 25里數 / 30積分
孖啡 Double Cafe,旺角彌敦道577號高氏大樓4樓,$51-100,西式,甜品/糖水,295,(385 食評),20583,提供網上訂座
BRICK LANE Gallery,尖沙咀棉登徑17-23號地下,$101-200,英國菜,甜品/糖水,186,(276 食評),15233,送 25里數 / 30積分
Give Me 5,觀塘鴻圖道90號5樓,$101-200,日本菜,海鮮,260,(301 食評),6627,送 25里數 / 30積分
養心殿台式養生鍋,佐敦吳松街182號榮國中心2樓,$201-400,台灣菜,火鍋,168,(191 食評),4946,送 25里數 / 30積分
極尚大喜屋日本料理 Deluxe Daikiya Japanese Restaurant,尖沙咀加連威老道2-6號愛賓商業大廈後座1樓102號舖,$201-400,日本菜,日式放題,384,(507 食評),48373,特選時段 85 折優惠！該優惠不得與其他優惠共用，適用於晚市19：30前離座及21：15後入座，加一原價計算
Diletto,尖沙咀漆咸道南11-15號余仁生中心1樓,$201-400,意大利菜,扒房,301,(402 食評),20419,送 25里數 / 30積分
Pom's Kitchen & Deli,佐敦德興街7號A-B號舖,$101-200,西式,西餐廳,268,(361 食評),18506,提供網上訂座
漁火海鮮刺身火鍋,銅鑼灣駱克道491-499號京都廣場8樓,$201-400,粵菜 (廣東),火鍋,277,(288 食評),7372,九點半後入座可享全單八折優惠
辛安東元祖奶奶雞 Spicy Andong,旺角白布街20號地下,$101-200,韓國菜,韓國菜,277,(462 食評),10773,送 25里數 / 30積分
老鍋台式火鍋 Taiwanese Hot Pot,尖沙咀金馬倫道2-4號利達行4樓,$201-400,台灣菜,火鍋,117,(159 食評),12738,送 25里數 / 30積分
Yadllie Plate,旺角西洋菜街1號兆萬中心11樓,$101-200,韓國菜,韓式炸雞,487,(630 食評),27533,早鳥及消夜時段訂座 可享全單八折優惠
Espuma,中環威靈頓街2-8號威靈頓廣場M88 17樓,$101-200,西班牙菜,甜品/糖水,557,(690 食評),20884,送 25里數 / 30積分
億饍 Multi Taste,旺角彌敦道558-560號譽發廣場4樓,$101-200,粵菜 (廣東),湯品,280,(329 食評),6851,"生日快樂,免費送蛋糕(5人 以上)或白酒一支(9人以上)"
飲茶 Yum Cha,中環德輔道中173號南豐大廈2樓1-2號舖,$101-200,粵菜 (廣東),點心,104,(186 食評),16685,送 25里數 / 30積分
Lifetastic,西環石塘咀山道31-37號地下B舖,$101-200,澳洲菜,All Day Breakfast,142,(210 食評),10945,慶祝尖沙咀分店隆重開幕消費單點餐牌享有七折優惠！
Gioia Charcoal Grill & Oyster Bar,西環堅尼地城吉席街55-57號美新大廈地下A-C舖,$201-400,多國菜,海鮮,172,(195 食評),4542,午市套餐特惠
正宗水上人蒸氣鍋專門店 Boat Dweller Steam Hot Pot Specialist,尖沙咀加拿分道49號地下,$201-400,粵菜 (廣東),火鍋,194,(227 食評),7594,送 25里數 / 30積分
雅高·33 Artco． 33,荃灣沙咀道328號寶石大廈地下21號舖,$51-100,意大利菜,酒,153,(206 食評),3534,送 25里數 / 30積分
