1978-12-31,Honky Tonk Women,4
1978-12-31,How Can You Mend A Broken Heart,4
1978-12-31,I Can See Clearly Now,4
1978-12-31,I Heard It Through The Grapevine,4
1978-12-31,I Just Want To Be Your Everything,4
1978-12-31,Kiss You All Over,4
1978-12-31,Love Will Keep Us Together,4
1978-12-31,My Love,4
1978-12-31,My Sweet Lord/Isn't It A Pity,4
1978-12-31,Raindrops Keep Fallin' On My Head,4
1978-12-31,Stayin' Alive,4
1978-12-31,"Sugar, Sugar",4
1978-12-31,Tie A Yellow Ribbon Round The Ole Oak Tree,4
1978-12-31,Without You,4
1978-12-31,(You're) Having My Baby,3
1978-12-31,50 Ways To Leave Your Lover,3
1978-12-31,A Horse With No Name,3
1978-12-31,Ain't No Mountain High Enough,3
1978-12-31,American Woman/No Sugar Tonight,3
1978-12-31,Baby Come Back,3
1978-12-31,Baby Don't Get Hooked On Me,3
1978-12-31,Bad Blood,3
1978-12-31,Boogie Oogie Oogie,3
1978-12-31,Brand New Key,3
1978-12-31,Crocodile Rock,3
1978-12-31,"December, 1963 (Oh, What a Night)",3
1978-12-31,Evergreen (Love Theme From A Star Is Born),3
1978-12-31,Family Affair,3
1978-12-31,"Fly, Robin, Fly",3
1978-12-31,Go Away Little Girl,3
1978-12-31,He Don't Love You (Like I Love You),3
1978-12-31,How Deep Is Your Love,3
1978-12-31,I Think I Love You,3
1978-12-31,Island Girl,3
1978-12-31,Knock Three Times,3
1978-12-31,Le Freak,3
1978-12-31,Lean On Me,3
1978-12-31,MacArthur Park,3
1978-12-31,Me And Mrs. Jones,3
1978-12-31,Play That Funky Music,3
1978-12-31,Seasons In The Sun,3
1978-12-31,Sir Duke,3
1978-12-31,The Candy Man,3
1978-12-31,The Streak,3
1978-12-31,The Way We Were,3
1978-12-31,War,3
1978-12-31,Wedding Bell Blues,3
1978-12-31,You're So Vain,3
1978-12-31,(Love Is) Thicker Than Water,2
1978-12-31,ABC,2
1978-12-31,ANNIE'S SONG,2
1978-12-31,Afternoon Delight,2
1978-12-31,"Bad, Bad Leroy Brown",2
1978-12-31,"Billy, Don't Be A Hero",2
1978-12-31,Brother Louie,2
1978-12-31,Brown Sugar,2
1978-12-31,Crimson And Clover,2
1978-12-31,Everything Is Beautiful,2
1978-12-31,Fame,2
1978-12-31,Grease,2
1978-12-31,"Gypsys, Tramps & Thieves",2
1978-12-31,Half-Breed,2
1978-12-31,I Can Help,2
1978-12-31,I Can't Get Next To You,2
1978-12-31,I Honestly Love You,2
1978-12-31,If You Leave Me Now,2
1978-12-31,Jive Talkin',2
1978-12-31,Just My Imagination (Running Away With Me),2
1978-12-31,Keep On Truckin' (Part 1),2
1978-12-31,Kiss And Say Goodbye,2
1978-12-31,Kung Fu Fighting,2
1978-12-31,Let It Be,2
1978-12-31,Let's Get It On,2
1978-12-31,Love Hangover,2
1978-12-31,Love Theme From Romeo & Juliet,2
1978-12-31,Lucy In The Sky With Diamonds,2
1978-12-31,Mama Told Me (Not To Come),2
1978-12-31,Me And Bobby McGee,2
1978-12-31,Midnight Train To Georgia,2
1978-12-31,My Ding-A-Ling,2
1978-12-31,Na Na Hey Hey Kiss Him Goodbye,2
1978-12-31,Philadelphia Freedom,2
1978-12-31,Rhinestone Cowboy,2
1978-12-31,Rich Girl,2
1978-12-31,Rock Your Baby,2
1978-12-31,Star Wars Theme/Cantina Band,2
1978-12-31,TSOP (The Sound Of Philadelphia),2
1978-12-31,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,2
1978-12-31,That's The Way (I Like It),2
1978-12-31,The Loco-Motion,2
1978-12-31,The Long And Winding Road/For You Blue,2
1978-12-31,The Love You Save/I Found That Girl,2
1978-12-31,The Morning After,2
1978-12-31,The Most Beautiful Girl,2
1978-12-31,The Night The Lights Went Out In Georgia,2
1978-12-31,The Tears Of A Clown,2
1978-12-31,Theme From Shaft,2
1978-12-31,Three Times A Lady,2
1978-12-31,Time In A Bottle,2
1978-12-31,Top Of The World,2
1978-12-31,Torn Between Two Lovers,2
1978-12-31,Will It Go Round In Circles,2
1978-12-31,With A Little Luck,2
1978-12-31,You Don't Bring Me Flowers,2
1978-12-31,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,1
1978-12-31,"(Shake, Shake, Shake) Shake Your Booty",1
1978-12-31,A Fifth Of Beethoven,1
1978-12-31,Angie,1
1978-12-31,Angie Baby,1
1978-12-31,Band On The Run,1
1978-12-31,Before The Next Teardrop Falls,1
1978-12-31,Ben,1
1978-12-31,Bennie And The Jets,1
1978-12-31,Black & White,1
1978-12-31,Black Water,1
1978-12-31,Blinded By The Light,1
1978-12-31,Boogie Fever,1
1978-12-31,Brandy (You're A Fine Girl),1
1978-12-31,"Can't Get Enough Of Your Love, Babe",1
1978-12-31,Car Wash,1
1978-12-31,Cat's In The Cradle,1
1978-12-31,Come Together/Something,1
1978-12-31,Convoy,1
1978-12-31,Cracklin' Rosie,1
1978-12-31,Da Doo Ron Ron,1
1978-12-31,Dancing Queen,1
1978-12-31,Dark Lady,1
1978-12-31,Delta Dawn,1
1978-12-31,Disco Duck (Part I),1
1978-12-31,Don't Give Up On Us,1
1978-12-31,Don't Leave Me This Way,1
1978-12-31,Dreams,1
1978-12-31,Fallin' In Love,1
1978-12-31,Feel Like Makin' Love,1
1978-12-31,Fire,1
1978-12-31,Frankenstein,1
1978-12-31,Get Down Tonight,1
1978-12-31,Give Me Love - (Give Me Peace On Earth),1
1978-12-31,Gonna Fly Now,1
1978-12-31,Got To Give It Up (Pt. I),1
1978-12-31,Have You Never Been Mellow,1
1978-12-31,Heart Of Gold,1
1978-12-31,Hooked On A Feeling,1
1978-12-31,Hot Child In The City,1
1978-12-31,Hotel California,1
1978-12-31,I Am Woman,1
1978-12-31,I Shot The Sheriff,1
1978-12-31,I Want You Back,1
1978-12-31,I Wish,1
1978-12-31,I Write The Songs,1
1978-12-31,I'll Take You There,1
1978-12-31,I'm Sorry,1
1978-12-31,I'm Your Boogie Man,1
1978-12-31,If I Can't Have You,1
1978-12-31,Indian Reservation (The Lament Of The Cherokee Reservation Indian),1
1978-12-31,Lady Marmalade,1
1978-12-31,Laughter In The Rain,1
1978-12-31,Leaving On A Jet Plane,1
1978-12-31,Let Your Love Flow,1
1978-12-31,Let's Do It Again,1
1978-12-31,Let's Stay Together,1
1978-12-31,Listen To What The Man Said,1
1978-12-31,Looks Like We Made It,1
1978-12-31,Love Machine (Part 1),1
1978-12-31,Love Rollercoaster,1
1978-12-31,Love Train,1
1978-12-31,Love's Theme,1
1978-12-31,Lovin' You,1
1978-12-31,Make It With You,1
1978-12-31,Mandy,1
1978-12-31,Miss You,1
1978-12-31,My Eyes Adored You,1
1978-12-31,New Kid In Town,1
1978-12-31,Nothing From Nothing,1
1978-12-31,Oh Girl,1
1978-12-31,One Of These Nights,1
1978-12-31,Papa Was A Rollin' Stone,1
1978-12-31,Photograph,1
1978-12-31,Pick Up The Pieces,1
1978-12-31,Please Mr. Postman,1
1978-12-31,Rock Me Gently,1
1978-12-31,Rock The Boat,1
1978-12-31,Rock'n Me,1
1978-12-31,Saturday Night,1
1978-12-31,Shining Star,1
1978-12-31,Show And Tell,1
1978-12-31,Sister Golden Hair,1
1978-12-31,Someday We'll Be Together,1
1978-12-31,Song Sung Blue,1
1978-12-31,Southern Nights,1
1978-12-31,Sundown,1
1978-12-31,Sunshine On My Shoulders,1
1978-12-31,Superstition,1
1978-12-31,Suspicious Minds,1
1978-12-31,Thank God I'm A Country Boy,1
1978-12-31,The Hustle,1
1978-12-31,The Joker,1
1978-12-31,The Night Chicago Died,1
1978-12-31,Theme From Mahogany (Do You Know Where You're Going To),1
1978-12-31,Theme From S.W.A.T.,1
1978-12-31,Then Came You,1
1978-12-31,"Too Much, Too Little, Too Late",1
1978-12-31,Touch Me In The Morning,1
1978-12-31,Uncle Albert/Admiral Halsey,1
1978-12-31,Undercover Angel,1
1978-12-31,Venus,1
1978-12-31,Want Ads,1
1978-12-31,We're An American Band,1
1978-12-31,Welcome Back,1
1978-12-31,Whatever Gets You Thru The Night,1
1978-12-31,When I Need You,1
1978-12-31,You Ain't Seen Nothing Yet/Free Wheelin',1
1978-12-31,You Are The Sunshine Of My Life,1
1978-12-31,You Don't Have To Be A Star (To Be In My Show),1
1978-12-31,You Haven't Done Nothin,1
1978-12-31,You Make Me Feel Like Dancing,1
1978-12-31,You Needed Me,1
1978-12-31,You Should Be Dancing,1
1978-12-31,You're No Good,1
1978-12-31,You're Sixteen,1
1978-12-31,You're The One That I Want,1
1978-12-31,You've Got A Friend,1
1988-12-31,Physical,10
1988-12-31,Bette Davis Eyes,9
1988-12-31,Endless Love,9
1988-12-31,Every Breath You Take,8
1988-12-31,Billie Jean,7
1988-12-31,Ebony And Ivory,7
1988-12-31,I Love Rock 'N Roll,7
1988-12-31,Call Me,6
1988-12-31,Centerfold,6
1988-12-31,Eye Of The Tiger,6
1988-12-31,Flashdance...What A Feeling,6
1988-12-31,Lady,6
1988-12-31,Like A Virgin,6
1988-12-31,My Sharona,6
1988-12-31,Say Say Say,6
1988-12-31,(Just Like) Starting Over,5
1988-12-31,Bad Girls,5
1988-12-31,Jump,5
1988-12-31,When Doves Cry,5
1988-12-31,All Night Long (All Night),4
1988-12-31,Another Brick In The Wall (Part II),4
1988-12-31,Crazy Little Thing Called Love,4
1988-12-31,Da Ya Think I'm Sexy?,4
1988-12-31,Down Under,4
1988-12-31,Faith,4
1988-12-31,Funkytown,4
1988-12-31,Jack & Diane,4
1988-12-31,Livin  On A Prayer,4
1988-12-31,Magic,4
1988-12-31,Maneater,4
1988-12-31,Reunited,4
1988-12-31,Rock With You,4
1988-12-31,Roll With It,4
1988-12-31,"Say You, Say Me (Title Song From White Nights)",4
1988-12-31,That s What Friends Are For,4
1988-12-31,Total Eclipse Of The Heart,4
1988-12-31,Upside Down,4
1988-12-31,Walk Like An Egyptian,4
1988-12-31,We Are The World,4
1988-12-31,Against All Odds (Take A Look At Me Now),3
1988-12-31,Alone,3
1988-12-31,Another One Bites The Dust,3
1988-12-31,Arthur's Theme (Best That You Can Do),3
1988-12-31,Beat It,3
1988-12-31,Can t Fight This Feeling,3
1988-12-31,Careless Whisper,3
1988-12-31,Coming Up (Live At Glasgow),3
1988-12-31,Don't You Want Me,3
1988-12-31,Escape (The Pina Colada Song),3
1988-12-31,Footloose,3
1988-12-31,Ghostbusters,3
